id,opening_hours,fee,geometry,latitude,longitude,atm_type,accessibility,address,name,district,neighborhood_id,neighborhood,district_id
3587654939,,,POINT (13.4381815 52.4999147),52.4999147,13.4381815,standalone,,"Wrangelstraße, 10997, Berlin",Euronet,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
3610726360,,,POINT (13.3313836 52.503629),52.503629,13.3313836,standalone,accessible,"Joachimsthaler Straße, 10719, Berlin",Sparkasse,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
3611038507,,,POINT (13.4291731 52.4946431),52.4946431,13.4291731,standalone,,"Ohlauer Straße, 10999, Berlin",Euronet Atm,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
3612722044,24/7,,POINT (13.6444317 52.378638),52.378638,13.6444317,standalone,,"Adlergestell, 748, 12527, Berlin",Ing Diba,Treptow-Köpenick,0915,Schmöckwitz,11009009
3614955201,,,POINT (13.4149111 52.5408557),52.5408557,13.4149111,standalone,,"Danziger Straße, 10435, Berlin",unknown_atm,Pankow,0301,Prenzlauer Berg,11003003
3626935770,,,POINT (13.4525355 52.5198924),52.5198924,13.4525355,standalone,not accessible,"Petersburger Straße, 10249, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
3633286736,24/7,,POINT (13.365831 52.5036059),52.5036059,13.365831,standalone,not accessible,"Potsdamer Straße, 82, 10785, Berlin",Euronet,Mitte,0104,Tiergarten,11001001
3636993699,24/7,,POINT (13.4454775 52.4858758),52.4858758,13.4454775,indoor,not accessible,"Wildenbruchstraße, 12045, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
3673269311,24/7,,POINT (13.1429541 52.4529527),52.4529527,13.1429541,standalone,accessible,"Sakrower Landstraße, 1A, 14089, Berlin",Postbank,Spandau,0506,Kladow,11005005
3677477182,,,POINT (13.20841 52.5565075),52.5565075,13.20841,indoor,accessible,"Streitstraße, 13587, Berlin",Deutsche Bank,Spandau,0507,Hakenfelde,11005005
3680397714,24/7,,POINT (13.4071723 52.5470094),52.5470094,13.4071723,standalone,not accessible,"Gleimstraße, 10437, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
3683023913,,,POINT (13.3594241 52.5465192),52.5465192,13.3594241,standalone,accessible,"Bahnsteig U6, 13353, Berlin",unknown_atm,Mitte,0105,Wedding,11001001
3714770731,24/7,,POINT (13.3967176 52.4232592),52.4232592,13.3967176,standalone,,"Mariendorfer Damm, 341, 12107, Berlin",Ingdiba,Tempelhof-Schöneberg,0704,Mariendorf,11007007
3741407037,,,POINT (13.3361038 52.5137852),52.5137852,13.3361038,standalone,accessible,"Straße des 17. Juni, 10555, Berlin",Euronet,Mitte,0104,Tiergarten,11001001
3799527256,,,POINT (13.3242955 52.4985049),52.4985049,13.3242955,standalone,,"Uhlandstraße, 10719, Berlin",Cashzone,Charlottenburg-Wilmersdorf,0402,Wilmersdorf,11004004
3813153871,,,POINT (13.413823 52.538713),52.538713,13.413823,standalone,accessible,"Sredzkistraße, 10435, Berlin",Postbank,Pankow,0301,Prenzlauer Berg,11003003
3823225893,,,POINT (13.4184793 52.5146268),52.5146268,13.4184793,standalone,,"Alexanderstraße, 10179, Berlin",Cashzone,Mitte,0101,Mitte,11001001
3826453511,,,POINT (13.3494208 52.4980102),52.4980102,13.3494208,standalone,accessible,"Eisenacher Straße, 9, 10777, Berlin",Eurocash,Tempelhof-Schöneberg,0701,Schöneberg,11007007
3837623737,,,POINT (13.3639085 52.5014096),52.5014096,13.3639085,standalone,accessible,"Potsdamer Straße, 102, 10785, Berlin",Vöb,Mitte,0104,Tiergarten,11001001
3844737589,24/7,,POINT (13.3656711 52.4756422),52.4756422,13.3656711,standalone,accessible,"General-Pape-Straße, 1, 12101, Berlin",Vöb-Zvd Processing GmbH,Tempelhof-Schöneberg,0701,Schöneberg,11007007
3846200823,,,POINT (13.4353114 52.5095005),52.5095005,13.4353114,standalone,accessible,"Am Ostbahnhof, 9, 10243, Berlin",Reisebank,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
3850410857,,,POINT (13.5188808 52.5227641),52.5227641,13.5188808,standalone,,"Rhinstraße, 12681, Berlin",Ing Diba,Lichtenberg,1103,Lichtenberg,11011011
3862836920,,,POINT (13.3077002 52.5010583),52.5010583,13.3077002,standalone,accessible,"Wilmersdorfer Straße, 10629, Berlin",Bankhaus August Lenz,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
3864828672,,,POINT (13.3285045 52.4653247),52.4653247,13.3285045,standalone,accessible,"Bundesallee, 12161, Berlin",Berliner Sparkasse,Tempelhof-Schöneberg,0702,Friedenau,11007007
3875852996,,,POINT (13.4178814 52.5441808),52.5441808,13.4178814,standalone,not accessible,"Lychener Straße, 10437, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
3898818523,,,POINT (13.4275266 52.5318309),52.5318309,13.4275266,standalone,accessible,"Greifswalder Straße, 10405, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
3928284433,,,POINT (13.3614792 52.4914474),52.4914474,13.3614792,indoor,accessible,"Großgörschenstraße, 10827, Berlin",Sparkasse,Tempelhof-Schöneberg,0701,Schöneberg,11007007
3937877338,24/7,,POINT (13.3946909 52.5321888),52.5321888,13.3946909,standalone,not accessible,"Invalidenstraße, 10115, Berlin",Euronet,Mitte,0101,Mitte,11001001
3986643070,,,POINT (13.4659101 52.5144136),52.5144136,13.4659101,standalone,not accessible,"Frankfurter Allee, 10247, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
4005957111,,,POINT (13.3885146 52.5318934),52.5318934,13.3885146,standalone,not accessible,"Elisabeth-Schwarzhaupt-Platz, 10115, Berlin",Euronet,Mitte,0101,Mitte,11001001
4008856537,,,POINT (13.3803652 52.5297078),52.5297078,13.3803652,indoor,accessible,"Invalidenstraße, 10115, Berlin",Euronet,Mitte,0101,Mitte,11001001
4023131746,24/7,,POINT (13.4133478 52.5221184),52.5221184,13.4133478,standalone,,"10178, Berlin",Berliner Sparkasse,Mitte,0101,Mitte,11001001
4023131747,24/7,,POINT (13.4325384 52.5525332),52.5525332,13.4325384,standalone,,"Gustav-Adolf-Straße, 13086, Berlin",Diebold Nixdorf,Pankow,0302,Weißensee,11003003
4024075041,24/7,,POINT (13.4362521 52.4799527),52.4799527,13.4362521,standalone,not accessible,"Karl-Marx-Straße, 92-98, 12043, Berlin",Iccash,Neukölln,0801,Neukölln,11008008
4029444562,,,POINT (13.3249918 52.4553557),52.4553557,13.3249918,standalone,,"Schützenstraße, 12165, Berlin",Euronet Worldwide,Steglitz-Zehlendorf,0601,Steglitz,11006006
4039966237,,,POINT (13.4015001 52.5302928),52.5302928,13.4015001,standalone,not accessible,"Weinbergsweg, 10119, Berlin",Euronet,Mitte,0101,Mitte,11001001
4039969729,,,POINT (13.3992546 52.5237402),52.5237402,13.3992546,standalone,accessible,"Oranienburger Straße, 10178, Berlin",Euronet,Mitte,0101,Mitte,11001001
4061391773,24/7,,POINT (13.3052574 52.5127167),52.5127167,13.3052574,standalone,,"Wilmersdorfer Straße, 10585, Berlin",IC Cash Services,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
4072586086,,,POINT (13.3326086 52.5065032),52.5065032,13.3326086,standalone,accessible,"Hardenbergplatz, 10623, Berlin",Euronet,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
4090296503,24/7,,POINT (13.3686484 52.5253234),52.5253234,13.3686484,indoor,partially accessible,"Eingangsebene, 10557, Berlin",Reisebank,Mitte,0102,Moabit,11001001
4095732758,,,POINT (13.395683 52.5383015),52.5383015,13.395683,standalone,not accessible,"Bernauer Straße, 10115, Berlin",Euronet,Mitte,0106,Gesundbrunnen,11001001
4097103472,,,POINT (13.3690959 52.5247664),52.5247664,13.3690959,indoor,partially accessible,"Eingangsebene, 10557, Berlin",Reisebank,Mitte,0102,Moabit,11001001
4116107896,24/7,,POINT (13.4530302 52.5125821),52.5125821,13.4530302,standalone,accessible,"Warschauer Straße, 10245, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
4120701560,,,POINT (13.4151183 52.5196217),52.5196217,13.4151183,standalone,accessible,"Grunerstraße, 20, 10179, Berlin",Berliner Sparkasse,Mitte,0101,Mitte,11001001
4135618750,24/7,,POINT (13.4029077 52.540379),52.540379,13.4029077,standalone,not accessible,"Bernauer Straße, 13355, Berlin",Euronet,Mitte,0106,Gesundbrunnen,11001001
4153078583,24/7,,POINT (13.4653276 52.5171704),52.5171704,13.4653276,indoor,not accessible,"Samariterstraße, 10247, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
4160102555,,,POINT (13.3895692 52.5356),52.5356,13.3895692,standalone,not accessible,"Bernauer Straße, 115-118, 13355, Berlin",Euronet,Mitte,0106,Gesundbrunnen,11001001
4167934115,,,POINT (13.3353842 52.5956369),52.5956369,13.3353842,indoor,partially accessible,"Wilhelmsruher Damm, 13435, Berlin",unknown_atm,Reinickendorf,1209,Wittenau,11012012
4171310012,,,POINT (13.3215001 52.5016857),52.5016857,13.3215001,standalone,not accessible,"Kurfürstendamm, 10719, Berlin",Iccash Services,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
4172663100,,,POINT (13.41085 52.5316676),52.5316676,13.41085,indoor,partially accessible,"Schönhauser Allee, 10119, Berlin",Cardpoint,Pankow,0301,Prenzlauer Berg,11003003
4192832327,,,POINT (13.3885057 52.5318612),52.5318612,13.3885057,standalone,not accessible,"Elisabeth-Schwarzhaupt-Platz, 10115, Berlin",Euronet,Mitte,0101,Mitte,11001001
4195145989,24/7,,POINT (13.4153084 52.531614),52.531614,13.4153084,standalone,accessible,"Metzer Straße, 10405, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
4196759933,,,POINT (13.3621471 52.5270494),52.5270494,13.3621471,indoor,accessible,"Seydlitzstraße, 10557, Berlin",IC Cash Services,Mitte,0102,Moabit,11001001
4221184804,,,POINT (13.4161061 52.5186621),52.5186621,13.4161061,standalone,accessible,"Dircksenstraße, 10178, Berlin",Postbank,Mitte,0101,Mitte,11001001
4222272403,,,POINT (13.3843279 52.5309786),52.5309786,13.3843279,standalone,accessible,"Invalidenstraße, 10115, Berlin",Euronet,Mitte,0101,Mitte,11001001
4242814546,,,POINT (13.4131601 52.5309669),52.5309669,13.4131601,indoor,not accessible,"Saarbrücker Straße, 10405, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
4250621604,24/7,,POINT (13.4654996 52.5167444),52.5167444,13.4654996,standalone,accessible,"Samariterstraße, 10247, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
4258414356,,,POINT (13.200009 52.5358463),52.5358463,13.200009,standalone,accessible,"Altstädter Ring, 13597, Berlin",Sparkasse,Spandau,0501,Spandau,11005005
4261243655,24/7,,POINT (13.4547281 52.4742578),52.4742578,13.4547281,standalone,,"Sonnenallee, 212, 12059, Berlin",unknown_atm,Neukölln,0801,Neukölln,11008008
4269744603,24/7,,POINT (13.3788141 52.5258381),52.5258381,13.3788141,standalone,accessible,"Charitéplatz, 1, 10117, Berlin",Sparkasse,Mitte,0101,Mitte,11001001
4274067222,,,POINT (13.4403004 52.4738517),52.4738517,13.4403004,standalone,,"Thomasstraße, 12053, Berlin",Postbank,Neukölln,0801,Neukölln,11008008
4274069697,,,POINT (13.441042 52.473294),52.473294,13.441042,standalone,,"Karl-Marx-Straße, 12055, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
4294813356,,,POINT (13.3693058 52.5243865),52.5243865,13.3693058,indoor,partially accessible,"Eingangsebene, 10557, Berlin",Reisebank,Mitte,0102,Moabit,11001001
4294825321,24/7,,POINT (13.3692712 52.5246908),52.5246908,13.3692712,standalone,accessible,"Eingangsebene, 10557, Berlin",Reisebank,Mitte,0102,Moabit,11001001
4294834720,24/7,,POINT (13.369808 52.5251697),52.5251697,13.369808,standalone,accessible,"Eingangsebene, 10557, Berlin",Reisebank,Mitte,0102,Moabit,11001001
4317462786,,,POINT (13.3922228 52.5427913),52.5427913,13.3922228,standalone,,"Brunnenstraße, 13355, Berlin",unknown_atm,Mitte,0106,Gesundbrunnen,11001001
4317555804,,,POINT (13.3888542 52.5496038),52.5496038,13.3888542,standalone,partially accessible,"Behmstraße, 13357, Berlin",Postbank,Mitte,0106,Gesundbrunnen,11001001
4317555805,,,POINT (13.388855 52.5496132),52.5496132,13.388855,standalone,partially accessible,"Behmstraße, 13357, Berlin",Euronet,Mitte,0106,Gesundbrunnen,11001001
4321142339,,,POINT (13.357672 52.5355032),52.5355032,13.357672,standalone,partially accessible,"Lehrter Straße, 10557, Berlin",Euronet,Mitte,0102,Moabit,11001001
4325599889,,,POINT (13.349311 52.5416987),52.5416987,13.349311,standalone,,"Föhrer Straße, 13353, Berlin",Euronet,Mitte,0105,Wedding,11001001
4333905820,,,POINT (13.4360934 52.4936867),52.4936867,13.4360934,standalone,,"Reichenberger Straße, 10999, Berlin",Euronet,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
4336877113,,,POINT (13.4391841 52.5248719),52.5248719,13.4391841,standalone,,"Landsberger Allee, 49, 10249, Berlin",Cashzone,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
4339053537,,,POINT (13.3695571 52.5464458),52.5464458,13.3695571,standalone,,"Reinickendorfer Straße, 13347, Berlin",Euronet,Mitte,0105,Wedding,11001001
4339053540,24/7,,POINT (13.3682611 52.5504632),52.5504632,13.3682611,standalone,,"Reinickendorfer Straße, 13347, Berlin",Iccash,Mitte,0106,Gesundbrunnen,11001001
4341306554,,,POINT (13.2994611 52.4949969),52.4949969,13.2994611,standalone,partially accessible,"Westfälische Straße, 10709, Berlin",Euronet,Charlottenburg-Wilmersdorf,0407,Halensee,11004004
4354056195,,,POINT (13.476139 52.5142897),52.5142897,13.476139,indoor,accessible,"Frankfurter Allee, 113, 10365, Berlin",Ing,Lichtenberg,1103,Lichtenberg,11011011
4357762784,24/7,,POINT (13.4339292 52.5101665),52.5101665,13.4339292,standalone,accessible,"Am Ostbahnhof, 10243, Berlin",Volksbank,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
4357762785,24/7,,POINT (13.4336095 52.5102927),52.5102927,13.4336095,standalone,accessible,"Am Ostbahnhof, 5, 10243, Berlin",Reisebank,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
4358015789,,,POINT (13.4423185 52.469295),52.469295,13.4423185,standalone,,"Saalestraße, 12055, Berlin",Cashzone,Neukölln,0801,Neukölln,11008008
4361296725,,,POINT (13.4473939 52.4783063),52.4783063,13.4473939,standalone,partially accessible,"Sonnenallee, 12059, Berlin",Bankhaus August Lenz,Neukölln,0801,Neukölln,11008008
4375796145,,,POINT (13.2833129 52.5906149),52.5906149,13.2833129,standalone,,"Berliner Straße, 13507, Berlin",Euronet,Reinickendorf,1202,Tegel,11012012
4382043049,,,POINT (13.3279834 52.4653139),52.4653139,13.3279834,standalone,accessible,"Walther-Schreiber-Platz, 1, 12161, Berlin",Euronet,Tempelhof-Schöneberg,0702,Friedenau,11007007
4395354795,,,POINT (13.3887482 52.4899662),52.4899662,13.3887482,standalone,accessible,"Bergmannstraße, 10961, Berlin",Euronet,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
4396180489,,,POINT (13.6624959 52.4123139),52.4123139,13.6624959,standalone,accessible,"Alt-Müggelheim, 12559, Berlin",Berliner Sparkasse,Treptow-Köpenick,0914,Müggelheim,11009009
4403482397,,,POINT (13.4101043 52.5244086),52.5244086,13.4101043,standalone,,"Rosa-Luxemburg-Straße, 10119, Berlin",Euronet,Mitte,0101,Mitte,11001001
4404116889,,,POINT (13.3253936 52.5217865),52.5217865,13.3253936,indoor,accessible,"Helmholtzstraße, 10587, Berlin",Euronet,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
4411267179,24/7,,POINT (13.309018 52.5089997),52.5089997,13.309018,standalone,accessible,"Goethestraße, 10625, Berlin",Euronet,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
4412304412,,,POINT (13.3099003 52.5077468),52.5077468,13.3099003,standalone,partially accessible,"Pestalozzistraße, 10625, Berlin",Euronet,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
4419870144,,,POINT (13.3887527 52.5272698),52.5272698,13.3887527,standalone,partially accessible,"Torstraße, 10115, Berlin",Bankhaus August Lenz,Mitte,0101,Mitte,11001001
4436523401,24/7,,POINT (13.430571 52.4858),52.4858,13.430571,standalone,not accessible,"Sonnenallee, 12045, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
4437629391,24/7,,POINT (13.3899611 52.5099566),52.5099566,13.3899611,standalone,not accessible,"Friedrichstraße, 10117, Berlin",Berliner Sparkasse,Mitte,0101,Mitte,11001001
4439780519,Mo-Fr 06:00-23:00; Sa-Su 08:00-23:00,,POINT (13.4957858 52.6349982),52.6349982,13.4957858,standalone,accessible,"Wiltbergstraße, 13125, Berlin",1,Pankow,0309,Buch,11003003
4457967204,24/7,,POINT (13.4088472 52.5411441),52.5411441,13.4088472,indoor,not accessible,"Eberswalder Straße, 10437, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
4457967931,24/7,,POINT (13.4058532 52.5407282),52.5407282,13.4058532,standalone,not accessible,"Eberswalder Straße, 10437, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
4458876192,,,POINT (13.3537379 52.498869),52.498869,13.3537379,standalone,accessible,"Maaßenstraße, 10777, Berlin",Euronet,Tempelhof-Schöneberg,0701,Schöneberg,11007007
4484407089,,,POINT (13.4288446 52.499144),52.499144,13.4288446,indoor,not accessible,"Skalitzer Straße, 10997, Berlin",Ec,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
4485113697,,,POINT (13.4259629 52.4854148),52.4854148,13.4259629,standalone,,"Karl-Marx-Straße, 12043, Berlin",Bankhaus August Lenz,Neukölln,0801,Neukölln,11008008
4491401411,24/7,,POINT (13.4328269 52.4885322),52.4885322,13.4328269,standalone,accessible,"Pannierstraße, 12047, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
4508707286,,,POINT (13.4132497 52.559208),52.559208,13.4132497,standalone,,"Berliner Straße, 13189, Berlin",Sparkasse,Pankow,0307,Pankow,11003003
4510168389,,,POINT (13.4658912 52.5253259),52.5253259,13.4658912,indoor,partially accessible,"Franz-Jacob-Straße, 4, 10369, Berlin",unknown_atm,Lichtenberg,1111,Fennpfuhl,11011011
4518915900,,,POINT (13.3426036 52.5010096),52.5010096,13.3426036,standalone,not accessible,"Wittenbergplatz, 10777, Berlin",Euronet Worldwide,Tempelhof-Schöneberg,0701,Schöneberg,11007007
4523480574,,,POINT (13.4971736 52.5094841),52.5094841,13.4971736,standalone,,"Eitelstraße, 10317, Berlin",Volksbank,Lichtenberg,1112,Rummelsburg,11011011
4524916096,24/7,,POINT (13.4678528 52.5046264),52.5046264,13.4678528,standalone,not accessible,"Sonntagstraße, 10245, Berlin",Bankhaus August Lenz,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
4530241256,,,POINT (13.3134968 52.4793656),52.4793656,13.3134968,standalone,,"Detmolder Straße, 10713, Berlin",Berliner Volksbank,Charlottenburg-Wilmersdorf,0402,Wilmersdorf,11004004
4533857106,,,POINT (13.4588916 52.5127033),52.5127033,13.4588916,indoor,partially accessible,"Boxhagener Straße, 10245, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
4533868091,,,POINT (13.4600581 52.5147566),52.5147566,13.4600581,standalone,accessible,"Niederbarnimstraße, 26, 10247, Berlin",Postbank,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
4533984359,,,POINT (13.3729114 52.4786755),52.4786755,13.3729114,indoor,,"Wüsthoffstraße, 15, 12101, Berlin",Berliner Volksbank,Tempelhof-Schöneberg,0703,Tempelhof,11007007
4534097108,,,POINT (13.466378 52.5083507),52.5083507,13.466378,standalone,,"Boxhagener Straße, 10245, Berlin",Bankhaus August Lenz,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
4534110450,,,POINT (13.4612109 52.5109227),52.5109227,13.4612109,indoor,,"Grünberger Straße, 10245, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
4534560010,24/7,,POINT (13.3779234 52.5224298),52.5224298,13.3779234,standalone,,"Reinhardtstraße, 10117, Berlin",Apobank,Mitte,0101,Mitte,11001001
4549220834,24/7,,POINT (13.4549884 52.5072909),52.5072909,13.4549884,standalone,accessible,"Revaler Straße, 10245, Berlin",Reisebank,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
4549220835,24/7,,POINT (13.4512875 52.5082893),52.5082893,13.4512875,standalone,accessible,"Revaler Straße, 10243, Berlin",Reisebank Ag,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
4557534859,,,POINT (13.4099348 52.5193869),52.5193869,13.4099348,standalone,partially accessible,"Rathausstraße, 1-14, 10178, Berlin",Iccash Services,Mitte,0101,Mitte,11001001
4590984979,24/7,,POINT (13.4416017 52.4693999),52.4693999,13.4416017,standalone,accessible,"Karl-Marx-Straße, 12055, Berlin",Berliner Sparkasse,Neukölln,0801,Neukölln,11008008
4592721019,,,POINT (13.3490595 52.5419294),52.5419294,13.3490595,standalone,,"Föhrer Straße, 13353, Berlin",Cashzone,Mitte,0105,Wedding,11001001
4596544290,,,POINT (13.3439831 52.4787473),52.4787473,13.3439831,standalone,not accessible,"Wexstraße, 10825, Berlin",Cashzone,Tempelhof-Schöneberg,0701,Schöneberg,11007007
4610077679,24/7,,POINT (13.4224696 52.6071089),52.6071089,13.4224696,standalone,,"Rosenthaler Weg, 13127, Berlin",Volksbank,Pankow,0310,Französisch Buchholz,11003003
4625226255,,,POINT (13.4107408 52.519693),52.519693,13.4107408,standalone,accessible,"Rathausstraße, 1-14, 10178, Berlin",Berliner Volksbank,Mitte,0101,Mitte,11001001
4634187340,,,POINT (13.3417093 52.5323851),52.5323851,13.3417093,standalone,partially accessible,"Birkenstraße, 10551, Berlin",Bankhaus August Lenz,Mitte,0102,Moabit,11001001
4693326004,,,POINT (13.4309749 52.487095),52.487095,13.4309749,standalone,accessible,"Pannierstraße, 56, 12047, Berlin",Bankhaus August Lenz,Neukölln,0801,Neukölln,11008008
4698914146,,,POINT (13.5270938 52.4588636),52.4588636,13.5270938,standalone,,"Rathenaustraße, 12459, Berlin",unknown_atm,Treptow-Köpenick,0909,Oberschöneweide,11009009
4698920334,,,POINT (13.5269664 52.4584027),52.4584027,13.5269664,standalone,,"Rathenaustraße, 12459, Berlin",unknown_atm,Treptow-Köpenick,0909,Oberschöneweide,11009009
4706841102,24/7,,POINT (13.4009106 52.529946),52.529946,13.4009106,standalone,not accessible,"Brunnenstraße, 10119, Berlin",Euronet,Mitte,0101,Mitte,11001001
4706865249,,,POINT (13.4010931 52.5294831),52.5294831,13.4010931,indoor,not accessible,"Torstraße, 10119, Berlin",IC Cash Services,Mitte,0101,Mitte,11001001
4715187591,24/7,,POINT (13.6248647 52.4546804),52.4546804,13.6248647,indoor,,"Bölschestraße, 12587, Berlin",Hypovereinsbank,Treptow-Köpenick,0911,Friedrichshagen,11009009
4718259839,,,POINT (13.449486 52.5222331),52.5222331,13.449486,standalone,accessible,"Straßmannstraße, 10249, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
4724701016,Mo-Fr 06:00-23:00; Sa-Su 08:00-23:00,,POINT (13.4321483 52.6051158),52.6051158,13.4321483,indoor,,"Hauptstraße, 13127, Berlin",Berliner Sparkasse,Pankow,0310,Französisch Buchholz,11003003
4724758046,06:00-23:00,,POINT (13.3587126 52.5475586),52.5475586,13.3587126,indoor,not accessible,"Nazarethkirchstraße, 51, 13347, Berlin",Berliner Sparkasse,Mitte,0105,Wedding,11001001
4726776648,24/7,,POINT (13.2596465 52.4329331),52.4329331,13.2596465,indoor,accessible,"Teltower Damm, 14169, Berlin",Berliner Sparkasse,Steglitz-Zehlendorf,0604,Zehlendorf,11006006
4726869581,Mo-Fr 06:00-23:00; Sa-Su 08:00-23:00,,POINT (13.2948199 52.4742727),52.4742727,13.2948199,indoor,,"Breite Straße, 14199, Berlin",Berliner Sparkasse,Charlottenburg-Wilmersdorf,0403,Schmargendorf,11004004
4728305580,Mo-Fr 06:00-23:00; Sa-Su 08:00-23:00,,POINT (13.4223436 52.5614761),52.5614761,13.4223436,indoor,accessible,"Neumannstraße, 13189, Berlin",Berliner Sparkasse,Pankow,0307,Pankow,11003003
4748968521,,,POINT (13.3616037 52.4841842),52.4841842,13.3616037,standalone,,"Leberstraße, 10829, Berlin",Euronet,Tempelhof-Schöneberg,0701,Schöneberg,11007007
4753995321,24/7,,POINT (13.3613694 52.4969164),52.4969164,13.3613694,standalone,partially accessible,"Potsdamer Straße, 10783, Berlin",Euronet,Tempelhof-Schöneberg,0701,Schöneberg,11007007
4773334139,,,POINT (13.4113228 52.5036614),52.5036614,13.4113228,standalone,,"Oranienstraße, 10969, Berlin",Euronet,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
4791346913,Mo-Fr 06:00-23:00; Sa-Su 08:00-23:00,fee varies,POINT (13.2974212 52.4426598),52.4426598,13.2974212,indoor,accessible,"Gardeschützenweg, 12205, Berlin",Berliner Sparkasse,Steglitz-Zehlendorf,0602,Lichterfelde,11006006
4797029901,,,POINT (13.4206024 52.5485081),52.5485081,13.4206024,standalone,accessible,"Stahlheimer Straße, 10439, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
4804156416,24/7,,POINT (13.300445 52.5304705),52.5304705,13.300445,standalone,,"Max-Dohrn-Straße, 10589, Berlin",Reisebank,Charlottenburg-Wilmersdorf,0406,Charlottenburg-Nord,11004004
4815958447,24/7,,POINT (13.3613798 52.4969534),52.4969534,13.3613798,standalone,not accessible,"Potsdamer Straße, 150, 10783, Berlin",Euronet,Tempelhof-Schöneberg,0701,Schöneberg,11007007
4815962792,,,POINT (13.3602053 52.4961896),52.4961896,13.3602053,standalone,,"Winterfeldtstraße, 10781, Berlin",unknown_atm,Tempelhof-Schöneberg,0701,Schöneberg,11007007
4821450682,,,POINT (13.5277089 52.4249712),52.4249712,13.5277089,standalone,,"Semmelweisstraße, 102, 12524, Berlin",Ing,Treptow-Köpenick,0906,Altglienicke,11009009
4821450683,,,POINT (13.5276001 52.424657),52.424657,13.5276001,standalone,accessible,"Semmelweisstraße, 100, 12524, Berlin",Berliner Sparkasse,Treptow-Köpenick,0906,Altglienicke,11009009
4838931463,24/7,,POINT (13.3525124 52.4801618),52.4801618,13.3525124,standalone,,"Dominicusstraße, 10827, Berlin",IC Cash Services,Tempelhof-Schöneberg,0701,Schöneberg,11007007
4850607593,,,POINT (13.4343269 52.5098269),52.5098269,13.4343269,standalone,,"Am Ostbahnhof, 10243, Berlin",Reisebank,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
4855559409,24/7,,POINT (13.5261438 52.4016185),52.4016185,13.5261438,standalone,accessible,"Siriusstraße, 12524, Berlin",Berliner Volksbank,Treptow-Köpenick,0906,Altglienicke,11009009
4856007423,,,POINT (13.4186974 52.5404686),52.5404686,13.4186974,indoor,accessible,"Dunckerstraße, 10437, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
4871936538,,,POINT (13.3900775 52.5120176),52.5120176,13.3900775,standalone,,"Anton-Wilhelm-Amo-Straße, 10117, Berlin",Euronet,Mitte,0101,Mitte,11001001
