id,opening_hours,fee,geometry,latitude,longitude,atm_type,accessibility,address,name,district,neighborhood_id,neighborhood,district_id
5935053185,Mo-Fr 06:00-23:00; Sa-Su 08:00-23:00,,POINT (13.3849414 52.4554118),52.4554118,13.3849414,indoor,,"Ordensmeisterstraße, 12099, Berlin",Sparkasse,Tempelhof-Schöneberg,0703,Tempelhof,11007007
5945682729,,,POINT (13.3546102 52.4855442),52.4855442,13.3546102,standalone,,"Hauptstraße, 10827, Berlin",Postbank,Tempelhof-Schöneberg,0701,Schöneberg,11007007
5955521261,,,POINT (13.46479 52.5149135),52.5149135,13.46479,standalone,not accessible,"Frankfurter Allee, 10247, Berlin",Postbank,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
5976019288,24/7,,POINT (13.2888699 52.5102194),52.5102194,13.2888699,standalone,,"Kaiserdamm, 14057, Berlin",Volksbank,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
5981112438,,,POINT (13.442732 52.4991143),52.4991143,13.442732,standalone,not accessible,"Falckensteinstraße, 10997, Berlin",unknown_atm,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
6010620652,24/7,,POINT (13.2835054 52.5062522),52.5062522,13.2835054,indoor,,"Neue Kantstraße, 14057, Berlin",IC Cash Services,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
6010650298,24/7,,POINT (13.5955904 52.4402389),52.4402389,13.5955904,standalone,,"Müggelschlößchenweg, 12559, Berlin",Berliner Volksbank,Treptow-Köpenick,0910,Köpenick,11009009
6037152592,,,POINT (13.4374022 52.510562),52.510562,13.4374022,standalone,,"Straße der Pariser Kommune, 10243, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
6058229934,,,POINT (13.4423497 52.504957),52.504957,13.4423497,standalone,,"Uber Platz, 10243, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
6075277541,,,POINT (13.3318308 52.5061237),52.5061237,13.3318308,standalone,accessible,"Hardenbergstraße, 10789, Berlin",Euronet,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
6088904585,,,POINT (13.4320478 52.5016615),52.5016615,13.4320478,standalone,accessible,"Eisenbahnstraße, 10997, Berlin",Euronet,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
6124908035,,,POINT (13.400127 52.5392208),52.5392208,13.400127,standalone,not accessible,"Bernauer Straße, 13355, Berlin",Euronet,Mitte,0101,Mitte,11001001
6150638302,,,POINT (13.4451275 52.5010419),52.5010419,13.4451275,standalone,partially accessible,"Oberbaumbrücke, 10243, Berlin",Euronet,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
6172970577,24/7,,POINT (13.3751287 52.5001009),52.5001009,13.3751287,standalone,,"Luckenwalder Straße, 4-6, 10963, Berlin",Cashzone,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
6175109124,,,POINT (13.4425119 52.5712308),52.5712308,13.4425119,indoor,,"Blankenburger Straße, 13089, Berlin",Berliner Volksbank,Pankow,0304,Heinersdorf,11003003
6203300723,,,POINT (13.378505 52.5092834),52.5092834,13.378505,standalone,not accessible,"Leipziger Platz, 10117, Berlin",Berliner Sparkasse,Mitte,0101,Mitte,11001001
6203609541,,,POINT (13.4632792 52.5166106),52.5166106,13.4632792,standalone,accessible,"Rigaer Straße, 10247, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
6203753360,,,POINT (13.4584543 52.5125331),52.5125331,13.4584543,indoor,,"Boxhagener Straße, 10245, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
6214592079,,,POINT (13.4397109 52.4993952),52.4993952,13.4397109,standalone,,"Wrangelstraße, 10997, Berlin",IC Cash Services,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
6221609398,,,POINT (13.4460497 52.5056395),52.5056395,13.4460497,standalone,,"Tamara-Danz-Straße, 10243, Berlin",Berliner Sparkasse,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
6221609400,,,POINT (13.4434727 52.5056098),52.5056098,13.4434727,indoor,,"Uber Platz, 10243, Berlin",Berliner Sparkasse,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
6246014771,24/7,,POINT (13.4001191 52.5392207),52.5392207,13.4001191,standalone,not accessible,"Bernauer Straße, 13355, Berlin",Euronet,Mitte,0101,Mitte,11001001
6246774336,,,POINT (13.3018949 52.5075522),52.5075522,13.3018949,standalone,,"Kaiser-Friedrich-Straße, 46, 10627, Berlin",Euronet,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
6266889781,24/7,,POINT (13.3759218 52.555179),52.555179,13.3759218,standalone,accessible,"Schwedenstraße, 13357, Berlin",Euronet,Mitte,0106,Gesundbrunnen,11001001
6283063705,,,POINT (13.4660331 52.5085575),52.5085575,13.4660331,indoor,,"Holteistraße, 10245, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
6284510823,,,POINT (13.3414862 52.4475754),52.4475754,13.3414862,standalone,,"Albrechtstraße, 12167, Berlin",IC Cash Services,Steglitz-Zehlendorf,0601,Steglitz,11006006
6291504489,24/7,,POINT (13.4406077 52.4812482),52.4812482,13.4406077,standalone,not accessible,"Sonnenallee, 12045, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6291504491,24/7,,POINT (13.4352314 52.4839034),52.4839034,13.4352314,standalone,not accessible,"Sonnenallee, 12045, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6291504493,24/7,,POINT (13.4402606 52.4814204),52.4814204,13.4402606,standalone,not accessible,"Sonnenallee, 12045, Berlin",Bankhaus August Lenz,Neukölln,0801,Neukölln,11008008
6291504494,24/7,,POINT (13.432682 52.4854042),52.4854042,13.432682,standalone,not accessible,"Sonnenallee, 12045, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6291504495,24/7,,POINT (13.4373904 52.482797),52.482797,13.4373904,standalone,not accessible,"Schönstedtstraße, 12043, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6291592363,,,POINT (13.4556318 52.4738004),52.4738004,13.4556318,standalone,,"Sonnenallee, 12059, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6293081360,24/7,,POINT (13.3511264 52.5264897),52.5264897,13.3511264,standalone,accessible,"Turmstraße, 10559, Berlin",Euronet,Mitte,0102,Moabit,11001001
6297518804,24/7,,POINT (13.4127673 52.5225378),52.5225378,13.4127673,standalone,accessible,"10178, Berlin",Euronet,Mitte,0101,Mitte,11001001
6299191934,24/7,,POINT (13.4672842 52.5051011),52.5051011,13.4672842,standalone,,"Sonntagstraße, 5, 10245, Berlin",Bankhaus August Lenz,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
6299202272,24/7,,POINT (13.4688024 52.5048636),52.5048636,13.4688024,standalone,accessible,"Neue Bahnhofstraße, 10245, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
6301878943,24/7,,POINT (13.4697045 52.5063394),52.5063394,13.4697045,standalone,accessible,"Boxhagener Straße, 60, 10245, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
6331082242,24/7,,POINT (13.3600951 52.545614),52.545614,13.3600951,standalone,accessible,"Müllerstraße, 13353, Berlin",Euronet,Mitte,0105,Wedding,11001001
6333204704,24/7,,POINT (13.3809212 52.5600316),52.5600316,13.3809212,standalone,accessible,"Soldiner Straße, 67, 13359, Berlin",Cashzone,Mitte,0106,Gesundbrunnen,11001001
6340679945,,,POINT (13.3097096 52.5115533),52.5115533,13.3097096,standalone,accessible,"Bismarckstraße, 10587, Berlin",Euronet,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
6376958507,,,POINT (13.5787031 52.4584595),52.4584595,13.5787031,indoor,accessible,"Bahnhofstraße, 12555, Berlin",Berliner Sparkasse,Treptow-Köpenick,0910,Köpenick,11009009
6398544237,Mo-Fr 06:00-23:00; Sa-Su 08:00-23:00,,POINT (13.5840079 52.4437051),52.4437051,13.5840079,indoor,not accessible,"Wendenschloßstraße, 12557, Berlin",Berliner Sparkasse,Treptow-Köpenick,0910,Köpenick,11009009
6403515644,,,POINT (13.2910932 52.4750691),52.4750691,13.2910932,standalone,,"Breite Straße, 14199, Berlin",Cashzone,Charlottenburg-Wilmersdorf,0403,Schmargendorf,11004004
6409920573,,,POINT (13.2981061 52.5069325),52.5069325,13.2981061,standalone,,"Kantstraße, 10627, Berlin",Note Machine,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
6409921754,,,POINT (13.3044274 52.5057063),52.5057063,13.3044274,standalone,,"Stuttgarter Platz, 10627, Berlin",unknown_atm,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
6418054536,,,POINT (13.5887558 52.5209018),52.5209018,13.5887558,standalone,,"Hellersdorfer Straße, 12619, Berlin",Sparkasse,Marzahn-Hellersdorf,1005,Hellersdorf,11010010
6423132154,,,POINT (13.3202176 52.5056109),52.5056109,13.3202176,standalone,,"Bleibtreustraße, 10623, Berlin",Euronet,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
6441572682,,,POINT (13.3066041 52.5061921),52.5061921,13.3066041,standalone,,"Wilmersdorfer Straße, 10627, Berlin",Berliner Volksbank,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
6457641385,,fee applies,POINT (13.4605035 52.5089869),52.5089869,13.4605035,standalone,,"Wühlischstraße, 10245, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
6462978428,,,POINT (13.3096269 52.5063587),52.5063587,13.3096269,standalone,not accessible,"Kantstraße, 10625, Berlin",Euronet,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
6472039140,Mo-Su 06:00-22:00,,POINT (13.335044 52.5041296),52.5041296,13.335044,indoor,accessible,"Kurfürstendamm, 10719, Berlin",Commerzbank,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
6493297962,24/7,,POINT (13.4401809 52.4836201),52.4836201,13.4401809,standalone,not accessible,"Weserstraße, 12045, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6497245917,24/7,,POINT (13.3781465 52.4923291),52.4923291,13.3781465,standalone,,"Yorckstraße, 10965, Berlin",Iccash Services,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
6510691385,24/7,,POINT (13.3886939 52.519368),52.519368,13.3886939,standalone,not accessible,"Friedrichstraße, 10117, Berlin",Euronet,Mitte,0101,Mitte,11001001
6514128699,,,POINT (13.4196456 52.5308844),52.5308844,13.4196456,standalone,,"Prenzlauer Allee, 10405, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
6545402122,,,POINT (13.3846926 52.4964654),52.4964654,13.3846926,standalone,,"Großbeerenstraße, 10963, Berlin",Euronet,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
6563543235,,,POINT (13.3052437 52.5086415),52.5086415,13.3052437,standalone,,"Wilmersdorfer Straße, 10627, Berlin",unknown_atm,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
6567063081,,,POINT (13.3650558 52.4765992),52.4765992,13.3650558,indoor,,"Hildegard-Knef-Platz, 10829, Berlin",Reisebank,Tempelhof-Schöneberg,0701,Schöneberg,11007007
6579202787,24/7,,POINT (13.3488151 52.5245273),52.5245273,13.3488151,standalone,accessible,"Alt-Moabit, 10559, Berlin",Euronet,Mitte,0102,Moabit,11001001
6596177156,,,POINT (13.3536034 52.498907),52.498907,13.3536034,standalone,not accessible,"Nollendorfplatz, 10777, Berlin",Euronet,Tempelhof-Schöneberg,0701,Schöneberg,11007007
6603787759,,,POINT (13.4059663 52.5250906),52.5250906,13.4059663,standalone,not accessible,"Weinmeisterstraße, 10178, Berlin",Cashzone,Mitte,0101,Mitte,11001001
6635160124,,,POINT (13.3282044 52.5327983),52.5327983,13.3282044,standalone,,"Sickingenstraße, 10553, Berlin",Euronet,Mitte,0102,Moabit,11001001
6638541471,,,POINT (13.453784 52.5143069),52.5143069,13.453784,indoor,,"Warschauer Straße, 10245, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
6642835605,,,POINT (13.3286685 52.5332187),52.5332187,13.3286685,standalone,,"Beusselstraße, 10553, Berlin",unknown_atm,Mitte,0102,Moabit,11001001
6697844336,,,POINT (13.4054217 52.5340288),52.5340288,13.4054217,indoor,not accessible,"Zionskirchstraße, 10119, Berlin",Soda,Mitte,0101,Mitte,11001001
6703577711,,,POINT (13.3583169 52.5460893),52.5460893,13.3583169,indoor,,"Luxemburger Straße, 13353, Berlin",Euronet,Mitte,0105,Wedding,11001001
6703964673,,,POINT (13.3208712 52.4861946),52.4861946,13.3208712,indoor,partially accessible,"Berliner Straße, 10715, Berlin",Sparda-Bank Berlin,Charlottenburg-Wilmersdorf,0402,Wilmersdorf,11004004
6726487220,24/7,,POINT (13.439721 52.4814419),52.4814419,13.439721,standalone,,"Erkstraße, 12043, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6731917567,,,POINT (13.3899808 52.5088158),52.5088158,13.3899808,standalone,accessible,"Friedrichstraße, 200, 10117, Berlin",Euronet,Mitte,0101,Mitte,11001001
6749719763,,,POINT (13.3880469 52.5127899),52.5127899,13.3880469,standalone,,"Taubenstraße, 7-9, 10117, Berlin",Deutsche Kreditbank Ag,Mitte,0101,Mitte,11001001
6754321072,24/7,,POINT (13.4253937 52.4804317),52.4804317,13.4253937,standalone,,"Hermannstraße, 12049, Berlin",Atm Geldautomat,Neukölln,0801,Neukölln,11008008
6761415215,Mo-Fr 06:00-23:00; Sa-Su 08:00-23:00,,POINT (13.7149917 52.4313655),52.4313655,13.7149917,standalone,accessible,"Fürstenwalder Allee, 12589, Berlin",Sparkasse,Treptow-Köpenick,0912,Rahnsdorf,11009009
6761490090,,,POINT (13.3692107 52.5451083),52.5451083,13.3692107,standalone,,"Martha-Ndumbe-Platz, 13347, Berlin",Euronet,Mitte,0105,Wedding,11001001
6770484030,24/7,,POINT (13.4202184 52.4763686),52.4763686,13.4202184,indoor,,"Lichtenrader Straße, 12049, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6779264848,24/7,,POINT (13.4247802 52.4757783),52.4757783,13.4247802,standalone,,"Kienitzer Straße, 12049, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6785895318,24/7,,POINT (13.4254476 52.478958),52.478958,13.4254476,standalone,not accessible,"Hermannstraße, 12049, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6786716225,24/7,,POINT (13.4305532 52.4861847),52.4861847,13.4305532,standalone,not accessible,"Sonnenallee, 12045, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6788467854,,,POINT (13.2713976 52.4996939),52.4996939,13.2713976,standalone,,"Messedamm, 26, 14055, Berlin",Berliner Sparkasse,Charlottenburg-Wilmersdorf,0405,Westend,11004004
6790910642,24/7,,POINT (13.3627503 52.5000592),52.5000592,13.3627503,standalone,,"Potsdamer Straße, 10785, Berlin",Postbank,Mitte,0104,Tiergarten,11001001
6792401240,,,POINT (13.3941577 52.4912129),52.4912129,13.3941577,standalone,,"Zossener Straße, 10961, Berlin",Euronet,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
6795014207,,,POINT (13.2813141 52.510196),52.510196,13.2813141,standalone,accessible,"Kaiserdamm, 14057, Berlin",Zvd Processing,Charlottenburg-Wilmersdorf,0405,Westend,11004004
6819836600,,,POINT (13.3868231 52.5103933),52.5103933,13.3868231,standalone,not accessible,"Leipziger Straße, 10117, Berlin",Euronet,Mitte,0101,Mitte,11001001
6835757332,24/7,,POINT (13.4320921 52.4815613),52.4815613,13.4320921,standalone,not accessible,"Flughafenstraße, 12053, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6835765374,24/7,,POINT (13.4323021 52.4815856),52.4815856,13.4323021,standalone,not accessible,"Flughafenstraße, 12053, Berlin",Postbank,Neukölln,0801,Neukölln,11008008
6835768439,24/7,,POINT (13.4267228 52.4811105),52.4811105,13.4267228,standalone,not accessible,"Flughafenstraße, 12053, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6835769541,24/7,,POINT (13.4286218 52.4813318),52.4813318,13.4286218,standalone,not accessible,"Flughafenstraße, 12053, Berlin",Bankhaus August Lenz,Neukölln,0801,Neukölln,11008008
6847969095,,,POINT (13.432056 52.482284),52.482284,13.432056,indoor,,"Karl-Marx-Straße, 66, 12043, Berlin",Postbank,Neukölln,0801,Neukölln,11008008
6847969103,,,POINT (13.432322 52.4822241),52.4822241,13.432322,indoor,,"Karl-Marx-Straße, 12043, Berlin",Berliner Sparkasse,Neukölln,0801,Neukölln,11008008
6848352028,24/7,,POINT (13.4351209 52.4830785),52.4830785,13.4351209,standalone,not accessible,"Fuldastraße, 12043, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6848366540,24/7,,POINT (13.4292706 52.4842887),52.4842887,13.4292706,standalone,not accessible,"Karl-Marx-Straße, 12043, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6848366930,24/7,,POINT (13.4375424 52.481489),52.481489,13.4375424,standalone,not accessible,"Donaustraße, 12043, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6872915285,24/7,,POINT (13.4607387 52.5075169),52.5075169,13.4607387,standalone,not accessible,"Simplonstraße, 10245, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
6875970759,24/7,,POINT (13.4441904 52.4794755),52.4794755,13.4441904,standalone,not accessible,"Sonnenallee, 12059, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6875983806,24/7,,POINT (13.453738 52.4751415),52.4751415,13.453738,standalone,partially accessible,"Sonnenallee, 12059, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6875990278,24/7,,POINT (13.4384032 52.4823366),52.4823366,13.4384032,standalone,not accessible,"Sonnenallee, 12045, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6877443441,,,POINT (13.3105088 52.5063167),52.5063167,13.3105088,standalone,,"Kantstraße, 10625, Berlin",Euronet,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
6888135022,24/7,,POINT (13.3651614 52.4934749),52.4934749,13.3651614,standalone,,"Goebenstraße, 10783, Berlin",Euronet,Tempelhof-Schöneberg,0701,Schöneberg,11007007
6900657438,24/7,,POINT (13.4399497 52.4839534),52.4839534,13.4399497,standalone,not accessible,"Weserstraße, 12045, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6900678521,24/7,,POINT (13.4409548 52.4834581),52.4834581,13.4409548,standalone,not accessible,"Weserstraße, 12045, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6900687397,24/7,,POINT (13.4413693 52.4832563),52.4832563,13.4413693,standalone,not accessible,"Weserstraße, 12045, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6903207579,,,POINT (13.3954245 52.5133659),52.5133659,13.3954245,standalone,,"Taubenstraße, 10117, Berlin",Postbank,Mitte,0101,Mitte,11001001
6938121666,,,POINT (13.3929737 52.5281701),52.5281701,13.3929737,standalone,not accessible,"Torstraße, 10115, Berlin",Euronet,Mitte,0101,Mitte,11001001
6943838304,,,POINT (13.4083829 52.5533884),52.5533884,13.4083829,indoor,accessible,"Czarnikauer Straße, 10439, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
6990968299,24/7,,POINT (13.4251225 52.4815725),52.4815725,13.4251225,standalone,not accessible,"Hermannstraße, 12049, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
6990968300,,,POINT (13.4250985 52.4819939),52.4819939,13.4250985,standalone,not accessible,"Biebricher Straße, 12053, Berlin",Notemachine,Neukölln,0801,Neukölln,11008008
6990968301,24/7,,POINT (13.4251023 52.4817798),52.4817798,13.4251023,standalone,not accessible,"Biebricher Straße, 12053, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
7004741528,24/7,,POINT (13.442755 52.4739234),52.4739234,13.442755,standalone,not accessible,"Karl-Marx-Platz, 12043, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
7009728840,24/7,,POINT (13.4410208 52.4825101),52.4825101,13.4410208,indoor,not accessible,"Wildenbruchstraße, 12045, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
7025879078,,,POINT (13.4343514 52.5352381),52.5352381,13.4343514,standalone,,"Danziger Straße, 130, 10407, Berlin",unknown_atm,Pankow,0301,Prenzlauer Berg,11003003
7025879191,,,POINT (13.4340781 52.5360252),52.5360252,13.4340781,standalone,,"Danziger Straße, 10407, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
7025879192,,,POINT (13.434438 52.5358448),52.5358448,13.434438,standalone,,"Danziger Straße, 10407, Berlin",Cashzone,Pankow,0301,Prenzlauer Berg,11003003
7026224685,,,POINT (13.3874368 52.512993),52.512993,13.3874368,standalone,,"Glinkastraße, 24, 10117, Berlin",Deutsche Kreditbank Ag,Mitte,0101,Mitte,11001001
7026224686,,,POINT (13.3886195 52.5108858),52.5108858,13.3886195,indoor,,"Kronenstraße, 10117, Berlin",Deutsche Kreditbank Ag,Mitte,0101,Mitte,11001001
7030868895,24/7,,POINT (13.3617514 52.4965312),52.4965312,13.3617514,standalone,,"Potsdamer Straße, 10783, Berlin",Euronet,Tempelhof-Schöneberg,0701,Schöneberg,11007007
7035258290,24/7,,POINT (13.3614494 52.4976927),52.4976927,13.3614494,standalone,,"Bülowstraße, 10783, Berlin",Euronet,Tempelhof-Schöneberg,0701,Schöneberg,11007007
7056713589,24/7,,POINT (13.4053343 52.4896534),52.4896534,13.4053343,standalone,,"Gneisenaustraße, 10961, Berlin",Euronet,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
7067306941,,,POINT (13.3483013 52.497696),52.497696,13.3483013,standalone,,"Motzstraße, 10777, Berlin",Euronet,Tempelhof-Schöneberg,0701,Schöneberg,11007007
7082622448,,,POINT (13.4067247 52.5361642),52.5361642,13.4067247,standalone,accessible,"Schwedter Straße, 10435, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
7090344654,,,POINT (13.3312475 52.5272874),52.5272874,13.3312475,standalone,accessible,"Turmstraße, 10551, Berlin",unknown_atm,Mitte,0102,Moabit,11001001
7090552985,,,POINT (13.4179398 52.5038933),52.5038933,13.4179398,indoor,,"Waldemarstraße, 10999, Berlin",Euronet,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
7095849484,,,POINT (13.4326432 52.5354575),52.5354575,13.4326432,standalone,accessible,"Greifswalder Straße, 10405, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
7101605217,,,POINT (13.3717518 52.5548765),52.5548765,13.3717518,standalone,accessible,"Heinz-Galinski-Straße, 13347, Berlin",Euronet,Mitte,0106,Gesundbrunnen,11001001
7107787181,,,POINT (13.3905873 52.4920111),52.4920111,13.3905873,standalone,,"Gneisenaustraße, 9, 10961, Berlin",Cashzone,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
7141438134,,,POINT (13.4401574 52.4673111),52.4673111,13.4401574,standalone,,"Silbersteinstraße, 12051, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
7160668107,,,POINT (13.3878531 52.5521879),52.5521879,13.3878531,standalone,,"Bellermannstraße, 13357, Berlin",Euronet,Mitte,0106,Gesundbrunnen,11001001
7167689938,,,POINT (13.3804609 52.4898357),52.4898357,13.3804609,standalone,,"Kreuzbergstraße, 22, 10965, Berlin",Euronet,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
7203432342,,,POINT (13.390588 52.5276665),52.5276665,13.390588,standalone,not accessible,"Torstraße, 10115, Berlin",Euronet,Mitte,0101,Mitte,11001001
7217029046,,,POINT (13.3859066 52.4693415),52.4693415,13.3859066,standalone,,"Tempelhofer Damm, 12099, Berlin",Euronet,Tempelhof-Schöneberg,0703,Tempelhof,11007007
7228194572,,,POINT (13.3873396 52.5256596),52.5256596,13.3873396,standalone,not accessible,"Friedrichstraße, 10117, Berlin",Cashzone,Mitte,0101,Mitte,11001001
7229104070,24/7,,POINT (13.4236797 52.4923521),52.4923521,13.4236797,standalone,accessible,"Sanderstraße, 12047, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
7231460510,,,POINT (13.3659825 52.5031478),52.5031478,13.3659825,standalone,,"Lützowstraße, 10785, Berlin",unknown_atm,Mitte,0104,Tiergarten,11001001
7231460515,,,POINT (13.3630044 52.4995256),52.4995256,13.3630044,standalone,,"Kurfürstenstraße, 10785, Berlin",unknown_atm,Tempelhof-Schöneberg,0701,Schöneberg,11007007
7239671326,,,POINT (13.441246 52.4728406),52.4728406,13.441246,standalone,,"Karl-Marx-Straße, 12055, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
7251832831,,,POINT (13.3905374 52.5054506),52.5054506,13.3905374,standalone,,"Friedrichstraße, 10969, Berlin",unknown_atm,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
7252379576,,,POINT (13.4232866 52.4746361),52.4746361,13.4232866,indoor,,"Allerstraße, 12049, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
7253124488,24/7,,POINT (13.4276686 52.4738115),52.4738115,13.4276686,standalone,partially accessible,"Hermannstraße, 12049, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
7257441591,,,POINT (13.4245698 52.48354),52.48354,13.4245698,standalone,,"Hermannstraße, 12049, Berlin",IC Cash Services,Neukölln,0801,Neukölln,11008008
7257457448,,,POINT (13.4251948 52.4797233),52.4797233,13.4251948,standalone,accessible,"Hermannstraße, 12049, Berlin",Note Machine,Neukölln,0801,Neukölln,11008008
7257487353,,,POINT (13.4252152 52.4796491),52.4796491,13.4252152,standalone,partially accessible,"Hermannstraße, 12049, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
7257490910,,,POINT (13.4242928 52.4808132),52.4808132,13.4242928,standalone,,"Flughafenstraße, 12049, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
7257491915,,,POINT (13.4252136 52.4809844),52.4809844,13.4252136,standalone,,"Hermannstraße, 12049, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
7261194876,24/7,,POINT (13.4245275 52.477268),52.477268,13.4245275,standalone,,"Herrfurthstraße, 12049, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
7277298061,,,POINT (13.4266541 52.4758832),52.4758832,13.4266541,standalone,not accessible,"Kienitzer Straße, 12049, Berlin",Iccash Services,Neukölln,0801,Neukölln,11008008
7280071898,,,POINT (13.4638471 52.4978298),52.4978298,13.4638471,standalone,,"Stralauer Allee, 17B, 10245, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
7291200935,,,POINT (13.4247541 52.4791895),52.4791895,13.4247541,standalone,,"Selchower Straße, 12049, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
7294258362,,,POINT (13.4251152 52.477544),52.477544,13.4251152,standalone,,"Herrfurthstraße, 12049, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
7296855669,,,POINT (13.3640808 52.5633584),52.5633584,13.3640808,standalone,accessible,"Markstraße, 13409, Berlin",Euronet,Reinickendorf,1201,Reinickendorf,11012012
7314744612,,,POINT (13.4255591 52.4785913),52.4785913,13.4255591,standalone,accessible,"Hermannstraße, 12049, Berlin",Bankhaus August Lenz,Neukölln,0801,Neukölln,11008008
7350441564,,,POINT (13.2541673 52.4501685),52.4501685,13.2541673,standalone,accessible,"Ausgang Richtung Riemeisterstraße, 14169, Berlin",Sparkasse,Steglitz-Zehlendorf,0604,Zehlendorf,11006006
7386209132,,,POINT (13.4232393 52.4974564),52.4974564,13.4232393,standalone,,"Reichenberger Straße, 35, 10999, Berlin",Bankhaus August Lenz,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
