lake_name,natural_type,water_type,wikidata,centroid_lon,centroid_lat,area_ha,data_source,last_updated
Großer Ecker-Pfuhl,water,pond,,13.433568149219033,52.448557009025514,0.13863936888165168,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Camp Meribrite Swimming Hole,water,pond,,-72.78941826746588,41.59878990313884,0.32456440414219717,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Priesterpfuhl,water,pond,,13.517308727976296,52.419695630639225,0.16563849429965619,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Elfenteich,water,pond,,13.436225386087857,52.6066508122219,0.04710809900699403,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Murellenteich,water,pond,,13.243742524693415,52.52278297429588,0.5869772037871867,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Am Birkenteich,water,pond,,13.491823640419815,52.561202313478084,0.07250131668221652,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Elisabethteich,water,pond,,13.38700143928263,52.38933503768518,0.008830378525828401,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Karower Becken,water,pond,,13.49507149618514,52.60377693586005,0.03609140018569248,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Brandpfuhl,water,pond,,13.31292221354979,52.61174151499499,0.010694990181494049,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Wernickepfuhl,water,pond,,13.312687317775614,52.61186079846406,0.021306462535496125,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Langer Deichpfuhl,water,pond,,13.312192497113635,52.6118836436932,0.04743240311274444,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Madalenenhof Teich,water,pond,,13.201136836756538,52.57192390962514,0.0453120767544931,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Hubertussee,water,lake,Q1633640,13.306853705318737,52.65755463125952,1.7882641088071796,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Parkgrabenteich,water,pond,,13.327721880525438,52.59451881305655,0.055190875424674164,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Schlossteich,water,pond,,13.097440459482144,52.41444192273957,0.38428291712812856,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Mehringteich,water,pond,,13.298466001109848,52.64007287046283,0.03636865159472283,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Teich Streckfußstraße,water,pond,,13.464900291403932,52.61443375680093,0.010524746101022686,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Teich Streckfußstraße,water,pond,,13.465066776551758,52.61452188910869,0.0092674770133116,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Teich am Außenring,water,pond,,13.487229628706334,52.58546045169806,0.08009836334221669,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Cecilienteich,water,pond,,13.31349557603465,52.62434629061446,0.03515128402414119,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Viktoriateich,water,pond,,13.438847826751624,52.604631856297615,0.06776635150752656,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Inselteich,water,lake,Q115756975,13.461152639711104,52.62418355899263,4.16065003915746,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Teich Heim-Krankenhaus,water,pond,,13.492630916055761,52.64905618342208,0.04660644476808552,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Teich am Parkgraben,water,pond,,13.32540028848881,52.595584422182334,0.019747643147465153,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Dorfteich Wartenberg,water,pond,,13.51477598223112,52.575224972062635,0.03768057313886973,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Regenauffangbecken,water,pond,,13.33114616101516,52.57617977854242,0.0142480726855497,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Niederheidesee,water,pond,Q59875593,13.186668740578062,52.569136583454,0.1736412293359301,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Broff Pond,water,pond,,-72.76026643431403,41.64604820309267,1.597321571591069,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Sage Pond,water,pond,,-72.74375330631528,41.609571969197304,2.23376993990568,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Mosaisches Becken,water,pond,,13.441889525396796,52.47514353175858,0.0002024356900610477,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Limonenteich,water,pond,,13.29937023911328,52.45334693396083,0.051090765249186286,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Finkenteich,water,pond,,13.287195549481712,52.465566534463335,0.023308758337197064,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Königsheideteich,water,pond,,13.485958060366016,52.45487838338659,0.03897747549132802,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Torfstich,water,pond,,13.488466712724811,52.58215359650886,0.2314308688858332,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Torfstich,water,pond,,13.487167674167488,52.58202132165071,0.0701798396195133,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Mittelmeerteich,water,pond,,13.304654280522895,52.45586267085825,0.008069078559844784,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Eichenteich,water,pond,,13.30875815314552,52.452018025663165,0.5037471539006554,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Eulenteich,water,pond,,13.147303400151129,52.396544819418274,0.11096635878876628,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Teich,water,pond,,13.342778431487465,52.41427366268479,0.010291485938249724,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Jungfernheideteich,water,pond,,13.277966295283521,52.56967120565285,0.38121376531986073,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Pond #35,water,pond,,-72.74227631979781,41.634916941400164,8.363280990541552,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Lindengrabenteich,water,pond,,13.22827039217532,52.62141375472315,0.07076455870608973,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Rosenhagteich,water,pond,,13.621085089251,52.52541807592829,0.08525982573721058,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Erlengrundteich,water,pond,,13.213832672412932,52.58696161904411,0.005612246432580639,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Marks Dam,water,pond,,-72.82330066153087,41.56926914978544,1.509180050407821,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Fischerbrunnen,water,pond,,13.478128989722373,52.5137497504285,0.01437900828973578,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Büffelteich,water,pond,,13.129654966774218,52.43947817505969,0.12456277380984668,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Meiereiteich,water,pond,,13.132966872834698,52.439210439237414,0.04281976584061347,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Wasservogelteich,water,pond,,13.127399663976446,52.432840903737016,0.08281586632202931,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Biberteich,water,pond,,13.134211582827009,52.43333048740897,0.04865482665549206,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Teich KGA Falkenhöhe Nord,water,pond,,13.537013772063387,52.58250802655481,0.06518985658277572,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Donnlys Pond,water,lake,,-72.76425054077433,41.641190607767534,0.8794275738294326,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Frog Pond,water,pond,,-71.67345869463306,42.39312451587146,0.12450078695298103,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Kleine Libelle,water,pond,,13.313435639734495,52.548992128355756,0.10005525606666328,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Pferdepfuhl,water,pond,,13.480945973787186,52.57723927768914,0.02449453086431291,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Museumspfuhl,water,pond,,13.53447555999204,52.563288360893914,0.2707841510237306,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Versunkener See,water,pond,,13.721509044909237,52.42794063753416,1.483221619046866,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
ohne Name,water,pond,,13.285185957561813,52.432969481726786,0.002791468052857554,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Friedhofsteich,water,pond,,13.205465764294415,52.426423887387756,0.0037511018777094903,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Duck’s pond,water,pond,,13.28284697174778,52.54278521504266,0.00014915476192206646,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
Kranichpfuhl,water,pond,,13.332453583759637,52.58926599802063,0.0696186736377378,OSM waterbodies (Berlin),2025-11-25T10:52:02Z
