id,name,bakery_type,is_chain,brand_name,address,street,house_number,postal_code,phone,amenities,accessibility,opening_hours,sunday_opening,website,latitude,longitude,district,neighborhood,district_id,neighborhood_id,data_source
58489996,Unknown Bakery,artisanal,False,,"Alte Jakobstraße 77, postal_code    10179
postal_code      NaN
Name: 0, dtype: object Berlin",Alte Jakobstraße,77,10179,,Standard Bakery,Not Specified,,,,52.510345699999995,13.4082896,Mitte,Mitte,11001001,0101,OSM
253999302,Back-Factory,chain,True,Back-Factory,"Hauptstraße 22, postal_code    10827
postal_code      NaN
Name: 1, dtype: object Berlin",Hauptstraße,22,10827,,outdoor_seating,Fully Accessible,Mo-Fr 06:00-19:00; Sa 06:30-18:00; Su 07:00-16:00,True,,52.4862765,13.3561798,Tempelhof-Schöneberg,Schöneberg,11007007,0701,OSM
254333065,Brot & Brötchen,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 2, dtype: object Berlin",,,,,outdoor_seating,Not Specified,Mo-Fr 07:00-17:00; Sa 07:00-14:00; Su 07:00-14:00,True,,52.4961316,13.3202337,Charlottenburg-Wilmersdorf,Wilmersdorf,11004004,0402,OSM
254992626,Steinecke,chain,True,Steinecke,"nan nan, postal_code    NaN
postal_code    NaN
Name: 3, dtype: object Berlin",,,,,Standard Bakery,Fully Accessible,Mo-Fr 06:30-18:00; Sa 07:00-14:00; Su 07:00-12:00,True,,52.487958899999995,13.2629853,Charlottenburg-Wilmersdorf,Grunewald,11004004,0404,OSM
258050855,Wilmina Brot,artisanal,False,,"Kantstraße 80, postal_code    10627
postal_code      NaN
Name: 4, dtype: object Berlin",Kantstraße,80,10627,,Standard Bakery,Not Specified,We-Su 08:00-16:00,True,,52.50695679999999,13.2972926,Charlottenburg-Wilmersdorf,Charlottenburg,11004004,0401,OSM
262365563,Feinbäckerei Wenzel,artisanal,False,,"Frankfurter Allee 47, postal_code    10247
postal_code      NaN
Name: 5, dtype: object Berlin",Frankfurter Allee,47,10247,+49304265684,outdoor_seating,Fully Accessible,Mo-Fr 06:30-18:30; Sa 07:00-16:00,,,52.51501189999999,13.4637616,Friedrichshain-Kreuzberg,Friedrichshain,11002002,0201,OSM
266622845,Müller,chain,True,Christian Müller,"Hönower Straße 77, postal_code    12623
postal_code      NaN
Name: 6, dtype: object Berlin",Hönower Straße,77,12623,,outdoor_seating,Fully Accessible,Mo-Fr 05:30-18:30; Sa 05:30-16:30; PH off,,,52.511619,13.6120334,Marzahn-Hellersdorf,Mahlsdorf,11010010,1004,OSM
267245380,Mein Brotkorb,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 7, dtype: object Berlin",,,,,Standard Bakery,Fully Accessible,Mo-Fr 06:30-18:00; Sa 06:30-12:00; Su 07:00-11:00,True,,52.51156929999999,13.1813893,Spandau,Wilhelmstadt,11005005,0509,OSM
268424317,Steinecke,chain,True,Steinecke,"nan nan, postal_code    NaN
postal_code    NaN
Name: 8, dtype: object Berlin",,,,,Standard Bakery,Not Specified,,,,52.59663539999998,13.290827,Reinickendorf,Tegel,11012012,1202,OSM
271876298,Die Leckerei,artisanal,False,,"Seegefelder Straße 55, postal_code    13583
postal_code      NaN
Name: 9, dtype: object Berlin",Seegefelder Straße,55,13583,,Standard Bakery,Not Specified,,,,52.536876699999986,13.1890809,Spandau,Spandau,11005005,0501,OSM
272812495,Beumer Lutum,artisanal,False,,"Cuvrystraße 22, postal_code    10997
postal_code      NaN
Name: 11, dtype: object Berlin",Cuvrystraße,22,10997,,outdoor_seating,Fully Accessible,Mo-Fr 07:00-18:00; Sa-Su 07:00-14:00,True,,52.49713080000001,13.4431518,Friedrichshain-Kreuzberg,Kreuzberg,11002002,0202,OSM
278874898,Steinecke,chain,True,Steinecke,"Frankfurter Allee 49, postal_code    10247
postal_code      NaN
Name: 12, dtype: object Berlin",Frankfurter Allee,49,10247,+49 30 41721854,outdoor_seating,Fully Accessible,Mo-Fr 06:30-19:00; Sa 07:00-18:00; Su 07:00-11:00,True,,52.514975799999995,13.4642337,Friedrichshain-Kreuzberg,Friedrichshain,11002002,0201,OSM
282421661,Steinecke,chain,True,Steinecke,"Simon-Dach-Straße 41a, postal_code    10245
postal_code      NaN
Name: 13, dtype: object Berlin",Simon-Dach-Straße,41a,10245,,outdoor_seating,Fully Accessible,Mo-Sa 06:30-20:00; Su 06:30-17:00,True,,52.51154590000001,13.4571791,Friedrichshain-Kreuzberg,Friedrichshain,11002002,0201,OSM
282738153,Bäckerei 2000,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 14, dtype: object Berlin",,,,,Standard Bakery,Partial Access,,,,52.5176593,13.4571456,Friedrichshain-Kreuzberg,Friedrichshain,11002002,0201,OSM
282816161,Backfee,artisanal,False,,"Jungstraße 10, postal_code    10247
postal_code      NaN
Name: 15, dtype: object Berlin",Jungstraße,10,10247,,outdoor_seating,Fully Accessible,Mo-Sa 05:00-18:00; Su 06:00-18:00,True,,52.51257669999999,13.4666812,Friedrichshain-Kreuzberg,Friedrichshain,11002002,0201,OSM
286703333,Harry Werksverkauf,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 16, dtype: object Berlin",,,,,Standard Bakery,Not Specified,"Mo-Fr 05:00-19:00; Sa,Su 06:00-15:00",True,,52.555176200000005,13.5469399,Marzahn-Hellersdorf,Marzahn,11010010,1001,OSM
294257700,Café Bäckerei Süss,artisanal,False,,"Sonnenallee 5, postal_code    12047
postal_code      NaN
Name: 17, dtype: object Berlin",Sonnenallee,5,12047,,outdoor_seating,Not Specified,"Mo-Fr 04:00-20:00; Sa,Su 04:00-19:00",True,,52.4877711,13.4260639,Neukölln,Neukölln,11008008,0801,OSM
295147159,Schnell,chain,True,Torsten Schnell GmbH,"Schlüterstraße 29-30, postal_code    10629
postal_code      NaN
Name: 18, dtype: object Berlin",Schlüterstraße,29-30,10629,,outdoor_seating,Not Specified,"Mo-Fr 06:30-18:00; Sa,Su 07:00-15:00",True,,52.504127200000006,13.316969300000002,Charlottenburg-Wilmersdorf,Charlottenburg,11004004,0401,OSM
299210249,Kurfürsten-Bäckerei,artisanal,False,,"Kurfürstenstraße 31, postal_code    12249
postal_code      NaN
Name: 19, dtype: object Berlin",Kurfürstenstraße,31,12249,,Standard Bakery,Not Specified,Tu-Fr 07:00-17:00; Sa 06:30-12:00; Su 07:30-15:00 ; Mo closed,True,,52.4263501,13.3352117,Steglitz-Zehlendorf,Lankwitz,11006006,0603,OSM
307467688,Bäckerei Backfee,artisanal,False,,"Ebertystraße 11, postal_code    10249
postal_code      NaN
Name: 20, dtype: object Berlin",Ebertystraße,11,10249,,Standard Bakery,Not Specified,Mo-Sa 05:30-18:00; Su 06:00-18:00,True,,52.5249695,13.4521259,Friedrichshain-Kreuzberg,Friedrichshain,11002002,0201,OSM
308626327,Mühlenbäck,artisanal,False,,"Wichertstraße 9a, postal_code    10439
postal_code      NaN
Name: 21, dtype: object Berlin",Wichertstraße,9a,10439,,outdoor_seating,Fully Accessible,Mo-Su 05:00-18:00,True,,52.5497834,13.4169793,Pankow,Prenzlauer Berg,11003003,0301,OSM
310377175,Johann Mayer,artisanal,False,,"Innsbrucker Platz 4, postal_code    10827
postal_code      NaN
Name: 22, dtype: object Berlin",Innsbrucker Platz,4,10827,,Standard Bakery,Fully Accessible,Mo-Fr 06:00-18:00; Sa 07:00-13:00,,,52.47914480000001,13.3438836,Tempelhof-Schöneberg,Schöneberg,11007007,0701,OSM
312698799,Kafkas Bäckerei,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 23, dtype: object Berlin",,,,,outdoor_seating,Not Specified,Mo-Sa 06:00-18:00; Su 06:00-16:00,True,,52.49414250000001,13.4001541,Friedrichshain-Kreuzberg,Kreuzberg,11002002,0202,OSM
312854886,Bio-Bäckerei Bucco,artisanal,False,,"Ravenéstraße 1, postal_code    13347
postal_code      NaN
Name: 24, dtype: object Berlin",Ravenéstraße,1,13347,,delivery,Not Specified,Mo-Fr 08:00-18:00; Sa 08:00-12:00; Su off,False,,52.54280390000001,13.370521199999999,Mitte,Gesundbrunnen,11001001,0106,OSM
313144183,Back Lounge,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 25, dtype: object Berlin",,,,,Standard Bakery,Fully Accessible,,,,52.525310499999996,13.445123200000001,Friedrichshain-Kreuzberg,Friedrichshain,11002002,0201,OSM
313584167,Steinecke,chain,True,Steinecke,"Königin-Luise-Straße 44, postal_code    14195
postal_code      NaN
Name: 26, dtype: object Berlin",Königin-Luise-Straße,44,14195,,outdoor_seating,Fully Accessible,"Mo-Sa 06:30-18:00, Su 08:00-11:00",True,,52.457817399999996,13.2907631,Steglitz-Zehlendorf,Dahlem,11006006,0605,OSM
314401619,Bäckerei & Bistro,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 27, dtype: object Berlin",,,,,outdoor_seating,Not Specified,"Sa,Su 06:30-16:00; PH 06:30-15:00; Mo-Fr 06:00-18:30",True,,52.522639700000006,13.4510849,Friedrichshain-Kreuzberg,Friedrichshain,11002002,0201,OSM
315780068,Bäckerei Schnell,artisanal,False,,"Roelckestraße 77-80, postal_code    13088
postal_code      NaN
Name: 28, dtype: object Berlin",Roelckestraße,77-80,13088,,outdoor_seating,Fully Accessible,Mo-Fr 06:30-18:00; Sa 07:00-12:00,,,52.56354949999999,13.460740400000002,Pankow,Weißensee,11003003,0302,OSM
317179425,Back & Snack,artisanal,False,,"Müllerstraße 30, postal_code    13353
postal_code      NaN
Name: 29, dtype: object Berlin",Müllerstraße,30,13353,,Standard Bakery,Partial Access,Mo-Su 04:00-18:00,True,,52.547498499999996,13.3577117,Mitte,Wedding,11001001,0105,OSM
318149467,Kamps,chain,True,Kamps,"nan nan, postal_code    NaN
postal_code    NaN
Name: 30, dtype: object Berlin",,,,,Standard Bakery,Fully Accessible,Mo-Su 04:00-20:00,True,,52.52126349999999,13.4117898,Mitte,Mitte,11001001,0101,OSM
320193680,Backshop ´05,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 31, dtype: object Berlin",,,,,Standard Bakery,Partial Access,Mo-Sa 05:00-20:00; Su 06:00-20:00,True,,52.53440619999999,13.4052259,Mitte,Mitte,11001001,0101,OSM
331347587,Perle,artisanal,False,,"Wühlischstraße 14, postal_code    NaN
postal_code    NaN
Name: 32, dtype: object Berlin",Wühlischstraße,14,,,outdoor_seating,Fully Accessible,"Mo-Fr 05:00-20:00; Sa,Su 05:00-19:00",True,,52.5083356,13.4631818,Friedrichshain-Kreuzberg,Friedrichshain,11002002,0201,OSM
366322603,Deine Auszeit Stralau,artisanal,False,,"Am Speicher 5, postal_code    10245
postal_code      NaN
Name: 33, dtype: object Berlin",Am Speicher,5,10245,,outdoor_seating,Fully Accessible,Mo-Fr 07:00-17:00; Sa 07:00-13:00; Su 07:00-16:00; PH 07:00-13:00,True,,52.496114299999995,13.4744307,Friedrichshain-Kreuzberg,Friedrichshain,11002002,0201,OSM
367119193,Carree Café,artisanal,False,,"Grenzallee 4, postal_code    12057
postal_code      NaN
Name: 34, dtype: object Berlin",Grenzallee,4,12057,,Standard Bakery,Not Specified,,,,52.470151400000006,13.462031100000003,Neukölln,Neukölln,11008008,0801,OSM
370058976,Steinecke,chain,True,Steinecke,"nan nan, postal_code    NaN
postal_code    NaN
Name: 35, dtype: object Berlin",,,,,Standard Bakery,Not Specified,"Mo-Fr 06:30-18:00; Sa,Su 06:30-12:00",True,,52.5210028,13.353867700000002,Mitte,Moabit,11001001,0102,OSM
371157964,Pappelbäck,artisanal,False,,"Pappelallee 57, postal_code    NaN
postal_code    NaN
Name: 36, dtype: object Berlin",Pappelallee,57,,,outdoor_seating,Not Specified,Mo-Fr 05:30-19:30; Sa 06:00-17:00; Su 07:00-18:00,True,,52.5463665,13.4178308,Pankow,Prenzlauer Berg,11003003,0301,OSM
410135955,Salut Backwaren,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 37, dtype: object Berlin",,,,,outdoor_seating,Not Specified,24/7,True,,52.5006012,13.4418988,Friedrichshain-Kreuzberg,Kreuzberg,11002002,0202,OSM
427670056,Schnell,artisanal,False,,"nan nan, postal_code    10365
postal_code      NaN
Name: 38, dtype: object Berlin",,,10365,,outdoor_seating,Fully Accessible,Mo-Fr 06:00-18:00; Sa 07:00-13:00,,,52.5120516,13.4969855,Lichtenberg,Lichtenberg,11011011,1103,OSM
429735241,Zeit für Brot,chain,True,Zeit für Brot,"Alte Schönhauser Straße 4, postal_code    10119
postal_code      NaN
Name: 39, dtype: object Berlin",Alte Schönhauser Straße,4,10119,+49 30 28046780,outdoor_seating,Not Specified,Mo-Fr 07:00-20:00; Sa 08:00-20:00; Su 08:00-18:00,True,,52.527938799999994,13.4085903,Mitte,Mitte,11001001,0101,OSM
429737718,Lindner,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 40, dtype: object Berlin",,,,,Standard Bakery,Not Specified,Mo-Fr 10:00-15:30; Sa off,,,52.5116656,13.389841500000001,Mitte,Mitte,11001001,0101,OSM
430126692,Demback,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 41, dtype: object Berlin",,,,,outdoor_seating,Not Specified,"Mo-Fr 06:00-18:00; Sa,Su 07:00-14:00",True,,52.5032834,13.453492,Friedrichshain-Kreuzberg,Friedrichshain,11002002,0201,OSM
439234896,Hennig - Der Steinofen-Bäcker,artisanal,False,,"Bölschestraße 77, postal_code    12587
postal_code      NaN
Name: 42, dtype: object Berlin",Bölschestraße,77,12587,,Standard Bakery,Partial Access,"Mo-Fr 06:00-18:00,Sa 06:30-17:00,Su 07:30-17:00",True,,52.45576960000001,13.6250333,Treptow-Köpenick,Friedrichshagen,11009009,0911,OSM
439234897,Lietzenbeck,artisanal,False,,"Bölschestraße 72, postal_code    12587
postal_code      NaN
Name: 43, dtype: object Berlin",Bölschestraße,72,12587,,outdoor_seating,Partial Access,"Mo-Fr 05:30-18:00, Sa 07:00-12:00, Su 08:00-16:00",True,,52.45680399999999,13.6251267,Treptow-Köpenick,Friedrichshagen,11009009,0911,OSM
440183604,Antepla Bäckerei,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 44, dtype: object Berlin",,,,,outdoor_seating,Not Specified,,,,52.501329199999994,13.4279708,Friedrichshain-Kreuzberg,Kreuzberg,11002002,0202,OSM
441306022,Thoben,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 45, dtype: object Berlin",,,,,Standard Bakery,Fully Accessible,,,http://www.thobens-backwaren.de/spandau_nauen/spandau_moritzstr_22.shtml,52.53770029999999,13.202866,Spandau,Spandau,11005005,0501,OSM
441514943,Profitrol,artisanal,False,,"Hermannstraße 51, postal_code    12049
postal_code      NaN
Name: 46, dtype: object Berlin",Hermannstraße,51,12049,,outdoor_seating,Not Specified,,,,52.4778868,13.4257774,Neukölln,Neukölln,11008008,0801,OSM
441514945,Thoben,artisanal,False,,"Hermannstraße 49, postal_code    12049
postal_code      NaN
Name: 47, dtype: object Berlin",Hermannstraße,49,12049,+49 30 62721037,Standard Bakery,Not Specified,Mo-Fr 06:00-20:00; Sa 06:00-18:00,,,52.47827699999999,13.4256276,Neukölln,Neukölln,11008008,0801,OSM
442143540,Backstube und Café von Luck,artisanal,False,,"Von-Luck-Straße 27, postal_code    14129
postal_code      NaN
Name: 48, dtype: object Berlin",Von-Luck-Straße,27,14129,+49 30 80403812,Standard Bakery,Not Specified,Mo-Su 07:00-16:00,True,,52.43082499999999,13.2064999,Steglitz-Zehlendorf,Nikolassee,11006006,0606,OSM
442366637,Schuckert,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 49, dtype: object Berlin",,,,,Standard Bakery,Not Specified,,,,52.4625486,13.4163173,Tempelhof-Schöneberg,Tempelhof,11007007,0703,OSM
442387119,Thoben,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 50, dtype: object Berlin",,,,,Standard Bakery,Partial Access,,,,52.460138199999996,13.3849041,Tempelhof-Schöneberg,Tempelhof,11007007,0703,OSM
442390880,Back & Snack,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 51, dtype: object Berlin",,,,,Standard Bakery,Partial Access,"Mo-Fr 06:00-17:00; Sa,Su 07:00-16:00",True,,52.455213899999976,13.383669000000001,Tempelhof-Schöneberg,Tempelhof,11007007,0703,OSM
442394336,Back & Snack,artisanal,False,,"Mariendorfer Damm 74, postal_code    12109
postal_code      NaN
Name: 52, dtype: object Berlin",Mariendorfer Damm,74,12109,,Standard Bakery,Not Specified,"Mo-Fr 05:00-18:00; Sa,Su 06:00-17:00",True,,52.4461063,13.385451800000002,Tempelhof-Schöneberg,Mariendorf,11007007,0704,OSM
442394342,Thoben,artisanal,False,,"Mariendorfer Damm 84, postal_code    12109
postal_code      NaN
Name: 53, dtype: object Berlin",Mariendorfer Damm,84,12109,,outdoor_seating,Fully Accessible,Mo-Sa 06:00-20:00; Su 08:00-18:00,True,http://www.thobens-backwaren.de/,52.44510289999999,13.3856636,Tempelhof-Schöneberg,Mariendorf,11007007,0704,OSM
442749231,Unknown Bakery,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 54, dtype: object Berlin",,,,,Standard Bakery,Not Specified,,,,52.46771509999999,13.4417894,Neukölln,Neukölln,11008008,0801,OSM
443719577,Back-Factory,chain,True,Back-Factory,"Breite Straße 59, postal_code    13597
postal_code      NaN
Name: 55, dtype: object Berlin",Breite Straße,59,13597,,Standard Bakery,Partial Access,Mo-Fr 06:00-17:00; Sa 08:00-15:00,,https://www.back-factory.de/,52.53630529999999,13.204316300000002,Spandau,Spandau,11005005,0501,OSM
445821382,Britzer Backstube,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 56, dtype: object Berlin",,,,,Standard Bakery,Not Specified,Mo-Fr 05:00-17:00; Sa 06:30-15:00; Su 07:00-17:00,True,,52.4528408,13.4388025,Neukölln,Britz,11008008,0802,OSM
448809920,Cafe Carisma,artisanal,False,,"Karl-Marx-Straße 184, postal_code    12043
postal_code      NaN
Name: 57, dtype: object Berlin",Karl-Marx-Straße,184,12043,,outdoor_seating,Fully Accessible,,,,52.47391019999999,13.4402882,Neukölln,Neukölln,11008008,0801,OSM
448811297,Back-Station,artisanal,False,,"Kottbusser Damm 78, postal_code    10967
postal_code      NaN
Name: 58, dtype: object Berlin",Kottbusser Damm,78,10967,,outdoor_seating,Fully Accessible,Mo-Fr 07:00-19:00; Sa-Su 08:00-16:00,True,https://back-station.metro.biz/?lang=de,52.4913222,13.4234354,Neukölln,Neukölln,11008008,0801,OSM
452634912,Backshop Family,artisanal,False,,"Buschkrugallee 123, postal_code    12359
postal_code      NaN
Name: 59, dtype: object Berlin",Buschkrugallee,123,12359,,outdoor_seating,Not Specified,,,,52.4531691,13.4522065,Neukölln,Britz,11008008,0802,OSM
452634933,Bäckerei,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 60, dtype: object Berlin",,,,,Standard Bakery,Partial Access,,,,52.4479093,13.4841532,Treptow-Köpenick,Baumschulenweg,11009009,0903,OSM
454226401,Schäfer's,chain,True,Schäfer's,"Breite Straße 11, postal_code    13187
postal_code      NaN
Name: 61, dtype: object Berlin",Breite Straße,11,13187,,outdoor_seating,Not Specified,Mo-Fr 06:30-18:00; Sa 07:00-17:00; Su 08:00-17:00,True,,52.57109199999999,13.4086081,Pankow,Pankow,11003003,0307,OSM
457819195,Back Shop Parchimer Allee,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 62, dtype: object Berlin",,,,,Standard Bakery,Not Specified,,,,52.44523339999999,13.4558118,Neukölln,Britz,11008008,0802,OSM
458746985,Knusper Bäcker,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 63, dtype: object Berlin",,,,,Standard Bakery,Not Specified,,,,52.4471301,13.4018937,Tempelhof-Schöneberg,Mariendorf,11007007,0704,OSM
461943579,Schneeglöckchen,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 65, dtype: object Berlin",,,,,Standard Bakery,Fully Accessible,"Mo-Fr 06:00-18:00; Sa,Su,PH 07:30-18:00",True,,52.47385830000001,13.4507201,Neukölln,Neukölln,11008008,0801,OSM
463385753,Plötners Bäckerei,artisanal,False,,"Anton-Saefkow-Platz 11, postal_code    10369
postal_code      NaN
Name: 66, dtype: object Berlin",Anton-Saefkow-Platz,11,10369,,outdoor_seating,Fully Accessible,Mo-Su 09:00-18:00,True,,52.52928589999999,13.4704754,Lichtenberg,Fennpfuhl,11011011,1111,OSM
469135447,Schäfer's,chain,True,Schäfer's,"Mariendorfer Damm 430, postal_code    12107
postal_code      NaN
Name: 67, dtype: object Berlin",Mariendorfer Damm,430,12107,,Standard Bakery,Not Specified,Mo-Fr 06:00-19:00; Sa 07:00-17:00; Su 09:00-17:00,True,https://www.schaefers-brot.de/,52.4166132,13.3996142,Tempelhof-Schöneberg,Lichtenrade,11007007,0706,OSM
471134935,Bäckerei Baran,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 68, dtype: object Berlin",,,,,outdoor_seating,Not Specified,,,,52.4552278,13.376109100000003,Tempelhof-Schöneberg,Tempelhof,11007007,0703,OSM
472503586,Steinecke,chain,True,Steinecke,"Sewanstraße 44, postal_code    10319
postal_code      NaN
Name: 69, dtype: object Berlin",Sewanstraße,44,10319,,Standard Bakery,Fully Accessible,Mo-Sa 06:30-18:00; Su off,False,,52.4976442,13.5030615,Lichtenberg,Friedrichsfelde,11011011,1101,OSM
502456553,Dreams Bäckerei,artisanal,False,,"Baumschulenstraße 9/10, postal_code    12437
postal_code      NaN
Name: 70, dtype: object Berlin",Baumschulenstraße,9/10,12437,,outdoor_seating,Not Specified,"Mo-Fr 05:00-20:00; Sa,Su 06:00-20:00",True,,52.467157699999994,13.4892251,Treptow-Köpenick,Baumschulenweg,11009009,0903,OSM
504618196,Back & Coffee Shop,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 71, dtype: object Berlin",,,,,Standard Bakery,Fully Accessible,Mo-Th 06:00-15:00; Fr 06:00-14:30,,,52.557707300000004,13.4437031,Pankow,Weißensee,11003003,0302,OSM
506133477,Spitzenback,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 72, dtype: object Berlin",,,,,Standard Bakery,Not Specified,,,,52.479264,13.4499523,Neukölln,Neukölln,11008008,0801,OSM
512548108,Café Karamell Backshop,artisanal,False,,"Hermannstraße nan, postal_code    12051
postal_code      NaN
Name: 73, dtype: object Berlin",Hermannstraße,,12051,,outdoor_seating,Fully Accessible,,,,52.46375830000001,13.4338067,Neukölln,Neukölln,11008008,0801,OSM
520007623,Bekarei,artisanal,False,,"Dunckerstraße 23, postal_code    10437
postal_code      NaN
Name: 74, dtype: object Berlin",Dunckerstraße,23,10437,+49 30 40524171,Standard Bakery,Partial Access,Mo-Su 07:30-18:30,True,,52.5442169,13.4225579,Pankow,Prenzlauer Berg,11003003,0301,OSM
529085203,Van Dahl,artisanal,False,,"Eichborndamm 29, postal_code    13403
postal_code      NaN
Name: 75, dtype: object Berlin",Eichborndamm,29,13403,,Standard Bakery,Fully Accessible,Mo-Sa 06:00-13:00,,,52.570568499999986,13.312764000000001,Reinickendorf,Reinickendorf,11012012,1201,OSM
529584852,Fröhliche Bäckerei,artisanal,False,,"Rigaer Straße 56, postal_code    10247
postal_code      NaN
Name: 76, dtype: object Berlin",Rigaer Straße,56,10247,,outdoor_seating,Partial Access,Mo-Fr 03:00-20:00; Sa-Su 03:00-19:00,True,,52.51495289999999,13.4735448,Friedrichshain-Kreuzberg,Friedrichshain,11002002,0201,OSM
530715872,Hansis Brot,chain,True,Johannes Jungnickel,"Kiautschoustraße 1, postal_code    13353
postal_code      NaN
Name: 77, dtype: object Berlin",Kiautschoustraße,1,13353,,Standard Bakery,Fully Accessible,We-Fr 09:00-19:00; Sa 09:00-14:00,,https://hansisbrot.berlin/,52.5411234,13.3572658,Mitte,Wedding,11001001,0105,OSM
534876470,Leckerback,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 78, dtype: object Berlin",,,,,Standard Bakery,Fully Accessible,Mo-Fr 06:00-18:00; Sa 06:00-16:00; Su 07:00-16:00,True,http://leckerback.com/hohenzollerndamm/,52.4864116,13.297121400000002,Charlottenburg-Wilmersdorf,Schmargendorf,11004004,0403,OSM
549227570,Storchenback,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 79, dtype: object Berlin",,,,,Standard Bakery,Partial Access,Mo-Fr 06:00-17:00; Sa 07:30-13:00,,,52.5479461,13.5043638,Lichtenberg,Alt-Hohenschönhausen,11011011,1110,OSM
549760083,Schnell - Der Berliner Bäcker,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 80, dtype: object Berlin",,,,,Standard Bakery,Fully Accessible,Mo-Fr 06:30-19:30; Sa 06:30-18:00; Su 08:00-11:00,True,,52.54301989999998,13.497490300000003,Lichtenberg,Alt-Hohenschönhausen,11011011,1110,OSM
552357228,Thürmann,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 81, dtype: object Berlin",,,,,Standard Bakery,Fully Accessible,"Mo-Sa 07:00-19:00, Su 08:00-11:00",True,,52.5754087,13.283589800000001,Reinickendorf,Tegel,11012012,1202,OSM
560145216,Hacker,artisanal,False,,"Stargarder Straße 69, postal_code    10437
postal_code      NaN
Name: 82, dtype: object Berlin",Stargarder Straße,69,10437,,Standard Bakery,Partial Access,Tu-Fr 07:00-17:30; Sa 06:30-13:00,,,52.546425000000006,13.4188289,Pankow,Prenzlauer Berg,11003003,0301,OSM
565034838,Aux Delices Normands,artisanal,False,,"nan nan, postal_code    NaN
postal_code    NaN
Name: 83, dtype: object Berlin",,,,,outdoor_seating,Not Specified,Mo-Fr 06:30-18:00; Sa 06:30-14:00; Su 07:30-16:00,True,,52.5065447,13.291581700000002,Charlottenburg-Wilmersdorf,Charlottenburg,11004004,0401,OSM
573381071,Ilbu,artisanal,False,,"Jessnerstraße 17, postal_code    10247
postal_code      NaN
Name: 85, dtype: object Berlin",Jessnerstraße,17,10247,,outdoor_seating,Not Specified,,,,52.511977599999994,13.4729428,Friedrichshain-Kreuzberg,Friedrichshain,11002002,0201,OSM
581886030,Steinecke,chain,True,Steinecke,"nan nan, postal_code    NaN
postal_code    NaN
Name: 86, dtype: object Berlin",,,,,outdoor_seating,Not Specified,Mo-Fr 06:00-19:00; Sa 06:00-17:00; Su 07:00-11:00,True,,52.4309453,13.1939998,Steglitz-Zehlendorf,Nikolassee,11006006,0606,OSM
583937317,Cafe Bistro Lion's,artisanal,False,,"Fischerstraße 1, postal_code    10317
postal_code      NaN
Name: 87, dtype: object Berlin",Fischerstraße,1,10317,,Standard Bakery,Not Specified,"Mo-Fr 06:00-16:00 open ""Nur an Schultagen""; PH,SH off",,,52.50204699999999,13.4870445,Lichtenberg,Rummelsburg,11011011,1112,OSM
587631289,Ditsch,chain,True,Ditsch,"nan nan, postal_code    NaN
postal_code    NaN
Name: 88, dtype: object Berlin",,,,,Standard Bakery,Fully Accessible,"Mo-Fr 05:00-20:00; Sa,Su 09:00-17:00",True,,52.5149161,13.4746141,Friedrichshain-Kreuzberg,Friedrichshain,11002002,0201,OSM
587698560,Allstein Bäckerie cafè,artisanal,False,,"Weserstraße 13, postal_code    10247
postal_code      NaN
Name: 89, dtype: object Berlin",Weserstraße,13,10247,,outdoor_seating,Not Specified,05:00-18:00,,,52.50969880000001,13.467633100000002,Friedrichshain-Kreuzberg,Friedrichshain,11002002,0201,OSM
