name,poi_type,brand,operator,opening_hours,address,latitude,longitude,district,district_id,neighborhood,neighborhood_id
Star,fuel_station,star,Star,06:00-22:00,"Lindenthaler Allee 42, 14163 Berlin",52.4314505,13.2303812,Steglitz-Zehlendorf,06,Zehlendorf,Zehlendorf
HEM,fuel_station,HEM,,"Mo-Su,PH 06:00-22:00","Lichterfelder Ring 96, 12279 Berlin",52.41235089999999,13.347242400000003,Tempelhof-Schöneberg,07,Marienfelde,Marienfelde
Star,fuel_station,star,ORLEN Deutschland GmbH,Su 08:00-21:30; Mo-Sa 07:00-21:30,"Finckensteinallee 133, 12205 Berlin",52.4323988,13.286608699999999,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
Shell,fuel_station,Shell,Schmeisser Tankstellen Verwaltungs- & Betriebsgesellschaft mbH,,"Beusselstraße 44N-Q, 10553 Berlin",52.535551,13.324993599999999,Mitte,01,Moabit,Moabit
unknown gas station,fuel_station,,BEHALA,,,52.53751520000001,13.3406593,Mitte,01,Moabit,Moabit
HEM,fuel_station,HEM,,"Mo-Su,PH 05:00-23:00","Straße vor Schönholz 3, 13158 Berlin",52.57660129999999,13.3786961,Pankow,03,Niederschönhausen,Niederschönhausen
Esso,fuel_station,Esso,Esso,"Mo-Su,PH 00:00-00:00","Mariendorfer Damm 44, 12109 Berlin",52.44885849999999,13.384677,Tempelhof-Schöneberg,07,Mariendorf,Mariendorf
Total,fuel_station,TotalEnergies,,Mo-Su 06:00-22:00,"Hildburghauser Straße 222, 12209 Berlin",52.4191524,13.3193384,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
Star,fuel_station,star,Orlen Deutschland GmbH,Mo-Su 06:00-22:00,"Waidmannsluster Damm 54, 13509 Berlin",52.598208499999984,13.2987771,Reinickendorf,12,Tegel,Tegel
Aral,fuel_station,Aral,Jörg Bräuer,24/7,"Brunnenstraße 119, 13355 Berlin",52.5407012,13.3931735,Mitte,01,Gesundbrunnen,Gesundbrunnen
Aral,fuel_station,Aral,Aral,24/7,"Mariendorfer Damm 195, 12107 Berlin",52.43389269999999,13.390735799999998,Tempelhof-Schöneberg,07,Mariendorf,Mariendorf
Aral,fuel_station,Aral,Mike Seitz,24/7,"Kurfürstendamm 128, 10711 Berlin",52.4957203,13.2876286,Charlottenburg-Wilmersdorf,04,Halensee,Halensee
Aral,fuel_station,Aral,Pascal Kreul,,"Heerstraße 136, 14055 Berlin",52.50727860000001,13.2276598,Charlottenburg-Wilmersdorf,04,Westend,Westend
Aral,fuel_station,Aral,Marco Hennig,24/7,"Skalitzer Straße 26, 10999 Berlin",52.49877219999998,13.422852199999998,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
HEM,fuel_station,HEM,Silke Dietrich,,"Alt-Mahlsdorf 40, 12623 Berlin",52.5052305,13.616844299999999,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
HEM,fuel_station,HEM,Rene Lange,05:00-24:00,"Saatwinkler Damm 62, 13627 Berlin",52.54736,13.310090699999998,Charlottenburg-Wilmersdorf,04,Charlottenburg-Nord,Charlottenburg-Nord
Shell,fuel_station,Shell,,,"Großbeerenstraße 82-88, 12107 Berlin",52.433510199999986,13.3770078,Tempelhof-Schöneberg,07,Mariendorf,Mariendorf
Star,fuel_station,star,ORLEN Deutschland GmbH,24/7,"Adlergestell 391, 12527 Berlin",52.4237432,13.559516099999998,Treptow-Köpenick,09,Grünau,Grünau
Agip,fuel_station,Agip,,24/7,"Ludwigsluster Straße 15A, 12619 Berlin",52.514429500000006,13.5814351,Marzahn-Hellersdorf,10,Hellersdorf,Hellersdorf
Jet,fuel_station,JET,Mathias Fuhrmann,Mo-Fr 05:00-22:00; Sa 05:30-22:00; Su 06:00-22:00,"Köpenicker Straße 108, 12683 Berlin",52.4959113,13.562841999999998,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
Esso,fuel_station,Esso,Esso,24/7,"Berliner Straße 20-22, 14169 Berlin",52.4355796,13.2666014,Steglitz-Zehlendorf,06,Zehlendorf,Zehlendorf
Shell,fuel_station,Shell,Shell,,"Spandauer Damm 151, 14050 Berlin",52.519130200000006,13.2720342,Charlottenburg-Wilmersdorf,04,Westend,Westend
Aral,fuel_station,Aral,,"Mo-Su,PH 00:00-24:00+","Dudenstraße 19;21, 10965 Berlin",52.4846039,13.3814603,Tempelhof-Schöneberg,07,Tempelhof,Tempelhof
Shell,fuel_station,Shell,Steffen Kolberg Tankstellen Verwaltungs- und Betriebs GmbH,24/7,"Kaiserdamm 34, 14057 Berlin",52.5100257,13.2769621,Charlottenburg-Wilmersdorf,04,Westend,Westend
Esso,fuel_station,Esso,Esso,,"Hubertusallee 1-3, 14193 Berlin",52.4942212,13.2846071,Charlottenburg-Wilmersdorf,04,Grunewald,Grunewald
Agip,fuel_station,Agip,,"Mo-Fr 05:00-23:00; Sa 06:00-23:00; Su,PH 07:00-22:00","Westhafenstraße 1-3, 13353 Berlin",52.538329499999996,13.3437686,Mitte,01,Moabit,Moabit
Aral,fuel_station,Aral,Peter Fecher,,"Levetzowstraße 9, 10555 Berlin",52.520789999999984,13.333484999999998,Mitte,01,Moabit,Moabit
Aral,fuel_station,Aral,,24/7,"Kaiser-Friedrich-Straße 45 b, 10627 Berlin",52.50767859999999,13.3016753,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
Aral,fuel_station,Aral,Klaus Guthmann,"Mo-Su,PH 00:00-24:00+","Scharnweberstraße 12;13, 13405 Berlin",52.5635643,13.330006099999999,Reinickendorf,12,Reinickendorf,Reinickendorf
Shell,fuel_station,Shell,Shell,Mo-Su 00:00-24:00,"Bundesallee 200, 10717 Berlin",52.49290409999999,13.331531,Charlottenburg-Wilmersdorf,04,Wilmersdorf,Wilmersdorf
Sprint,fuel_station,Sprint,,24/7,"Nonnendammallee 42, 13599 Berlin",52.5375187,13.247302899999998,Spandau,05,Siemensstadt,Siemensstadt
Aral,fuel_station,Aral,,24/7,"Rathenower Straße 8, 10559 Berlin",52.52540519999999,13.357041499999998,Mitte,01,Moabit,Moabit
Shell,fuel_station,Shell,,24/7,"Scharnweberstraße 81, 13405 Berlin",52.567733099999984,13.3100673,Reinickendorf,12,Reinickendorf,Reinickendorf
Sprint,fuel_station,Sprint,Sprint Tank GmbH,Mo-Sa 05:00-22:00; Su 06:00-22:00,"Blankenburger Straße 99, 13089 Berlin",52.571177899999995,13.442658799999998,Pankow,03,Heinersdorf,Heinersdorf
Aral,fuel_station,Aral,,24/7,"Frankfurter Allee 214, 10365 Berlin",52.5112304,13.4935863,Lichtenberg,11,Lichtenberg,Lichtenberg
Total,fuel_station,TotalEnergies,Total,"Mo-Su,PH 05:00-22:00","Rhinstraße 175, 13053 Berlin",52.5366305,13.5156728,Lichtenberg,11,Alt-Hohenschönhausen,Alt-Hohenschönhausen
Total,fuel_station,TotalEnergies,,"Mo-Su,PH 00:00-00:00","Landsberger Allee 376, 12681 Berlin",52.5353359,13.5229052,Marzahn-Hellersdorf,10,Marzahn,Marzahn
Jet,fuel_station,JET,,"PH,Mo-Su 00:00-24:00","Rhinstraße 240, 13055 Berlin",52.5473585,13.5095372,Lichtenberg,11,Alt-Hohenschönhausen,Alt-Hohenschönhausen
Shell,fuel_station,Shell,,"Mo-Su,PH 00:00+","Jülicher Straße 1, 13357 Berlin",52.554690199999996,13.3917962,Mitte,01,Gesundbrunnen,Gesundbrunnen
Shell,fuel_station,Shell,Royal Dutch Shell plc,,"Oranienstraße 138, 10969 Berlin",52.504065399999995,13.408343199999997,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
Shell,fuel_station,Shell,S&K Tankstellen GmbH,Mo-Fr 06:00-22:00; Sa-Su 07:00-22:00,"Rummelsburger Landstraße 16, 12459 Berlin",52.48089319999998,13.5019701,Treptow-Köpenick,09,Oberschöneweide,Oberschöneweide
Aral,fuel_station,Aral,,,"Märkische Allee 248, 12679 Berlin",52.5538416,13.5517943,Marzahn-Hellersdorf,10,Marzahn,Marzahn
Spreves,fuel_station,,,24/7,"Zeppelinstraße 51, 13583 Berlin",52.540055699999996,13.182981499999999,Spandau,05,Falkenhagener Feld,Falkenhagener Feld
Shell,fuel_station,Shell,,Mo-Fr 06:00-22:00; Sa-Su 07:00-22:00,"Johannisthaler Chaussee 411, 12351 Berlin",52.424980999999995,13.4426081,Neukölln,08,Buckow,Buckow
Sprint,fuel_station,Sprint,Sprint Tank GmbH,Mo-Su 06:00-22:00,"Ruhlebener Straße 1A, 13597 Berlin",52.529402399999995,13.2071406,Spandau,05,Spandau,Spandau
Aral,fuel_station,Aral,Aral,"PH,Mo-Su 00:00-24:00","Gartenfelder Straße 71, 13599 Berlin",52.5436719,13.243537899999998,Spandau,05,Haselhorst,Haselhorst
Shell,fuel_station,Shell,,,"Stendaler Straße 176, 12627 Berlin",52.54555349999999,13.603928100000001,Marzahn-Hellersdorf,10,Hellersdorf,Hellersdorf
Esso,fuel_station,Esso,,Mo-Fr 06:00-21:30; Sa 07:00-21:30; Su 08:00-21:30,"Hermsdorfer Damm 221, 13467 Berlin",52.622628199999994,13.312359199999998,Reinickendorf,12,Hermsdorf,Hermsdorf
TotalEnergies,fuel_station,Total,,24/7,"Zepernicker Straße 9, 13125 Berlin",52.64092,13.5141988,Pankow,03,Buch,Buch
Star,fuel_station,star,,24/7,"Hansastraße 199, 13088 Berlin",52.55883689999999,13.4915693,Pankow,03,Weißensee,Weißensee
Total,fuel_station,TotalEnergies,TOTAL Deutschland GmbH,Mo-Fr 06:00-23:00; Sa-Su 07:00-23:00,"Heerstraße 324, 13593 Berlin",52.5168369,13.180047799999999,Spandau,05,Wilhelmstadt,Wilhelmstadt
Total,fuel_station,TotalEnergies,,24/7,"Am Feuchten Winkel 11, 13129 Berlin",52.5821047,13.432409699999997,Pankow,03,Pankow,Pankow
Agip,fuel_station,Eni,Eni,24/7,"Adlergestell 289, 12489",52.4321779,13.5468231,Treptow-Köpenick,09,Adlershof,Adlershof
Shell,fuel_station,Shell,,Mo-Fr 06:00-22:00; Sa 07:00-22:00; Su 08:00-22:00,"Königsberger Straße 8, 12207 Berlin",52.42969079999999,13.322109699999999,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
H2 Tankstelle,fuel_station,H2 Mobility,H2 MOBILITY,24/7,"Rummelsburger Landstraße 16, 12459 Berlin",52.480824899999995,13.502199899999999,Treptow-Köpenick,09,Oberschöneweide,Oberschöneweide
Total,fuel_station,TotalEnergies,,24/7,"Eichborndamm 91, 13403 Berlin",52.57639000199961,13.314495243800868,Reinickendorf,12,Reinickendorf,Reinickendorf
Gebäude F,fuel_station,,,,,52.52019164577385,13.504452872203206,Lichtenberg,11,Lichtenberg,Lichtenberg
Elan,fuel_station,Elan,,24/7,"Adlergestell 179, 12489 Berlin",52.44160769125266,13.533350059937707,Treptow-Köpenick,09,Adlershof,Adlershof
Aral,fuel_station,Aral,André Tessmer,24/7,"Köpenicker Landstraße 296, 12437 Berlin",52.46465696735255,13.497026534981423,Treptow-Köpenick,09,Niederschöneweide,Niederschöneweide
JET,fuel_station,JET,Philipp Legeler,24/7,"Holzhauser Straße 34, 13509 Berlin",52.57818343974306,13.299361355163926,Reinickendorf,12,Tegel,Tegel
Star,fuel_station,star,Star,Mo-Fr 07:00-21:00; Sa 08:00-21:00; Su 09:00-21:00,"Königin-Luise-Straße 22a, 14195 Berlin",52.45743414368747,13.297597622975243,Steglitz-Zehlendorf,06,Dahlem,Dahlem
Aral,fuel_station,Aral,,"Mo-Su,PH 00:00-24:00","Roedernallee 179, 13407 Berlin",52.578910581683985,13.346366005807313,Reinickendorf,12,Reinickendorf,Reinickendorf
Star,fuel_station,star,,24/7,"Prenzlauer Promenade 70-73, 13089 Berlin",52.56875142042749,13.428830523405114,Pankow,03,Heinersdorf,Heinersdorf
Total,fuel_station,TotalEnergies,Total Deutschland,24/7,"Rhinstraße 52, 12681 Berlin",52.51835830059763,13.520100359607982,Marzahn-Hellersdorf,10,Marzahn,Marzahn
HEM,fuel_station,HEM,Deutsche Tamoil,24/7,"Adlergestell 305, 12489 Berlin",52.4307245242841,13.548766802227938,Treptow-Köpenick,09,Adlershof,Adlershof
Shell,fuel_station,Shell,S. Kolberg T. V. & B. GmbH,,"Kaiserin-Augusta-Allee 9-9a, 10553 Berlin",52.52555652493542,13.324308005597365,Mitte,01,Moabit,Moabit
Shell,fuel_station,Shell,,24/7,"Skalitzer Straße 48, 10997 Berlin",52.499210087408564,13.433132605689408,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
Total,fuel_station,TotalEnergies,,24/7,"Schöneberger Straße 17, 12103 Berlin",52.47019582808544,13.372102001336522,Tempelhof-Schöneberg,07,Tempelhof,Tempelhof
star,fuel_station,star,Orlen Deutschland GmbH,24/7,"Adlergestell 121, 12439 Berlin",52.44553866518189,13.527155395545787,Treptow-Köpenick,09,Niederschöneweide,Niederschöneweide
Star,fuel_station,star,,"Mo-Fr 04:00-22:00; Sa, Su, PH 06:00-22:00","Gehrenseestraße 10, 13053 Berlin",52.55076480090807,13.513883255120195,Lichtenberg,11,Alt-Hohenschönhausen,Alt-Hohenschönhausen
Sprint,fuel_station,Sprint,Petra Schulze,"PH,Su 07:00-22:00; Mo-Sa 06:00-22:00","Körnerstraße 48a, 12157 Berlin",52.46443082823227,13.334568820073958,Steglitz-Zehlendorf,06,Steglitz,Steglitz
Shell,fuel_station,Shell,,Mo-Fr 06:00-22:00; Sa-Su 07:00-22:00,"Buckower Damm 225, 12349 Berlin",52.42351500529637,13.437354764688287,Neukölln,08,Buckow,Buckow
SB Tank,fuel_station,SB Tank,,Mo-Sa 06:30-22:30,"Bessemerstraße 57, 12103 Berlin",52.462687579594515,13.367166972397655,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
Esso,fuel_station,Esso,,24/7,"Lichtenrader Damm 270, 12305 Berlin",52.38769144181469,13.408442810846235,Tempelhof-Schöneberg,07,Lichtenrade,Lichtenrade
Total,fuel_station,TotalEnergies,Total,"PH,Mo-Su 00:00-24:00","Chausseestraße 61, 10115 Berlin",52.5374691460542,13.375543915263508,Mitte,01,Mitte,Mitte
Total,fuel_station,TotalEnergies,,24/7,"Oberspreestraße 138, 12555 Berlin",52.445748619435804,13.561669447121142,Treptow-Köpenick,09,Köpenick,Köpenick
Shell,fuel_station,Shell,T. Schulze Tankstellen,24/7,"Heerstraße 326-328, 13593 Berlin",52.517079229225814,13.17887966560812,Spandau,05,Wilhelmstadt,Wilhelmstadt
Aral,fuel_station,Aral,Witold Piatkowski,24/7,"Heerstraße 325, 13593 Berlin",52.51640976891535,13.177826080796704,Spandau,05,Wilhelmstadt,Wilhelmstadt
Sprint,fuel_station,Sprint,Sprint,24/7,"Potsdamer Straße 11a, 14163 Berlin",52.433044741683055,13.242616107028041,Steglitz-Zehlendorf,06,Zehlendorf,Zehlendorf
SB Tank,fuel_station,SB Tank,,"Mo-Su,PH 00:00-24:00","Fraunhoferstraße 33-36, 10587 Berlin",52.51438519945595,13.321928260303155,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
Sprint,fuel_station,Sprint,,"Mo-Su,PH 05:00-23:00","Hildburghauser Straße 27, 12279 Berlin",52.41305835522997,13.354898557331815,Tempelhof-Schöneberg,07,Marienfelde,Marienfelde
Star,fuel_station,star,,24/7,"Hildburghauser Straße 7, 12279 Berlin",52.412665948361294,13.358986470091105,Tempelhof-Schöneberg,07,Marienfelde,Marienfelde
Agip,fuel_station,Agip,Agip Deutschland GmbH,24/7,"Ostpreußendamm 89, 12207 Berlin",52.415517300659396,13.302743021386,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
clean car,fuel_station,,,,,52.527291844542326,13.232666297968008,Spandau,05,Spandau,Spandau
HEM,fuel_station,HEM,,Mo-Fr 05:00-22:00; Sa-Su 06:00-22:00,"Riesaer Straße 121, 12627",52.530342795447524,13.624626992114948,Marzahn-Hellersdorf,10,Hellersdorf,Hellersdorf
Star,fuel_station,star,Jan Dirk Spelleken,24/7,"Brunsbütteler Damm 82-102, 13581 Berlin",52.5347639008758,13.183946828722709,Spandau,05,Spandau,Spandau
sun,fuel_station,sun,Germania Petrol GmbH,06:00-22:00,"Klosterstraße 20, 13581 Berlin",52.529405213954114,13.19527213482394,Spandau,05,Spandau,Spandau
Esso,fuel_station,Esso,Frank Wilke,"Mo-Fr 06:00-22:00; Sa,Su 07:00-22:00","Unter den Eichen 67-69, 12205 Berlin",52.445603180240965,13.292271111224869,Steglitz-Zehlendorf,06,Dahlem,Dahlem
Agip,fuel_station,Agip,AGIP,,"Halenseestraße 47, 14055 Berlin",52.50185105003586,13.278110449977731,Charlottenburg-Wilmersdorf,04,Westend,Westend
Shell,fuel_station,Shell,P. Killmayer T.V.+B. GmbH,,"Bergstraße 31-32, 12169 Berlin",52.45825202208901,13.338794179139704,Steglitz-Zehlendorf,06,Steglitz,Steglitz
Aral,fuel_station,Aral,,24/7,"Adlergestell 748, 12527 Berlin",52.378586222407456,13.644339560736054,Treptow-Köpenick,09,Schmöckwitz,Schmöckwitz
Sprint,fuel_station,Sprint,,,"Barnackufer 25, 12207 Berlin",52.42991825720942,13.312111410132244,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
Sprint,fuel_station,Sprint,,,"Landsberger Allee 534, 12681 Berlin",52.54626561515544,13.574304017993086,Marzahn-Hellersdorf,10,Marzahn,Marzahn
Aral,fuel_station,Aral,,,"Schloßstraße 63, 12165 Berlin",52.45286548642339,13.315214609837481,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
Agip,fuel_station,Agip,Thomas Weickardt,24/7,"Dietzgenstraße 127, 13158 Berlin",52.59443574197118,13.402445457716993,Pankow,03,Rosenthal,Rosenthal
Aral,fuel_station,Aral,Deutsche BP,,"Alt-Friedrichsfelde 64, 12683 Berlin",52.51050962381998,13.538758274382078,Marzahn-Hellersdorf,10,Marzahn,Marzahn
Aral,fuel_station,Aral,Steffen Nickel,24/7,"Neuköllner Straße 250-256, 12357 Berlin",52.425919110514315,13.482116081274961,Neukölln,08,Rudow,Rudow
Shell,fuel_station,Shell,,24/7,"Damerowstraße 22/23, 13187 Berlin",52.572790891487294,13.420946731681976,Pankow,03,Pankow,Pankow
HEM,fuel_station,HEM,HEM,"Mo-Su,PH 05:00-23:00","Romain-Rolland-Straße 2, 13089 Berlin",52.56494578179796,13.448858354184937,Pankow,03,Heinersdorf,Heinersdorf
Total,fuel_station,TotalEnergies,,24/7,"Neuköllner Straße 294, 12357 Berlin",52.42248043688813,13.486703729984693,Neukölln,08,Rudow,Rudow
Shell,fuel_station,Shell,,24/7,"Paulstraße 20, 10557 Berlin",52.5199096859732,13.35514545399039,Mitte,01,Moabit,Moabit
HEM,fuel_station,HEM,HEM,,"Schönerlinder Straße 60, 13127 Berlin",52.61336516136295,13.433250638036348,Pankow,03,Französisch Buchholz,Französisch
JET,fuel_station,JET,Henry Koppen,24/7,"Brunsbütteler Damm 87, 13581 Berlin",52.533712120029925,13.185236367184597,Spandau,05,Spandau,Spandau
Star,fuel_station,star,,,"Malchower Chaussee 1, 13088 Berlin",52.5660525712952,13.47105426694357,Pankow,03,Stadtrandsiedlung Malchow,Stadtrandsiedlung Malchow
Jet,fuel_station,JET,JET,,"Glienicker Weg 105, 12489 Berlin",52.43509402411239,13.559640727511315,Treptow-Köpenick,09,Adlershof,Adlershof
Shell,fuel_station,Shell,P. Killmayer T. V. & B. GmbH,24/7,"Martin-Luther-Straße 29, 10777 Berlin",52.49638648604688,13.346638421849107,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
Aral,fuel_station,Aral,,24/7,"An der Wuhlheide 240-242, 12459 Berlin",52.45522413992726,13.55595664055565,Treptow-Köpenick,09,Oberschöneweide,Oberschöneweide
Jet,fuel_station,JET,,24/7,"Michael-Brückner-Straße 25, 12439 Berlin",52.45309942029209,13.51401628084274,Treptow-Köpenick,09,Niederschöneweide,Niederschöneweide
Elan,fuel_station,Elan,,,"Fürstenwalder Damm 418, 12587 Berlin",52.45466288142491,13.616784250031655,Treptow-Köpenick,09,Friedrichshagen,Friedrichshagen
Aral,fuel_station,Aral,Siegbert Quapp,24/7,"Sonnenallee 113, 12045 Berlin",52.481529421464224,13.441332211757732,Neukölln,08,Neukölln,Neukölln
Jet,fuel_station,JET,,24/7,"Am Tierpark 126, 10319 Berlin",52.49490719097299,13.524513732677939,Lichtenberg,11,Friedrichsfelde,Friedrichsfelde
Shell,fuel_station,Shell,Shell Deutschland Oil,"Mo-Su,PH 00:00-24:00","Buchberger Straße 30, 10365 Berlin",52.507121170057495,13.48585600968828,Lichtenberg,11,Lichtenberg,Lichtenberg
Jet,fuel_station,JET,,Mo-Fr 05:00-23:00; Sa 06:00-23:00; Su 06:00-23:00,"Herzbergstraße 27, 10365 Berlin",52.526398814730676,13.488881834189367,Lichtenberg,11,Lichtenberg,Lichtenberg
Total,fuel_station,TotalEnergies,,"Mo-Fr 05:00-22:00; Sa,Su,PH 07:00-22:00","Streitstraße 84, 13587 Berlin",52.55443418772321,13.20716848985094,,,,
Sprint,fuel_station,Sprint,,,"Fürstenwalder Damm 445, 12587 Berlin",52.45628121661302,13.620881042952481,Treptow-Köpenick,09,Friedrichshagen,Friedrichshagen
Jet,fuel_station,JET,Jet,Mo-Su 00:00-24:00,,52.41216951778582,13.387429116757612,Tempelhof-Schöneberg,07,Marienfelde,Marienfelde
JET,fuel_station,JET,,,Elisabethstraße 111,52.53477725219572,13.565849639844116,Marzahn-Hellersdorf,10,Marzahn,Marzahn
Star,fuel_station,star,Germania Petrol GmbH,24/7,,52.55705388930797,13.527085604432784,Lichtenberg,11,Neu-Hohenschönhausen,Neu-Hohenschönhausen
Star,fuel_station,star,,Mo-Sa 06:00-22:00; Su 07:00-22:00,"Hansastraße 220, 13051 Berlin",52.55976319943689,13.496626013847651,Lichtenberg,11,Alt-Hohenschönhausen,Alt-Hohenschönhausen
Sprint,fuel_station,Sprint,Angelika Mau,24/7,"Reuterstraße 18-19, 12043 Berlin",52.484553163191045,13.429236497565379,Neukölln,08,Neukölln,Neukölln
Jet,fuel_station,JET,Sandra Jacobsen,Mo-Su 06:00-22:00,"Goerzallee 281, 14167 Berlin",52.41343362105402,13.278028196595116,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
Aral,fuel_station,Aral,Marco Hennig,24/7,"Prinzenstraße 29, 10969 Berlin",52.50198226553544,13.409764481441039,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,fuel_station,,,,,52.48298855183952,13.402405002448024,Tempelhof-Schöneberg,07,Tempelhof,Tempelhof
Esso,fuel_station,Esso,,24/7,"Marienfelder Chaussee 171, 12349 Berlin",52.41443252265329,13.402230656823134,Neukölln,08,Buckow,Buckow
H2 Tankstelle,fuel_station,H2 Mobility,H2 MOBILITY,24/7,"Tempelhofer Weg 102, 12347 Berlin",52.45052829730125,13.433790881065816,Neukölln,08,Britz,Britz
Aral,fuel_station,Aral,Deutsche BP,24/7,"Schnellerstraße 20, 12439 Berlin",52.459810990238374,13.504335710683753,Treptow-Köpenick,09,Niederschöneweide,Niederschöneweide
Star,fuel_station,star,Star,"Mo-Fr 07:00-22:00; Sa,Su 08:00-22:00","Steglitzer Damm 77-79, 12169 Berlin",52.449822980518476,13.350227742362147,Steglitz-Zehlendorf,06,Steglitz,Steglitz
Sprint,fuel_station,Sprint,Sprint-Tank GmbH,,"Kniprodestraße 25, 10407 Berlin",52.53378376854236,13.44508316484682,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
TotalEnergies,fuel_station,Total,,24/7,"Adlergestell 625, 12527 Berlin",52.38793143211829,13.63040761024554,Treptow-Köpenick,09,Schmöckwitz,Schmöckwitz
unknown gas station,charging_station,,RWE-Effizienz,,,52.513693,13.322703199999998,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
Innogy,charging_station,e.on drive,E.ON,24/7,,52.52366169999999,13.3808678,Mitte,01,Mitte,Mitte
RWE Stromtankstelle E-Mobillity,charging_station,Innogy,Innogy,,,52.499405499999995,13.329027799999999,Charlottenburg-Wilmersdorf,04,Wilmersdorf,Wilmersdorf
Vattenfall InCharge Ladesäule,charging_station,,Vattenfall,,,52.50281059999999,13.3254003,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
Stromtankstelle,charging_station,,RWE-Effizienz,,,52.535832299999996,13.2737032,Spandau,05,Siemensstadt,Siemensstadt
unknown gas station,charging_station,,Qwello,24/7,Cohnstraße 2,52.5468267,13.446536599999998,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,RWE-Effizienz,,,52.51646169999999,13.261333699999998,Charlottenburg-Wilmersdorf,04,Westend,Westend
unknown gas station,charging_station,,RWE-Effizienz,24/7,,52.5009144,13.3168897,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
Ladesäule für Elektroautos,charging_station,,RWE-Effizienz,,,52.49094229999999,13.3304746,Charlottenburg-Wilmersdorf,04,Wilmersdorf,Wilmersdorf
Innogy,charging_station,Innogy,Innogy,,,52.5085609,13.272712499999999,Charlottenburg-Wilmersdorf,04,Westend,Westend
Innogy,charging_station,Innogy,Innogy,24/7,,52.510442499999996,13.408922999999998,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,RWE-Effizienz,,,52.50681109999999,13.306275399999999,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
