addr_city,addr_housenumber,addr_postcode,addr_street,capacity_raw,coord_raw,entity_type,lat,lon,name,name_key,operator,owner,phone,source,street,street_norm,website,wikidata_id
Berlin,64,12161,Südwestkorso,,Point(13.322345 52.473351),cinema,52.473351,13.322345,Kleines Theater,kleines-theater,,,,wikidata,"Südwestkorso 64, 12161 Berlin","Südwestkorso 64, 12161 Berlin",http://kleines-theater.de/,Q47012971
Berlin,65,12159,Rheinstraße,,Point(13.335131 52.471003),cinema,52.471003,13.335131,Kronen-Filmtheater,kronen-filmtheater,,,,wikidata,"Rheinstraße 65, 12159 Berlin","Rheinstraße 65, 12159 Berlin",,Q47012976
Berlin,72,12161,Bundesallee,,Point(13.32799 52.474498),cinema,52.474498,13.32799,Pfalzburg-Lichtspiele,pfalzburg-lichtspiele,,,,wikidata,"Bundesallee 72, 12161 Berlin","Bundesallee 72, 12161 Berlin",,Q47012978
Berlin,60,12159,Rheinstraße,,Point(13.334164 52.470038),cinema,52.470038,13.334164,Rheinschloß-Filmtheater,rheinschlo-filmtheater,,,,wikidata,"Rheinstraße 60, 12159 Berlin","Rheinstraße 60, 12159 Berlin",,Q47012982
Berlin,103,12161,Bundesallee 96-,,Point(13.32792 52.466134),cinema,52.466134,13.32792,Thalia-Lichtspiele,thalia-lichtspiele,,,,wikidata,"Bundesallee 96-103, 12161 Berlin","Bundesallee 96-103, 12161 Berlin",,Q47013007
Berlin,5,12307,Zescher Straße,,Point(13.401591 52.38611),cinema,52.38611,13.401591,Bismarck-Lichtspiele,bismarck-lichtspiele,,,,wikidata,"Zescher Straße 5, 12307 Berlin","Zescher Straße 5, 12307 Berlin",,Q47013019
Berlin,22,13129,Königsteinstraße 19-,,Point(13.412689 52.400866),cinema,52.400866,13.412689,Casa-Candida-Lichtspiele,casa-candida-lichtspiele,,,,wikidata,"Königsteinstraße 19–22, 13129 Berlin","Königsteinstraße 19-22, 13129 Berlin",,Q47013032
Berlin,19,12307,Hilbertstraße,,Point(13.398352 52.382598),cinema,52.382598,13.398352,Mozart-Lichtspiele,mozart-lichtspiele,,,,wikidata,"Hilbertstraße 19, 12307 Berlin","Hilbertstraße 19, 12307 Berlin",,Q47013034
Berlin,37a,12307,Goltzstraße,,Point(13.408541 52.38657),cinema,52.38657,13.408541,Roma-Lichtspiele,roma-lichtspiele,,,,wikidata,"Goltzstraße 37a, 12307 Berlin","Goltzstraße 37a, 12307 Berlin",,Q47013042
Berlin,98,12109,Mariendorfer Damm 96-,,Point(13.385825 52.443671111),cinema,52.443671111,13.385825,Adler-Lichtspiele,adler-lichtspiele,,,,wikidata,"Mariendorfer Damm 96–98, 12109 Berlin","Mariendorfer Damm 96-98, 12109 Berlin",,Q47034787
Berlin,44,12105,Kurfürstenstraße,,Point(13.380501944 52.448061111),cinema,52.448061111,13.380501944,Alhambra,alhambra,,,,wikidata,"Kurfürstenstraße 44, 12105 Berlin","Kurfürstenstraße 44, 12105 Berlin",,Q47034795
Berlin,30,12109,Mariendorfer Damm,,Point(13.384595 52.450332),cinema,52.450332,13.384595,Apollo-Lichtspiele,apollo-lichtspiele,,,,wikidata,"Mariendorfer Damm 30, 12109 Berlin","Mariendorfer Damm 30, 12109 Berlin",,Q47034805
Berlin,95,12109,Mariendorfer Damm,,Point(13.38633 52.444293),cinema,52.444293,13.38633,Gaby-Filmtheater,gaby-filmtheater,,,,wikidata,"Mariendorfer Damm 95, 12109 Berlin","Mariendorfer Damm 95, 12109 Berlin",,Q47034807
Berlin,6,12107,Tauernallee,,Point(13.397437 52.42366),cinema,52.42366,13.397437,Lida-Lichtspiele,lida-lichtspiele,,,,wikidata,"Tauernallee 6, 12107 Berlin","Tauernallee 6, 12107 Berlin",,Q47034813
Berlin,47,12109,Mariendorfer Damm,,Point(13.3858553 52.4485),cinema,52.4485,13.3858553,Mali,mali,,,,wikidata,"Mariendorfer Damm 47, 12109 Berlin","Mariendorfer Damm 47, 12109 Berlin",,Q47034817
Berlin,55,12107,Alt-Mariendorf,,Point(13.382376 52.43925),cinema,52.43925,13.382376,Astrid-Theater,astrid-theater,,,,wikidata,"Alt-Mariendorf 55, 12107 Berlin","Alt-Mariendorf 55, 12107 Berlin",,Q47034820
Berlin,21,10781,Eisenacher Str.,,Point(13.349478 52.494801),cinema,52.494801,13.349478,Viktoria-Lichtspiele,viktoria-lichtspiele,,,,wikidata,"Eisenacher Str. 21, 10781 Berlin","Eisenacher Str. 21, 10781 Berlin",,Q47034825
Berlin,8,12277,Kiepertplatz,,Point(13.374034 52.422798),cinema,52.422798,13.374034,"Kinematographentheater, Kiepertplatz",kinematographentheater-kiepertplatz,,,,wikidata,"Kiepertplatz 8, 12277 Berlin","Kiepertplatz 8, 12277 Berlin",,Q47034832
Berlin,146,12279,Marienfelder Allee,,Point(13.36303235 52.4133643),cinema,52.4133643,13.36303235,Monopol-Lichtspiele,monopol-lichtspiele,,,,wikidata,"Marienfelder Allee 146, 12279 Berlin","Marienfelder Allee 146, 12279 Berlin",,Q47034833
Berlin,31,10827,Hauptstraße 30-,,Point(13.353562 52.485148),cinema,52.485148,13.353562,Haus Hauptstraße 30-31,haus-hauptstra-e-30-31,,,,wikidata,"Hauptstraße 30–31, 10827 Berlin","Hauptstraße 30-31, 10827 Berlin",,Q47034847
Berlin,145,10783,Potsdamer Straße,,Point(13.361598 52.49607),cinema,52.49607,13.361598,Astoria-Lichtspiele,astoria-lichtspiele,,,,wikidata,"Potsdamer Straße 145, 10783 Berlin","Potsdamer Straße 145, 10783 Berlin",,Q47034881
Berlin,63,10715,Wexstraße / Innsbrucker Platz,,Point(13.34276468 52.47855327),cinema,52.47855327,13.34276468,Broadway,broadway,,,,wikidata,"Wexstraße 63 / Innsbrucker Platz, 10715 Berlin","Wexstraße 63 / Innsbrucker Platz, 10715 Berlin",,Q47035046
Berlin,45,10783,Bülowstraße,,Point(13.366528 52.494783),cinema,52.494783,13.366528,Bülow-Kinotheater,b-low-kinotheater,,,,wikidata,"Bülowstraße 45, 10783 Berlin","Bülowstraße 45, 10783 Berlin",,Q47035048
Berlin,19,10827,Hauptstraße,,Point(13.356416 52.486737),cinema,52.486737,13.356416,Coelia-Kino,coelia-kino,,,,wikidata,"Hauptstraße 19, 10827 Berlin","Hauptstraße 19, 10827 Berlin",,Q47035051
Berlin,121,10827,Hauptstraße,,Point(13.350347 52.482757),cinema,52.482757,13.350347,Das Lebende Bild,das-lebende-bild,,,,wikidata,"Hauptstraße 121, 10827 Berlin","Hauptstraße 121, 10827 Berlin",,Q47035052
Berlin,19,10823,Grunewaldstraße,,Point(13.351385 52.489898),cinema,52.489898,13.351385,Diana-Lichtspiele,diana-lichtspiele,,,,wikidata,"Grunewaldstraße 19, 10823 Berlin","Grunewaldstraße 19, 10823 Berlin",,Q47035056
Berlin,48,10827,Hauptstraße,,Point(13.348718 52.482449),cinema,52.482449,13.348718,Edda-Lichtspiele,edda-lichtspiele,,,,wikidata,"Hauptstraße 48, 10827 Berlin","Hauptstraße 48, 10827 Berlin",,Q47035060
Berlin,16,10783,Bülowstraße,,Point(13.358939 52.498205),cinema,52.498205,13.358939,Elite-Lichtspiele,elite-lichtspiele,,,,wikidata,"Bülowstraße 16, 10783 Berlin","Bülowstraße 16, 10783 Berlin",,Q47035062
Berlin,144,10783,Potsdamer Straße,,Point(13.361514 52.497463),cinema,52.497463,13.361514,Elite-Theater Lichtspiele,elite-theater-lichtspiele,,,,wikidata,"Potsdamer Straße 144, 10783 Berlin","Potsdamer Straße 144, 10783 Berlin",,Q47035063
Berlin,22,10823,Belziger Straße,,Point(13.353659 52.48733),cinema,52.48733,13.353659,Elvi-Lichtspiele,elvi-lichtspiele,,,,wikidata,"Belziger Straße 22, 10823 Berlin","Belziger Straße 22, 10823 Berlin",,Q47035066
Berlin,53,12157,Cranachstraße,,Point(13.342523 52.467254),cinema,52.467254,13.342523,Fery-Lichtspiele,fery-lichtspiele,,,,wikidata,"Cranachstraße 53, 12157 Berlin","Cranachstraße 53, 12157 Berlin",,Q47035068
Berlin,2,10827,Kaiser-Wilhelm-Platz,,Point(13.356946 52.486213),cinema,52.486213,13.356946,Forum,forum,,,,wikidata,"Kaiser-Wilhelm-Platz 2, 10827 Berlin","Kaiser-Wilhelm-Platz 2, 10827 Berlin",,Q47035070
Berlin,5,10779,Penzberger Straße,,Point(13.342464 52.491163),cinema,52.491163,13.342464,Guckkasten,guckkasten,,,,wikidata,"Penzberger Straße 5, 10779 Berlin","Penzberger Straße 5, 10779 Berlin",,Q47035072
Berlin,119,10783,Potsdamer Straße,,Point(13.36279 52.498785),cinema,52.498785,13.36279,Heine-Lichtspiele,heine-lichtspiele,,,,wikidata,"Potsdamer Straße 119, 10783 Berlin","Potsdamer Straße 119, 10783 Berlin",,Q47035073
Berlin,11,10829,Kolonnenstraße 10-,,Point(13.344305 52.501741),cinema,52.501741,13.344305,Insel-Lichtspiele,insel-lichtspiele,,,,wikidata,"Kolonnenstraße 10–11, 10829 Berlin","Kolonnenstraße 10-11, 10829 Berlin",,Q47035076
Berlin,10,10781,Goltzstraße 9-,,Point(13.353572 52.491739),cinema,52.491739,13.353572,Kammer-Lichtspiele,kammer-lichtspiele,,,,wikidata,"Goltzstraße 9–10, 10781 Berlin","Goltzstraße 9-10, 10781 Berlin",,Q47035087
Berlin,124,10783,Potsdamer Straße,,Point(13.362273 52.499563),cinema,52.499563,13.362273,"Kinematographentheater, Potsdamer Straße",kinematographentheater-potsdamer-stra-e,,,,wikidata,"Potsdamer Straße 124, 10783 Berlin","Potsdamer Straße 124, 10783 Berlin",,Q47035090
Berlin,18,10829,Kolonnenstraße,,Point(13.363819 52.484932),cinema,52.484932,13.363819,Königsspiele,k-nigsspiele,,,,wikidata,"Kolonnenstraße 18, 10829 Berlin","Kolonnenstraße 18, 10829 Berlin",,Q47035093
Berlin,99,10783,Bülowstraße,,Point(13.360658 52.497859),cinema,52.497859,13.360658,Lichtspielhaus Bülowstraße,lichtspielhaus-b-lowstra-e,,,,wikidata,"Bülowstraße 99, 10783 Berlin","Bülowstraße 99, 10783 Berlin",,Q47035847
Berlin,18,10827,Hauptstraße,,Point(13.356632 52.486946),cinema,52.486946,13.356632,Luna-Lichtspiele,luna-lichtspiele,,,,wikidata,"Hauptstraße 18, 10827 Berlin","Hauptstraße 18, 10827 Berlin",,Q47035849
Berlin,13,10777,Martin-Luther-Straße,,Point(13.346465 52.498368),cinema,52.498368,13.346465,Luther-Lichtspiele,luther-lichtspiele,,,,wikidata,"Martin-Luther-Straße 13, 10777 Berlin","Martin-Luther-Straße 13, 10777 Berlin",,Q47035853
Berlin,146,10783,Potsdamer Straße,,Point(13.361381 52.497301),cinema,52.497301,13.361381,Menschners Reise-Lichtspiele,menschners-reise-lichtspiele,,,,wikidata,"Potsdamer Straße 146, 10783 Berlin","Potsdamer Straße 146, 10783 Berlin",,Q47035886
Berlin,19,10825,Meraner Straße,,Point(13.338963 52.485965),cinema,52.485965,13.338963,Meraner Lichtspiele,meraner-lichtspiele,,,,wikidata,"Meraner Straße 19, 10825 Berlin","Meraner Straße 19, 10825 Berlin",,Q47035888
Berlin,1,10823,Vorbergstraße,,Point(13.358071 52.488853),cinema,52.488853,13.358071,Notausgang,notausgang,,,,wikidata,"Vorbergstraße 1, 10823 Berlin","Vorbergstraße 1, 10823 Berlin",,Q47036013
Berlin,116,10827,Hauptstraße,,Point(13.349579 52.482111),cinema,52.482111,13.349579,Odeon,odeon,Yorck Kinogruppe,,,wikidata,"Hauptstraße 116, 10827 Berlin","Hauptstraße 116, 10827 Berlin",,Q47036016
Berlin,180,10783,Potsdamer Straße,,Point(13.360605 52.493868),cinema,52.493868,13.360605,Odeon-Lichtspiele,odeon-lichtspiele,,,,wikidata,"Potsdamer Straße 180, 10783 Berlin","Potsdamer Straße 180, 10783 Berlin",,Q47036022
Berlin,37,10783,Bülowstraße,,Point(13.364992 52.496533),cinema,52.496533,13.364992,Olympia-Lichtspiele,olympia-lichtspiele,,,,wikidata,"Bülowstraße 37, 10783 Berlin","Bülowstraße 37, 10783 Berlin",,Q47036024
Berlin,1,10825,Meraner Straße,,Point(13.339717 52.48804),cinema,52.48804,13.339717,Olympia-Theater,olympia-theater,,,,wikidata,"Meraner Straße 1, 10825 Berlin","Meraner Straße 1, 10825 Berlin",,Q47036135
Berlin,36,10827,Hauptstraße,,Point(13.352251 52.484684),cinema,52.484684,13.352251,Palast-Theater,palast-theater,,,,wikidata,"Hauptstraße 36, 10827 Berlin","Hauptstraße 36, 10827 Berlin",,Q47036144
Berlin,1,12157,Dürerplatz,,Point(13.341171 52.469248),cinema,52.469248,13.341171,Palette-Filmtheater,palette-filmtheater,,,,wikidata,"Dürerplatz 1, 12157 Berlin","Dürerplatz 1, 12157 Berlin",,Q47036151
Berlin,24,10783,Bülowstraße,,Point(13.36159546 52.49758182),cinema,52.49758182,13.36159546,Pamet-Lichtspiele,pamet-lichtspiele,,,,wikidata,"Bülowstraße 24, 10783 Berlin","Bülowstraße 24, 10783 Berlin",,Q47036166
Berlin,139,10827,Hauptstraße,,Point(13.355685 52.485072),cinema,52.485072,13.355685,Passage-Theater,passage-theater,,,,wikidata,"Hauptstraße 139, 10827 Berlin","Hauptstraße 139, 10827 Berlin",,Q47036184
Berlin,20,10827,Hauptstraße,,Point(13.356306 52.486533),cinema,52.486533,13.356306,Prinzeß-Lichtspiele,prinze-lichtspiele,,,,wikidata,"Hauptstraße 20, 10827 Berlin","Hauptstraße 20, 10827 Berlin",,Q47036198
Berlin,30,10777,Martin-Luther-Straße,,Point(13.345802 52.495563),cinema,52.495563,13.345802,Savoy-Lichtspiele,savoy-lichtspiele,,,,wikidata,"Martin-Luther-Straße 30, 10777 Berlin","Martin-Luther-Straße 30, 10777 Berlin",,Q47036204
Berlin,123,10827,Hauptstraße 122-,,Point(13.35094 52.482791),cinema,52.482791,13.35094,Schloßbrauerei-Lichtspiele,schlo-brauerei-lichtspiele,,,,wikidata,"Hauptstraße 122–123, 10827 Berlin","Hauptstraße 122-123, 10827 Berlin",,Q47036294
Berlin,19a,10789,Tauentzienstraße,,Point(13.339968 52.502573),cinema,52.502573,13.339968,Tauentzien-Tageskino,tauentzien-tageskino,,,,wikidata,"Tauentzienstraße 19a, 10789 Berlin","Tauentzienstraße 19a, 10789 Berlin",,Q47036396
Berlin,7,10783,Goebenstraße,,Point(13.363703 52.493663),cinema,52.493663,13.363703,"Thalia-Theater, Goebenstraße",thalia-theater-goebenstra-e,,,,wikidata,"Goebenstraße 7, 10783 Berlin","Goebenstraße 7, 10783 Berlin",,Q47036519
Berlin,49,10827,Hauptstraße,,Point(13.348667 52.482403),cinema,52.482403,13.348667,Titania,titania,,,,wikidata,"Hauptstraße 49, 10827 Berlin","Hauptstraße 49, 10827 Berlin",,Q47036535
Berlin,11,10827,Hauptstraße,,Point(13.359358 52.488928),cinema,52.488928,13.359358,Tonburg,tonburg,,,,wikidata,"Hauptstraße 11, 10827 Berlin","Hauptstraße 11, 10827 Berlin",,Q47036544
Berlin,144,10827,Hauptstraße,,Point(13.356035 52.485586),cinema,52.485586,13.356035,Turma-Flora-Filmtheater,turma-flora-filmtheater,,,,wikidata,"Hauptstraße 144, 10827 Berlin","Hauptstraße 144, 10827 Berlin",,Q47036565
Berlin,57,10777,Motzstraße,,Point(13.340189 52.495003),cinema,52.495003,13.340189,Victoria-Filmtheater,victoria-filmtheater,,,,wikidata,"Motzstraße 57, 10777 Berlin","Motzstraße 57, 10777 Berlin",,Q47036594
Berlin,5,10777,Viktoria-Luise-Platz,,Point(13.341476 52.49623347),cinema,52.49623347,13.341476,Viktoria-Luise-Lichtspiele,viktoria-luise-lichtspiele,,,,wikidata,"Viktoria-Luise-Platz 5, 10777 Berlin","Viktoria-Luise-Platz 5, 10777 Berlin",,Q47036597
Berlin,22,10787,Kleiststraße,,Point(13.344305 52.501741),cinema,52.501741,13.344305,Wittenberg-Kino,wittenberg-kino,,,,wikidata,"Kleiststraße 22, 10787 Berlin","Kleiststraße 22, 10787 Berlin",,Q47036603
Berlin,7a,10789,Tauentzienstraße,,Point(13.339992 52.503293),cinema,52.503293,13.339992,Wochenschau am Tauentzien,wochenschau-am-tauentzien,,,,wikidata,"Tauentzienstraße 7a, 10789 Berlin","Tauentzienstraße 7a, 10789 Berlin",,Q47036607
Berlin,5 / 6,10827,Kolonnenstraße / ,,Point(13.359281 52.486306),cinema,52.486306,13.359281,Xenon,xenon,,,,wikidata,"Kolonnenstraße 5/6, 10827 Berlin","Kolonnenstraße 5/6, 10827 Berlin",http://www.xenon-kino.de/,Q47036615
Berlin,181,12099,Tempelhofer Damm,,Point(13.38508132 52.4603956),cinema,52.4603956,13.38508132,"Berliner Theater, Tempelhofer Damm",berliner-theater-tempelhofer-damm,,,,wikidata,"Tempelhofer Damm 181, 12099 Berlin","Tempelhofer Damm 181, 12099 Berlin",,Q47042808
Berlin,21,12099,Bacharacher Straße,,Point(13.41681108 52.46300393),cinema,52.46300393,13.41681108,Berolina,berolina,,,,wikidata,"Bacharacher Straße 21, 12099 Berlin","Bacharacher Straße 21, 12099 Berlin",,Q47042840
Berlin,11,10965,Columbiadamm 9-,,Point(13.391455 52.484717),cinema,52.484717,13.391455,Columbia,columbia,,,,wikidata,"Columbiadamm 9-11, 10965 Berlin","Columbiadamm 9-11, 10965 Berlin",,Q47042869
Berlin,17,12099,Alt-Tempelhof,,Point(13.386266 52.465362),cinema,52.465362,13.386266,Dorfeck-Kurfürst-Lichtspiele,dorfeck-kurf-rst-lichtspiele,,,,wikidata,"Alt-Tempelhof 17, 12099 Berlin","Alt-Tempelhof 17, 12099 Berlin",,Q47042903
Berlin,183,12099,Tempelhofer Damm,,Point(13.38508132 52.4603956),cinema,52.4603956,13.38508132,"Kinematographentheater, Tempelhofer Damm",kinematographentheater-tempelhofer-damm,,,,wikidata,"Tempelhofer Damm 183, 12099 Berlin","Tempelhofer Damm 183, 12099 Berlin",,Q47043712
Berlin,183,12099,Friedrich-Wilhelm-Straße,,Point(13.38508132 52.4603956),cinema,52.4603956,13.38508132,"Kinematographentheater, Friedrich-Wilhelm-Straße",kinematographentheater-friedrich-wilhelm-stra-e,,,,wikidata,"Friedrich-Wilhelm-Straße 183, 12099 Berlin","Friedrich-Wilhelm-Straße 183, 12099 Berlin",,Q47043823
Berlin,2,12101,Tempelhofer Damm,,Point(13.385555 52.483992),cinema,52.483992,13.385555,Korso-Lichtspiele,korso-lichtspiele,,,,wikidata,"Tempelhofer Damm 2, 12101 Berlin","Tempelhofer Damm 2, 12101 Berlin",,Q47044072
Berlin,46,12103,Manteuffelstraße,,Point(13.376999 52.459339),cinema,52.459339,13.376999,Luxor-Palast,luxor-palast,,,,wikidata,"Manteuffelstraße 46, 12103 Berlin","Manteuffelstraße 46, 12103 Berlin",,Q47044078
Berlin,59,12103,Alt-Tempelhof,,Point(13.37843 52.465741),cinema,52.465741,13.37843,TeFi Filmtheater,tefi-filmtheater,,,,wikidata,"Alt-Tempelhof 59, 12103 Berlin","Alt-Tempelhof 59, 12103 Berlin",,Q47044087
Berlin,3,12103,Friedrich-Karl-Straße 1-,,Point(13.383399 52.455648),cinema,52.455648,13.383399,Tivoli,tivoli,,,,wikidata,"Friedrich-Karl-Straße 1-3, 12103 Berlin","Friedrich-Karl-Straße 1-3, 12103 Berlin",,Q47044113
Berlin,124,12099,Tempelhofer Damm,,Point(13.384932 52.468279),cinema,52.468279,13.384932,Union-Theater,union-theater,,,,wikidata,"Tempelhofer Damm 124, 12099 Berlin","Tempelhofer Damm 124, 12099 Berlin",,Q47044153
Berlin,32,10969,Alte Jakobstraße 30-,,Point(13.4009142 52.5056929),cinema,52.5056929,13.4009142,Central-Theater,central-theater,,,,wikidata,"Alte Jakobstraße 30-32, 10969 Berlin","Alte Jakobstraße 30-32, 10969 Berlin",,Q15616624
Berlin,5,10245,Laskerstraße,,Point(13.46583333 52.50166667),cinema,52.50166667,13.46583333,Zukunft am Ostkreuz,zukunft-am-ostkreuz,,,,wikidata,"Laskerstraße 5, 10245 Berlin","Laskerstraße 5, 10245 Berlin",http://zukunft-ostkreuz.de/,Q15855822
,,,,,Point(13.38198889 52.50506667),cinema,52.50506667,13.38198889,Deutschlandhaus,deutschlandhaus,,,,wikidata,,,,Q20825901
Berlin,126,10999,Dresdener Straße,,Point(13.4308614 52.4952683),cinema,52.4952683,13.4308614,Babylon Kreuzberg,babylon-kreuzberg,Yorck Kinogruppe,,,wikidata,"Dresdener Straße 126, 10999 Berlin","Dresdener Straße 126, 10999 Berlin",http://www.yorck.de/,Q27973374
Berlin,22,10961,Blücherstraße,,Point(13.3984857 52.4941136),cinema,52.4941136,13.3984857,Blücher-Lichtspiele,bl-cher-lichtspiele,,,,wikidata,"Blücherstraße 22, 10961 Berlin","Blücherstraße 22, 10961 Berlin",,Q47125887
Berlin,20,10997,Zeughofstraße,,Point(13.43328 52.50023),cinema,52.50023,13.43328,Kino Eiszeit,kino-eiszeit,,,,wikidata,"Zeughofstraße 20, 10997 Berlin","Zeughofstraße 20, 10997 Berlin",http://eiszeit.berlin/,Q47126040
Berlin,86,10965,Yorckstraße,,Point(13.38514219 52.49282981),cinema,52.49282981,13.38514219,Yorck,yorck,Yorck Kinogruppe,,,wikidata,"Yorckstraße 86, 10965 Berlin","Yorckstraße 86, 10965 Berlin",https://yorck.de/kinos/yorck,Q47126371
Berlin,2,10969,Segitzdamm / Oranienplatz,,Point(13.4145736 52.5017414),cinema,52.5017414,13.4145736,fsk - Kino am Oranienplatz,fsk-kino-am-oranienplatz,,,,wikidata,"Segitzdamm 2 / Oranienplatz, 10969 Berlin","Segitzdamm 2 / Oranienplatz, 10969 Berlin",https://fsk-kino.peripherfilm.de/,Q47126528
Berlin,20,10999,Wiener Straße,,Point(13.4287413 52.49742),cinema,52.49742,13.4287413,fsk,fsk,,,,wikidata,"Wiener Straße 20, 10999 Berlin","Wiener Straße 20, 10999 Berlin",,Q47126595
Berlin,19,10961,Baerwaldstraße 18-,,Point(13.40164 52.49245),cinema,52.49245,13.40164,Palladium-Lichtspiele,palladium-lichtspiele,,,,wikidata,"Baerwaldstraße 18–19, 10961 Berlin","Baerwaldstraße 18-19, 10961 Berlin",,Q47155279
Berlin,70,10961,Baerwaldstraße 69-,,Point(13.40532 52.49564),cinema,52.49564,13.40532,Park-Lichtspiele,park-lichtspiele,,,,wikidata,"Baerwaldstraße 69–70, 10961 Berlin","Baerwaldstraße 69-70, 10961 Berlin",,Q47155300
Berlin,109,10961,Bergmannstraße,,Point(13.3880444 52.4901425),cinema,52.4901425,13.3880444,Allotria-Lichtspiele,allotria-lichtspiele,,,,wikidata,"Bergmannstraße 109, 10961 Berlin","Bergmannstraße 109, 10961 Berlin",,Q47155304
Berlin,7,10961,Bergmannstraße 5-,,Point(13.3886518 52.4893692),cinema,52.4893692,13.3886518,Rivoli-Palast,rivoli-palast,,,,wikidata,"Bergmannstraße 5–7, 10961 Berlin","Bergmannstraße 5-7, 10961 Berlin",,Q47155305
Berlin,12,10961,Blücherstraße,,Point(13.3961655 52.4955309),cinema,52.4955309,13.3961655,Lichtspiele Südwest,lichtspiele-s-dwest,,,,wikidata,"Blücherstraße 12, 10961 Berlin","Blücherstraße 12, 10961 Berlin",,Q47155309
Berlin,5 / 5a / 1,,Belle-Alliance-Straße /  / Teltower Straße,,Point(13.3886913 52.496421),cinema,52.496421,13.3886913,Filmpalast Kammersäle,filmpalast-kammers-le,,,,wikidata,"Belle-Alliance-Straße 5/5a / Teltower Straße 1, Berlin","Belle-Alliance-Straße 5/5a / Teltower Straße 1, Berlin",,Q47155310
Berlin,125,10999,Dresdner Straße,,Point(13.41657 52.50076),cinema,52.50076,13.41657,Kellerkino,kellerkino,,,,wikidata,"Dresdner Straße 125, 10999 Berlin","Dresdner Straße 125, 10999 Berlin",,Q47155316
Berlin,10,10969,Friedrichstraße,,Point(13.3916638 52.5012404),cinema,52.5012404,13.3916638,Vitascope–Theater,vitascope-theater,,,,wikidata,"Friedrichstraße 10, 10969 Berlin","Friedrichstraße 10, 10969 Berlin",,Q47155331
Berlin,209,10969,Friedrichstraße,,Point(13.3902616 52.5069517),cinema,52.5069517,13.3902616,City,city,,,,wikidata,"Friedrichstraße 209, 10969 Berlin","Friedrichstraße 209, 10969 Berlin",,Q47155334
Berlin,22,10969,Friedrichstraße,,Point(13.391139 52.503297),cinema,52.503297,13.391139,Bioscope-Theater,bioscope-theater,,,,wikidata,"Friedrichstraße 22, 10969 Berlin","Friedrichstraße 22, 10969 Berlin",,Q47155339
Berlin,226,10969,Friedrichstraße,,Point(13.39109 52.50349),cinema,52.50349,13.39109,"Kinematographentheater, Friedrichstraße 226",kinematographentheater-friedrichstra-e-226,,,,wikidata,"Friedrichstraße 226, 10969 Berlin","Friedrichstraße 226, 10969 Berlin",,Q47155343
Berlin,233,10969,Friedrichstraße,,Point(13.39008 52.50265),cinema,52.50265,13.39008,Helios,helios,,,,wikidata,"Friedrichstraße 233, 10969 Berlin","Friedrichstraße 233, 10969 Berlin",,Q47155346
Berlin,46,10969,Friedrichstraße,,Point(13.390389 52.5075295),cinema,52.5075295,13.390389,Parade-Theater,parade-theater,,,,wikidata,"Friedrichstraße 46, 10969 Berlin","Friedrichstraße 46, 10969 Berlin",,Q47155348
Berlin,21,10967,Graefestraße,,Point(13.4168584 52.4922573),cinema,52.4922573,13.4168584,Filmbühne Graefestraße,filmb-hne-graefestra-e,,,,wikidata,"Graefestraße 21, 10967 Berlin","Graefestraße 21, 10967 Berlin",,Q47155374
Berlin,57,10965,Großbeerenstraße,,Point(13.38335 52.49241),cinema,52.49241,13.38335,1. Berliner Kinomuseum,1-berliner-kinomuseum,,,,wikidata,"Großbeerenstraße 57, 10965 Berlin","Großbeerenstraße 57, 10965 Berlin",,Q47155376
Berlin,13,10967,Hasenheide,,Point(13.4213306 52.4875389),cinema,52.4875389,13.4213306,Kliems Festsäle,kliems-fests-le,,,,wikidata,"Hasenheide 13, 10967 Berlin","Hasenheide 13, 10967 Berlin",,Q47155387
Berlin,31,10967,Hasenheide 28-,,Point(13.4172885 52.4878852),cinema,52.4878852,13.4172885,Capitol,capitol,,,,wikidata,"Hasenheide 28–31, 10967 Berlin","Hasenheide 28-31, 10967 Berlin",,Q47155389
Berlin,52,10967,Hasenheide,,Point(13.41038 52.48941),cinema,52.48941,13.41038,Hofjäger-Lichtspiele,hofj-ger-lichtspiele,,,,wikidata,"Hasenheide 52, 10967 Berlin","Hasenheide 52, 10967 Berlin",,Q47155391
Berlin,54,10967,Hasenheide,,Point(13.409935 52.488941),cinema,52.488941,13.409935,Sputnik Kino,sputnik-kino,,,,wikidata,"Hasenheide 54, 10967 Berlin","Hasenheide 54, 10967 Berlin",,Q47155393
Berlin,1,10997,Köpenicker Straße,,Point(13.4415284 52.5015244),cinema,52.5015244,13.4415284,Maxim-Lichtspiele,maxim-lichtspiele,,,,wikidata,"Köpenicker Straße 1, 10997 Berlin","Köpenicker Straße 1, 10997 Berlin",,Q47155396
Berlin,14,10997,Köpenicker Straße,,Point(13.43735 52.50384),cinema,52.50384,13.43735,Stella-Palast,stella-palast,,,,wikidata,"Köpenicker Straße 14, 10997 Berlin","Köpenicker Straße 14, 10997 Berlin",,Q47155399
Berlin,3,10967,Kottbuser Damm 2-,,Point(13.41773 52.4984),cinema,52.4984,13.41773,Eden-Palast,eden-palast,,,,wikidata,"Kottbuser Damm 2–3, 10967 Berlin","Kottbuser Damm 2-3, 10967 Berlin",,Q47155412
Berlin,6,10999,Kottbusser Straße,,Point(13.4185 52.49789),cinema,52.49789,13.4185,BBB,bbb,,,,wikidata,"Kottbusser Straße 6, 10999 Berlin","Kottbusser Straße 6, 10999 Berlin",,Q47155413
