id,name,artwork_type,artist_name,street,neighborhood_id,district_id,postal_code,material,start_date,image,wikidata,wikimedia_commons,latitude,longitude
3707252527,lukas der lokomotivführer,sculpture,,,0401,11004004,,,,,,,52.5047851,13.3150183
3711007085,junger arbeiter,statue,christa sammler,,0302,11003003,,,,,Q111142712,"category:junger arbeiter (christa sammler, berlin-weißensee)",52.5557264,13.4625287
3713588210,through the looking glass,mural,ute lindner,,0401,11004004,,,,,,,52.5052299,13.3223327
3769770470,klinker-widder,statue,,,0402,11004004,,,,,Q114815571,,52.4870909,13.3035943
3781928047,pan mit doppelflöte,sculpture,ursula hanke-förster,,0604,11006006,,bronze,1962,,Q78358252,,52.4251071,13.2576046
3783466951,schwermütige frauen,sculpture,gottlieb elster,,0604,11006006,,copper,,https://commons.wikimedia.org/wiki/file:gottlieb_elster_-_mutter_erde_fec.jpg,,,52.4270384,13.2644785
3786417057,quadriga mit victoria,statue,johann gottfried schadow,,0101,11001001,,,1793,,,,52.51627,13.3777021
3812670240,skulpturengarten im avk,sculpture,,,0701,11007007,,,,,Q2293079,,52.4643053,13.3461441
3817568959,lebensfreude,relief,karl blümel,,0910,11009009,,sandstone;granite,1989,,,,52.440117,13.593739
3830247505,quelle (fluss stationen),sculpture,susanne specht,,0104,11001001,,,,,Q110518833,category:quellstein (susanne specht),52.5061827,13.3513236
3830247506,wasserstein (fluss stationen),sculpture,susanne specht,,0104,11001001,,stone,,,,,52.5067251,13.350077
3830247507,wassertor (fluss stationen),sculpture,susanne specht,,0104,11001001,,,,,Q110517852,category:wassertor (susanne specht),52.5072177,13.3487943
3875090305,kunstaustellungsraum björn saul,,björn saul,,0901,11009009,,,,,,,52.4898944,13.4491905
3900580951,skulptur für götz friedrich,sculpture,günther uecker,,0401,11004004,,bronze,2008,https://commons.wikimedia.org/wiki/file:denkmal_bismarckstr_35_(charl)_g%c3%b6tz_friedrich2.jpg,Q121379250,category:skulptur für götz friedrich (günther uecker),52.5120508,13.3088998
4010287438,der betrachter,sculpture,frank dornseif,,1005,11010010,,steel,1996,https://commons.wikimedia.org/wiki/file:riesaer_str_hellersdorf_2012-02-16_ama_fec_(2).jpg,Q108537805,category:der betrachter (frank dornseif),52.5297925,13.6245661
4010288621,der zeichner,sculpture,frank dornseif,,1005,11010010,,steel,1995,https://commons.wikimedia.org/wiki/file:skulptur_der_zeichner_berlin_1v2.jpg,Q108537843,category:der zeichner (frank dornseif),52.5299004,13.6235737
4066032465,mädchen mit apfel,sculpture,christa sammler,,1103,11011011,,bronze,,,Q111143531,"category:mädchen mit apfel (christa sammler, berlin-lichtenberg)",52.5173182,13.5018801
4066702539,lichtenberg um 1780,mural,,,1103,11011011,,,,,,,52.5162765,13.4938738
4066901416,homunkulus,statue,,,1103,11011011,,concrete,,https://commons.wikimedia.org/wiki/file:skulptur_bornitzstr_101_(liber)_homunkulus.jpg,Q118955043,"category:homunkulus (bornitzstraße, berlin-lichtenberg)",52.5205973,13.4958492
4097937029,offene berührung,sculpture,volkmar haase,,0507,11005005,,steel,,,Q116888253,"category:offene berührung (evangelisches johannesstift berlin, volkmar haase)",52.5693298,13.1953794
4097937034,samariterbrunnen,sculpture,rolf fässer,,0507,11005005,,,1999,https://commons.wikimedia.org/wiki/file:samariterbrunnen_rolf_f%c3%a4sser.jpg,Q123183254,category:samariterbrunnen (rolf fässer),52.5696928,13.1948469
4113586957,das ding,sculpture,susanne riée,,0402,11004004,,,1968,https://commons.wikimedia.org/wiki/file:susanne_ri%c3%a9e_-_das_ding_01.jpg,Q110801565,,52.4844982,13.3224662
4127536100,woge auf kyanit,sculpture,volkmar haase,,0507,11005005,,,,,Q116887279,,52.5682672,13.1930908
4127536107,waage,sculpture,volkmar haase,,0507,11005005,,steel,,,Q116884365,"category:woge mit zwei kugeln (evangelisches johannesstift berlin, volkmar haase)",52.5691885,13.194593
4127743696,liebespaar,sculpture,,,1004,11010010,,,,,Q108537197,,52.5139325,13.6075369
4161683990,dead chicken alley,graffiti,,,0101,11001001,,,,,,,52.5243118,13.4022758
4161715190,cosmonaut,mural,victor ash,,0202,11002002,,,2007,file:astronaut (dsc 5138) (15473672695).jpg,Q18915993,category:astronaut cosmonaut,52.499737,13.4229655
4224142271,pyramide,sculpture,josef erben,,0401,11004004,,,1987,,Q110965650,,52.5016097,13.3193556
4228609162,fischotter mit fisch,sculpture,august gaul,,0607,11006006,,,,https://commons.wikimedia.org/wiki/file:brunnen_colomierstr_3_%28wanns%29_fischotter%26august_gaul%261897.jpg,,,52.4287677,13.1652224
4266970499,nie wieder krieg,painting,studentenwohnheim,,0106,11001001,,,,,,,52.5390107,13.375053
4267824687,venus und amor,sculpture,peter christian breuer,,0909,11009009,,bronze,1925,,Q109998987,file:2010-11-12 berlin-oberschoenweide frau und amor - ama fec (1).jpg,52.4640781,13.518326
4329788962,spiel mit marionette,sculpture,joachim schmettau,,0401,11004004,,,1984,,,,52.5048226,13.3364182
4329873408,berlin,sculpture,eduardo chillida,,0104,11001001,,,2000-10,https://photos.app.goo.gl/dtms5lytr7u29x4o7,Q67080041,category:berlin by chillida,52.5202262,13.3704874
4353173360,löwenkämpfer,statue,,,0101,11001001,,,,https://photos.app.goo.gl/vrkcscgzjxfwywpt7,Q23954878,"category:löwenkämpfer (berlin, altes museum)",52.5191258,13.3988586
4353173363,amazone zu pferde,statue,,,0101,11001001,,,,https://photos.app.goo.gl/fujgt4nvqkbww64xa,Q24036911,"category:amazone zu pferde (berlin, altes museum)",52.5192739,13.3992475
4355240540,kissenbrunnen (plastik),sculpture,karol broniatowski,,0310,11003003,,"bronze,_beton",,https://commons.wikimedia.org/wiki/file:frzbuchholz_kissenbrunnen_hugenottenplatz_01.jpg,Q121338084,category:kissenbrunnen (karol broniatowski),52.606841,13.4209033
4356365064,große laufende,sculpture,jürgen pansow,,1102,11011011,,,,,Q109681103,,52.4832254,13.530824
4363579605,diana mit windhunden,sculpture,walter schott,,0106,11001001,,bronze,,,Q27926535,category:volkspark humboldthain rosengarten jagende nymphe,52.5477323,13.3866571
4381117835,bisonbulle,statue,dietrich rohde,,1101,11011011,,bronze,1961,,Q112965661,,52.4957774,13.5250466
4405706315,tanzende berolina,sculpture,axel anklam,,0101,11001001,,,2004,https://upload.wikimedia.org/wikipedia/commons/2/2c/berlin%2c_hausvogteiplatz%2c_tanzende_berolina_von_axel_anklam.jpg,Q110253191,category:tanzende berolina by axel anklam,52.5128504,13.3969722
4418569518,o. t.,sculpture,pomona zipser,,0202,11002002,,,1999..2000,,Q115990146,category:ohne titel (pomona zipser),52.5069302,13.3974918
4424580724,heinrich heine,sculpture,carin kreuzberg,,0101,11001001,,,,,Q109654973,file:carin_kreuzberg_heinrich_heine_berlin.jpg,52.5108268,13.4158759
4433469471,grasendes fohlen,statue,renée sintenis,,0702,11007007,,bronze,1929,,Q117837922,,52.4715435,13.3328196
4461609447,walfisch,sculpture,charles willard moore,,1202,11012012,,steel,,,Q115009921,,52.5909897,13.2808761
4478911669,heinrich bettkober,statue,,,0101,11001001,,,,,,file:skulptur linienstr 14 (mitte) friedrich wilhelm i-heinrich bettkober-.jpg,52.5269019,13.4144815
4509204917,the missing house,,christian boltanski,,0101,11001001,,,,,Q116729863,,52.5249966,13.3988702
4515284485,the wings,sculpture,daniel libeskind,,0503,11005005,,,,,Q110270861,category:wing (daniel libeskind),52.5375395,13.2641354
4532944244,säulenreihe,sculpture,karol broniatowski,,0802,11008008,,concrete,1992,,Q123414346,file:skulptur parchimer allee 109 (britz) kolonnaden&karol broniatowski&1992.jpg,52.4454649,13.4421285
4532944245,ontologia,sculpture,demetros anastasatos,,0802,11008008,,,,,Q111279934,,52.445277,13.4418813
4532944246,time-line,sculpture,matthias hollefreund,,0802,11008008,,steel,,,Q136440943,,52.4448718,13.4426433
4552073711,atelier am ziegenhof,,,,0401,11004004,,,,,,,52.5145745,13.2904028
4559858218,apostel jakobus,statue,emil hopfgarten,,0202,11002002,,,1844,file:st-jacobi-kirche berlin statue.jpg,Q123224425,category:james the great statue (emil hopfgarten),52.5045722,13.4065983
4595203770,okazi gallery,,,,1112,11011011,,,,,,,52.5027456,13.4793799
4664961670,drei mädchen und ein knabe,statue,wilfried fitzenreiter,,0101,11001001,,,,file:drei mädchen ein knabe (1).jpg,Q54945892,category:drei mädchen und ein knabe by wilfried fitzenreiter,52.5200544,13.4015202
4706621002,mutter mit kind,statue,manfred strehlau,,1101,11011011,,kunststein,1986,https://commons.wikimedia.org/wiki/file:2010-4-26_f%27felde_fec_ama.b_837.jpg,Q115476079,category:mutter mit kind (manfred strehlau),52.5073299,13.5120584
4710054535,die allegorie der wissenschaft,sculpture,albert wolff,,0101,11001001,,,,file:allegorie der wissenschaft-.jpg,Q110206261,category:allegorie der wissenschaft (albert wolff),52.5171037,13.407707
4710105245,"klio, muse der geschichte",sculpture,albert wolff,,0101,11001001,,,,file:klio_vorne.jpg,Q110206189,category:klio (albert wolff),52.5166014,13.4074062
4716554877,die sonnenanbeterin,statue,eberhard bachmann,,1110,11011011,,,,,Q107498083,category:die sonnenanbeterin,52.5482789,13.4868539
4718572712,elegie,statue,evgenia usimova,,1110,11011011,,,,,Q107484855,category:elegie (evgenia usimova),52.5489882,13.4864711
4729017885,segelflieger,statue,fritz ritter,,0301,11003003,,bronze,,https://commons.wikimedia.org/wiki/file:ritterplastiksegelfliegersyringenplatz_-_1.jpeg,Q110995479,category:segelflieger by fritz ritter,52.5344364,13.4579243
4729090317,große liegende,statue,,,1111,11011011,,,,,Q108635508,"category:große liegende (siegfried krepp, berlin-fennpfuhl)",52.5313195,13.4753259
4729095883,poetische stimmung,statue,anton ratio - rumänien 1987,,1111,11011011,,,,,Q108643052,category:poetische stimmung (anton ratiu),52.5275621,13.4760163
4729112926,zwei,statue,mohamed mustafa ali -syrien 1987,,1111,11011011,,,,,Q108641552,category:zwei (mohamed mustafa ali),52.5284174,13.4731271
4729112927,junges paar,statue,jürgen raue ddr 1987,,1111,11011011,,,,,Q108637996,category:junges paar (jürgen raue),52.5289657,13.4737849
4729112932,felicia,statue,janos seregi - ungarn 1987,,1111,11011011,,stone,,https://fennpfuhl.digital/img/statue/felicitas.jpg.webp,Q108632756,category:felicia (józsef seregi),52.5281423,13.4727556
4729112934,zwiesprache,statue,jürgen pansow ddr 1987,,1111,11011011,,stone,,,Q111152722,category:zwiesprache (jürgen pansow),52.5291444,13.4741472
4730391751,siegerin,statue,,,0405,11004004,,,,,Q109911077,,52.5205014,13.2417341
4730391752,zehnkämpfer,statue,,,0405,11004004,,,,,Q109907305,,52.5207604,13.2414986
4730392865,ruhender athlet,statue,georg kolbe,,0405,11004004,,bronze,1936,https://commons.wikimedia.org/wiki/file:skulptur_jahnplatz_(westend)_ruhender_athlet%26georg_kolbe%261936.jpg,Q109911550,,52.520287,13.2400071
4730399170,stier,statue,,,0405,11004004,,,,,Q115707660,,52.5198514,13.2399123
4730399172,kuh,statue,adolf strübe,,0405,11004004,,bronze,1936,,Q115707752,,52.5200829,13.2396845
4738072904,orpheus mit tieren,sculpture,ernst herter,,0105,11001001,,sandstone,1902,,Q114809870,"category:statue of orpheus, eckernförder platz (berlin-wedding)",52.5413581,13.3370477
4744975873,stehender jüngling,sculpture,michael kamprath (1918-1997),,0401,11004004,,,,https://photos.app.goo.gl/5n1ou7kvxlt1kw5y9,,,52.5220219,13.3024784
4749256052,zwei fohlen,sculpture,heinrich drake,,0909,11009009,,bronze,1936,,Q112842595,category:two foals (heinrich drake),52.4645482,13.5476639
4749370560,bärenmutter mit kind,sculpture,,,0909,11009009,,sandstone,1930,,,,52.4649662,13.5223483
4749370562,eule,sculpture,unknown,,0909,11009009,,sandstone,,,Q115691855,,52.4647108,13.5414555
4749370563,wilde pferde,sculpture,joost van der velden,,0910,11009009,,bronze,2007,,Q115866007,"category:wilde pferde (schlossplatz, berlin-köpenick)",52.4447686,13.5742642
4749370564,trauernde,sculpture,fritz cremer,,0903,11009009,,granite; sandstone,1948,,Q109539998,category:die trauernde (fritz cremer),52.4605926,13.4936192
4749370565,drei männer,sculpture,gil topaz,,0910,11009009,,"iron, cement, marble dust",2002,,,,52.4709466,13.5649261
4749370566,wäscherin,sculpture,hans-peter goettsche,,0910,11009009,,bronze,1970,,Q110209646,"category:die wäscherin (goettsche, berlin)",52.4526028,13.5747585
4749370568,weiblicher akt,sculpture,karl trumpf,,0909,11009009,,bronze,1930,,,file:statue fontanestr 15 (obers) weiblicher akt&karl trumpf&1930.jpg,52.4658044,13.5174901
4756073350,junge pferde,statue,heinrich drake,,0912,11009009,,bronze,1956,,,,52.4389005,13.7208069
4756073352,visionen,sculpture,karl hillert,,0912,11009009,,steel,2007,,,,52.438508,13.7207969
4758045501,bauarbeiter,sculpture,gerhard thieme,,0101,11001001,,bronze,1968,,Q110160304,category:bauarbeiter (gerhard thieme),52.5254862,13.4132794
4761971608,erdkugel,sculpture,axel und cornelia schulz,,0909,11009009,,bronze,1980,,,,52.4626805,13.5497697
4762786036,badende,statue,walter lerche,,0910,11009009,,bronze,1955,,Q109814226,,52.4154014,13.5998064
4770676796,ballon,mural,jim avignon,,1202,11012012,,,2020,,Q111660935,"category:mural (jim avignon, artpark tegel)",52.5773499,13.2768746
4770687344,face time,mural,various & gould,,0101,11001001,,,2015,https://commons.wikimedia.org/wiki/file:wandmalerei_heinrich-heine-str_73_(mitte)_face_time%26various_gould%262015.jpg,Q121221759,,52.5058794,13.4121529
4770687345,unter der hand,mural,case maclaim,,0101,11001001,,,2014,file:graffiti_berlin.jpg,Q113578738,category:unter der hand (case maclaim),52.5113262,13.4161827
4789620838,skulptur mitwelt,,,,0309,11003003,,,,,Q107992516,,52.6356927,13.4990838
4791590563,rosseführer,statue,joseph wackerle,,0405,11004004,,,,,Q116971898,,52.5145629,13.236713
4791590564,rosseführer,statue,joseph wackerle,,0405,11004004,,,,,Q116971898,,52.5142554,13.2367779
4818863759,lebe im ganzen,sculpture,adolph diesterweg,,0101,11001001,,,,https://photos.app.goo.gl/dxamxmc4fdymeevv7,Q111008665,file:berlin denkmal diesterweg.jpg,52.5213232,13.4004082
4818864902,amazone zu pferde,statue,louis tuaillon,,0101,11001001,,bronze,1985,file:sculpture in front of the neues museum.jpg,Q20925508,category:amazone zu pferde (berlin-tiergarten),52.5204188,13.3980879
4820651702,cannon,installation,,,1205,11012012,,,,,,,52.6590871,13.2843005
4820651703,cannon,installation,,,1205,11012012,,,,,,,52.6590836,13.284404
4828970445,morgendämmerung nr. 1,sculpture,berto lardera,,0103,11001001,,steel,,"https://commons.wikimedia.org/wiki/file:berto_ladera,_morgend%c3%a4mmerung_nr._1_(1958),_berlin-hansaviertel.jpg",Q110861774,,52.5167122,13.3424842
4834215021,brust oder keule,,,,0301,11003003,,,,,,,52.5349581,13.4348713
4834844147,silberfisch im englischen garten,sculpture,alfred trenkel,,0104,11001001,,marble,1955,,Q111969447,category:silberfisch (alfred trenkel),52.5173363,13.3464677
4842240633,karpfenjule,sculpture,peter dietzsch,,0902,11009009,,bronze,1998,,Q115857353,,52.4836726,13.4799385
4848984608,geschwister,sculpture,theo balden,,0911,11009009,,bronze,1974,file:friedrichshagen_müggelpark_skulptur_mutter_mit_kind.jpg,,,52.445077,13.6274346
4852417933,venus-statue,statue,,,0401,11004004,,bronze,,https://photos.app.goo.gl/nf1rx4waj5gxmkpba,Q109806526,,52.5252718,13.2930483
4865097815,ziegen,sculpture,stephan horota,,0301,11003003,,bronze,,,Q135513393,file:skulptur ziegen thomas-mann-straße berlin-prenzlauer berg.jpg,52.5419545,13.4489336
4868547737,riesen-picknicktisch,sculpture,daan den houter,,0101,11001001,,,,file:picknicktisch high tea table daan den houter niederländische botschaft klosterstraße berlin-mitte 03.jpg,Q123329594,"category:high tea table (dutch embassy, berlin-mitte)",52.5150323,13.4120184
4876669036,lesser,sculpture,olaf nicolai,,0401,11004004,,,,,Q123301665,"file:skulptur ""lesser"" von olaf nicolai vor dem hotel upper west (2017), kantstraße 163-165, berlin-charlottenburg.jpg",52.505037,13.3333536
4902348071,gegen die strömung,sculpture,eduard habicher,,0101,11001001,,steel,,,Q119699839,file:gegen_die_stroemung_(eduard_habicher)_-_988-870-(118).jpg,52.5143836,13.4125652
4902348072,differenzierte berührung,sculpture,volkmar haase,,0101,11001001,,metal,,file:volkmar_haase_-_differenzierte_berührung.jpg,Q116942797,,52.513928,13.4150733
4909071162,postschneckenstele,sculpture,nikolaus bode,,1001,11010010,,"sandstein,_bronze",1989,https://commons.wikimedia.org/wiki/file:stelevoreastgatebusbahnhofmarzahn_-_3.jpeg,Q28192927,category:postschneckenstele,52.5427878,13.5431695
4909155615,studie zu goethes farbenlehre,mural,lothar gericke,,1001,11010010,,,1999,,Q119496109,category:studie zu goethes farbenlehre (lothar gericke),52.5707105,13.5720542
4909164843,"stehender, sitzende, liegende",statue,sylvia hagen,,1001,11010010,,bronze,1989,https://commons.wikimedia.org/wiki/file:plastikenbadendemehrowerallee_-_1.jpeg,Q108732889,"category:stehender, sitzende, liegende (sylvia hagen)",52.5570278,13.5549134
4909294931,denkmal für die erbauer marzahns,statue,"karl hillert, karl-günter möpert",,1001,11010010,,bronze,1988,https://commons.wikimedia.org/wiki/file:marzahner_promenade_marzahn_110408_ama_fec_(1).jpg,Q109681236,category:denkmal für die erbauer marzahns,52.5443238,13.54833
4910460734,frau,statue,karl lemke,,1101,11011011,,stone,1980,https://commons.wikimedia.org/wiki/file:baikalstr_volkradstr_berlin-frf_052-103.jpg,Q115476723,"category:female nude (volkradpassage, berlin-friedrichsfelde)",52.5001708,13.5053103
4910460735,mutter mit kind,statue,,,1101,11011011,,bronze,,https://commons.wikimedia.org/wiki/file:skulptur_mutter_mit_kind_volkradstra%c3%9fe_berlin-friedrichsfelde_02.jpg,Q115475573,"category:mother with child (volkradstraße, berlin-friedrichsfelde)",52.5000841,13.5054357
4912915065,stadtzeichen,sculpture,otto herbert hajek,,0401,11004004,,,,,Q49665085,category:stadtzeichen,52.5090131,13.3292213
4913486506,löwe mit jungen schlägt schlange,statue,albert wolff,,0102,11001001,,bronze,,,Q115926053,category:löwe mit jungen schlägt schlange (albert wolff),52.5257005,13.351661
4916158390,werner steinbrink,statue,siegfried wehrmeister,,1001,11010010,,,,,,category:werner steinbrinck,52.5473922,13.5502059
4916223578,der schreitende,statue,rolf biebl,,0307,11003003,,bronze,1987,https://bildhauerei-in-berlin.de/wp-content/uploads/38b1cb3c-1827-4d4a-80e6-8ec2e6e0de8c.jpg,Q115626743,,52.5591776,13.4132798
4916242745,anmerkung,sculpture,eduard habicher,,0101,11001001,,steel,,,Q117321035,file:anmerkung (eduard habicher) - 1014-896-(118).jpg,52.5115904,13.4045356
4926288193,vegetative plastik i,sculpture,bernhard heiliger,,0103,11001001,,,,,,,52.5171273,13.3427374
4928770540,der kampf,statue,rudolf schweinitz,,0104,11001001,,,,,Q112116786,category:the fight (rudolf schweinitz),52.5167168,13.3615097
4928770541,der verwundete krieger,statue,ludwig brodwolf,,0104,11001001,,,,,Q112116788,category:the wounded soldier (ludwig brodwolf),52.516654,13.3617052
4928770542,die glückliche heimkehr des kriegers,statue,alexander calandrelli,,0104,11001001,,,,,Q112116781,category:homecoming of the soldier (alexander calandrelli),52.5164984,13.3615677
4928770543,abschied des kriegers von seiner familie,statue,hermann wittig,,0104,11001001,,,,,Q112116782,category:soldiers farewell (hermann wittig),52.5165664,13.3613592
4940562172,parodia,sculpture,eduard habicher,,0101,11001001,,,,file:parodia (eduard habicher) - 1015-897-(118).jpg,Q117322420,,52.5121634,13.4074382
4941891932,"der mensch, das maß aller dinge",mural,walter womacka,,0101,11001001,,,2013-10-15,file:wandmosaik womacka der mensch das mass aller-dinge.jpg,Q127947019,"category:der mensch, das maß aller dinge (walter womacka)",52.5141554,13.4014435
4968514797,löwe,statue,august gaul,,0101,11001001,,bronze,1904,,Q25212621,"category:""löwe"" (august gaul)",52.5202376,13.3985728
4968514798,bogenspannerin,sculpture,ferdinand lepcke,,0101,11001001,,bronze,1905,,Q109954666,category:bogenspannerin (berlin-mitte),52.5205624,13.3992943
4968514799,der sämann,sculpture,constantin meunier,,0101,11001001,,bronze,,file:museumsinsel berlin kolonnadenhof 7.jpg,Q1197240,category:der sämann (frankfurt am main),52.5206529,13.3976836
4968514800,große wäscherin,sculpture,auguste renoir,,0101,11001001,,bronze,1917,,Q25352156,category:the monument (atelier van lieshout),52.5207223,13.3991978
4968514801,herkules mit dem nemeischen löwen,sculpture,max klein,,0101,11001001,,bronze,1879,file:herkules mit dem nemeischen löwen von max klein - 01.jpg,Q24977020,category:herkules mit dem nemeïschen löwen (max klein),52.5205738,13.3979291
4968514802,gerettet,sculpture,adolf brütt,,0101,11001001,,bronze,1887,,Q28007035,category:gerettet (berlin),52.5204754,13.3995087
4968514803,centaur und nymphe,sculpture,reinhold begas,,0101,11001001,,bronze,1881..1886,"file:berlin, mitte, museumsinsel, alte nationalgalerie, kentaur mit nymphe von reinhold begas.jpg",Q24971191,category:kentaur und nymphe in berlin-mitte,52.52095,13.3987948
4969171249,der rhein,statue,rudolf schweinitz,,0104,11001001,,,,https://photos.app.goo.gl/qr8qvhrvztve2thj7,Q112115062,,52.5169632,13.3590342
4969171250,die elbe,statue,alexander calandrelli,,0104,11001001,,,,https://photos.app.goo.gl/zjvtp75jn3bqsnxd8,Q112115050,,52.5169332,13.3592154
4969171251,die oder,statue,rudolf schweinitz,,0104,11001001,,,,https://photos.app.goo.gl/cdrdxpvb7jtvmnlg9,Q112115014,,52.5169755,13.3594299
4969171252,die weichsel,statue,august wittig,,0104,11001001,,,,https://photos.app.goo.gl/rasjdoyjngcrczhh6,Q112115064,,52.5170518,13.3595181
4973929342,diana,sculpture,reinhold felderhoff,,0101,11001001,,bronze,1910,file:museumsinsel berlin kolonnadenhof 5.jpg,Q24039656,category:diana (berlin-mitte),52.5201086,13.3985806
4973929343,hunne zu pferde,statue,erich hösel,,0101,11001001,,bronze,1895,,Q24037779,category:hunne zu pferde,52.5210891,13.3987254
4983466522,wir sind das volk,sculpture,rolf biebl,,0102,11001001,,,2009,https://photos.app.goo.gl/kwzzehgghfzbfvsk7,Q114878383,category:wir sind das volk (rolf biebl),52.5227331,13.3474939
4986780891,mutter und kind,statue,theo balden,,0101,11001001,,bronze,1965,https://commons.wikimedia.org/wiki/file:skulptur_klosterstr_73a_(mitte)_mutter_und_kind_theo_balden_1965.jpg,Q111148896,"category:mutter mit kind (theo balden, berlin-mitte)",52.5182729,13.4129623
4994262216,skulptur,sculpture,hans uhlmann (1900-1975),,0401,11004004,,steel,1961,https://commons.wikimedia.org/wiki/file:deutsche_oper_berlin_skulptur.jpg,Q110726719,category:skulptur vor der deutschen oper,52.5118932,13.3081782
5001666725,auferstehender,statue,fritz cremer,,0101,11001001,,bronze,1983,https://commons.wikimedia.org/wiki/file:skulptur_klosterstr_73a_(mitte)_auferstehender_fritz_cremer_1983.jpg,Q109500731,category:auferstehender,52.5184135,13.412195
5001666726,radiator,sculpture,borgman; lenk,,0101,11001001,,,,,,,52.5183556,13.4124584
5027992479,hektor köpf skulptur,sculpture,markus lüpertz,,0101,11001001,,bronze,,https://photos.app.goo.gl/qnk7jxywtwhrocdl9,Q113563005,file:skulptur am kupfergraben (mitte) hektor&markus lüpertz&2014.jpg,52.5221357,13.3936873
5062065442,frau mit schwan,statue,rené graetz,,1101,11011011,,bronze,1974,https://photos.app.goo.gl/xuyyjo2e3bagqgqm7,Q109677536,file:skulptur r-graetz berlin-frf 171-276.jpg,52.4938502,13.499736
5062598424,riehmers hofgartensäule,sculpture,gerson fehrenbach,,0202,11002002,,bronze,1986,,Q116458267,file:skulptur hagelberger str 9 (kreuz) riehmers hofgartensäule&gerson fehrenbach&1986.jpg,52.492219,13.3846356
5073608681,head over heels,sculpture,wolfgang stübner,,1110,11011011,,,,,Q118261737,category:head over heels (wolfgang stübner),52.5351055,13.5051864
5088929024,dorfkirche marienfelde,sculpture,,,0909,11009009,,,,,,,52.4678442,13.5277086
5088929025,wasserwerk friedrichshagen,sculpture,,,0909,11009009,,,,,,,52.4675243,13.5273189
5088929026,rathaus köpenick,sculpture,,,0909,11009009,,,,,,,52.4676007,13.5273661
5088929027,schloss königs-wusterhausen,sculpture,,,0909,11009009,,,,,,,52.4676853,13.5272247
5088929028,kloster neuzelle,sculpture,,,0909,11009009,,,,,,,52.4676458,13.5269629
5088929029,bismarckturm,sculpture,,,0909,11009009,,,,,,,52.4673458,13.5286513
5088929030,humboldt-bibliothek,sculpture,,,0909,11009009,,,,,,,52.467495,13.5280949
5088929031,grunewaldturm,sculpture,,,0909,11009009,,,,,,,52.467836,13.5279367
5088929032,fortunaportal,sculpture,,,0909,11009009,,,,,,,52.4680129,13.5279207
5088929033,alexandrowka,sculpture,,,0909,11009009,,,,,,,52.467958,13.5280276
5088929034,kaiser-wilhelm-gedächtniskirche,sculpture,,,0909,11009009,,,,,,,52.4677545,13.5278753
5088929035,britzer mühle,sculpture,,,0909,11009009,,,,,,,52.4677488,13.5275765
5088929036,howoge niedrigenergiehaus,sculpture,,,0909,11009009,,,,,,,52.4675253,13.5275091
5088929037,schloss friedrichsfelde,sculpture,,,0909,11009009,,,,,,,52.4674714,13.5274595
5088929038,parkbühne wuhlheide,sculpture,,,0909,11009009,,,,,,,52.4675119,13.5274023
5088929039,schloss reichenow,sculpture,,,0909,11009009,,,,,,,52.4673499,13.5274107
5088929040,alter dorfkern,sculpture,,,0909,11009009,,,,,,,52.4673674,13.5276505
5088929041,fürstenberg/bredereiche,sculpture,,,0909,11009009,,,,,,,52.4671733,13.5280456
5088929042,deutsch-französisches volksfest,sculpture,,,0909,11009009,,,,,,,52.4673978,13.5279345
5088929043,schloss oranienburg orangerie,sculpture,,,0909,11009009,,,,,,,52.4673479,13.5280554
5088929044,schloss rheinsberg,sculpture,,,0909,11009009,,,,,,,52.4672689,13.5282624
5088929045,dorfkirche christdorf,sculpture,,,0909,11009009,,,,,,,52.4672292,13.5286686
5088929046,kloster stift,sculpture,,,0909,11009009,,,,,,,52.467355,13.5284838
5088929060,schloss köpenick,sculpture,,,0909,11009009,,,,,,,52.4676519,13.5274208
5088929061,u-bahnhof wittenbergplatz,sculpture,,,0909,11009009,,,,,,,52.4677083,13.5278096
5088929062,rathaus spandau,sculpture,,,0909,11009009,,,,,,,52.4676007,13.5281732
5088929063,pergamonmuseum,sculpture,,,0909,11009009,,,,,,,52.4675196,13.5279822
5088929065,frankfurter tor,sculpture,,,0909,11009009,,,,,,,52.4675012,13.52768
5088929066,jüdisches museum berlin,sculpture,,,0909,11009009,,,,,,,52.4675986,13.5277271
5088929067,reichstag,sculpture,,,0909,11009009,,,,,,,52.4676201,13.5280284
5088929068,zitadelle spandau,sculpture,,,0909,11009009,,,,,,,52.4676273,13.5283247
5088929069,glienicker brücke,sculpture,,,0909,11009009,,,,,,,52.4679083,13.5278652
5088929070,staatstheater cottbus,sculpture,,,0909,11009009,,,,,,,52.4678088,13.5269831
5118129278,interbau-freiplastik,sculpture,hans uhlmann,,0103,11001001,,,,,Q110727641,category:interbau-freiplastik (hans uhlmann),52.5179537,13.3428227
5140418371,hand mit uhr,sculpture,joachim schmettau,,0103,11001001,,bronze,1975,,Q15112130,category:hand mit uhr (joachim schmettau),52.5191616,13.3397835
5157157140,liegende weibliche figur,sculpture,alfredo ceschiatti,,0103,11001001,,bronze,,file:skulptur altonaer str 14 (hansa) liegende&alfredo ceschiatti&1958.jpg,Q110153225,category:liegende (alfredo ceschiatti),52.5178712,13.3438601
5161529452,phönix,sculpture,bernd wilhelm blank,,0402,11004004,,metal,,https://commons.wikimedia.org/wiki/file:infotafel_bundesplatz_berlin.jpg,Q111239354,,52.4789743,13.328607
