id,name,house_number,street,neighborhood_id,district_id,postal_code,website,opening_hours,wheelchair,fee,latitude,longitude
6110920627,art nova,98,pestalozzi straße,0401,11004004,10625,https://www.artnova.berlin/,,no,,52.5075557,13.316661
6255854695,galerie im turm,1,,0201,11002002,10243,,mo-su 10:00-20:00,yes,False,52.5164408,13.4527125
6258313118,state studio,3,haupt straße,0701,11007007,10827,,"tu-fr 12:00-19:00; sa,su 12:00-17:00",yes,,52.4900883,13.3595903
6276841961,panke.gallery,23,gericht straße,0106,11001001,13347,,we-sa 15:00-19:00,no,False,52.5451004,13.3742433
6289073093,von racknitz + baer,18,wiener straße,0202,11002002,10999,,,,,52.4976773,13.430532
6292209891,zönotéka,54,hobrecht straße,0801,11008008,12047,,th-sa 15:00-18:00,,,52.4919564,13.425693
6303268164,kreuzberg pavillon,53,naunyn straße,0202,11002002,10999,https://kreuzbergpavillon.tumblr.com/,,no,False,52.502382,13.4182678
6355366085,palaispopulaire,5,unter den linden,0101,11001001,10117,https://palaispopulaire.db.com,"mo,we,fr-su 11:00-18:00; th 11:00-21:00; tu closed",,False,52.5171465,13.3961451
6415198022,raab galerie,81,goethe straße,0401,11004004,,https://raab-galerie.de/,,limited,False,52.5087459,13.3214605
6441040985,x lane,154,reichenberger straße,0202,11002002,10999,,,,,52.4979881,13.4243424
6568352468,galerie minimal,57,mittenwalder straße,0202,11002002,10961,,,no,,52.4939405,13.3973536
6604720255,gregor podnar,110,alt moabit,0102,11001001,10559,,,no,,52.5240988,13.3510939
6728666235,mclaughlin,32,linien straße,0101,11001001,10178,https://www.mclaughlingalerie.com/de,,,False,52.5280593,13.4108807
6788159718,galerie mensing,169,friedrich straße,0101,11001001,10117,https://www.galerie-mensing.de/galleries/galerie-mensing-berlin,,,False,52.5148704,13.3889613
6804241939,zebrapony,18,barta straße,0801,11008008,12055,http://www.zebrapony.de/,,,,52.4741391,13.450805
6895858797,druckbarwedding,60,gericht straße,0106,11001001,,https://druckbarwedding.com/,"""öffnung nach telefonischer absprache""",limited,False,52.5442808,13.3711125
6918675059,world in a room,7,brunhild straße,0701,11007007,10829,https://www.worldinaroom.de/,"fr 14:00-18:00, sa 14:00-17:00",,,52.4863151,13.3642272
6939878354,institut für alles mögliche,18,acker straße,0101,11001001,10115,,,,,52.5314368,13.3970128
7012086014,mojavari,2,koppen platz,0101,11001001,10115,,,no,,52.5276106,13.3980372
7041632031,drj art projects,60,leber straße,0701,11007007,10829,https://drj-art-projects.com/tag/gegenwart/,sa 14:00-19:00,,False,52.4816191,13.3612584
7047205009,chaussee 36,36,chaussee straße,0101,11001001,10115,https://www.chaussee36.photography/,off,no,,52.5332467,13.3800353
7082622446,läkemäker galerie,17,schwedter straße,0301,11003003,10119,,"th-fr 14:00-18:00; sa 11:00-14:00 || unknown ""und nach telefonischer vereinbarung auch gerne außerhalb der öffnungszeiten """,no,False,52.5341944,13.4087899
7095890398,galerie hitoart,51,greifswalder straße,0301,11003003,10405,https://www.hitoart.com,,limited,False,52.5373064,13.4348212
7169300370,galerie 165,165,danziger straße,0301,11003003,10407,,mo-th 09:30-18:00; fr 09:30-15:00,limited,,52.5332694,13.4399053
7194124806,druckgraphik-atelier,3,dietrich bonhoeffer straße,0301,11003003,10407,,mo 16:00-18:30; tu 18:00-22:00,yes,False,52.534853,13.4330162
7246050188,paulo ventura,,katzbach straße,0202,11002002,10965,,,limited,False,52.4898401,13.376484
7261241882,objets cherchés,,oker straße,0801,11008008,12049,,"""nach vereinbarung""",,False,52.4739804,13.4256867
7279416464,galerie süssholz,20,schliemann straße,0301,11003003,10437,,,,,52.5443461,13.4205639
7279475156,museum of future,25,schliemann straße,0301,11003003,10437,,mo-su 16:00-00:30,,False,52.5451341,13.4209859
7279913649,luisa catucci,,aller straße,0801,11008008,12049,,,,,52.4747274,13.4239623
7291141419,axel peters,,leine straße,0801,11008008,12049,,,,False,52.4734038,13.4269419
7590566061,crystal ball,,schönlein straße,0202,11002002,10967,,,no,,52.4922114,13.420944
7590566062,the window of modern art,,schönlein straße,0202,11002002,10967,,,,,52.4923102,13.4210091
7590593335,whitegrid,,graefe straße,0202,11002002,10967,,,,,52.4931206,13.4180295
7633023880,galerie gelbe tonne,9,otawi straße,0105,11001001,13351,,,no,False,52.5553253,13.3415206
7707089562,borch gallery,79,goethe straße,0401,11004004,10623,,tu-fr 11:00-16:00,,,52.5087697,13.3209965
7710147764,galerie eigen+art,26,august straße,0101,11001001,10117,,tu-sa 11:00-18:00,no,,52.5270045,13.3971881
7817068930,hegenbarth sammlung schaudepot,38,laubacher straße,0402,11004004,14197,,"we 12:00-17:00; ph,sh off || ""nach vereinbarung""",,False,52.474165,13.3199297
7844126105,galerie bottega barone,38,lützow straße,0104,11001001,10785,,mo-fr 15:00-18:00,,,52.5044141,13.3593582
7903412080,transferteam,40,horst weg,0401,11004004,14059,,,,,52.5116685,13.2943422
7932307104,galerie nagel draxler,2/4,weydinger straße,0101,11001001,10178,https://nagel-draxler.de,,yes,False,52.5261251,13.4117877
7932307105,nagel draxler kabinett,33,rosa luxemburg straße,0101,11001001,10178,,,yes,False,52.5260792,13.4116075
8064034288,pirco.berlin & gallery'ish,69,eisenacher straße,0701,11007007,10823,,"""by appointment""",,,52.4860694,13.3514936
8092436965,galerie düesberg,12a,lausitzer platz,0202,11002002,10997,,,,False,52.500861,13.4315396
8092507862,designat,2,oudenarder straße,0105,11001001,13347,,,,False,52.5535943,13.3650627
8118755960,diekleinegalerie,21,goßler straße,0702,11007007,12161,https://www.diekleinegalerie-berlin.de/,"we,fr 15:00-18:00; sa 11:00-14:00",no,False,52.4693008,13.3250315
8151807717,galerie judin,83,potsdamer straße,0104,11001001,10785,,"tu-sa 11:00-18:00 || ""oder nach vereinbarung""",,,52.5021869,13.3652994
8245118494,licht atelier + galerie,17,möckern kiez,0202,11002002,10963,,,,False,52.4928178,13.3777547
8264929383,kunsthaus der achim freyer stiftung,53,kadetten weg,0602,11006006,12205,,,,,52.4360266,13.2987431
8458516904,lite-haus,4,maresch straße,0801,11008008,12055,,tu-sa 13:00-19:00,limited,,52.4741375,13.451784
8655633879,art claims impulse,86,markgrafen straße,0202,11002002,10969,,,,,52.5034984,13.3947318
8755180767,autonomous forest / terra0.org,42/44,schudoma straße,0801,11008008,12055,,,,,52.4739017,13.4504951
8762013606,d/b33-galerie,,gardeschützen weg,0602,11006006,12203,https://www.db33-galerie.de/,"""nach vereinbarung""",,,52.4470187,13.3070724
9052671144,sp2,2,schiller promenade,0801,11008008,12049,,,,,52.4782999,13.4213282
9124468412,art laboratory berlin,,prinzen allee,0106,11001001,13359,,,no,,52.5580057,13.38607
9162840142,leoart,,hoppe straße,1201,11012012,13409,https://www.bilder-in-berlin.de/,,,False,52.5708376,13.3793891
9198286167,atelier und showroom,,schweden straße,0106,11001001,13357,,,no,True,52.5547098,13.3756954
9198286168,eti berlin,,kolonie straße,0106,11001001,13357,,,no,False,52.555442,13.3774053
9198286171,uqbar projektraum,16,schweden straße,0106,11001001,13357,,,yes,,52.5550164,13.3754004
9214922168,nome,,potsdamer straße,0104,11001001,10785,,,,,52.5044497,13.3665611
9221860123,galerie a - der kunstladen,,breite straße,0307,11003003,13187,,tu-fr 14:00-19:00; sa 11:00-15:00,no,False,52.5721039,13.4134793
9307150703,müll museum,39,prinzen allee,0106,11001001,13359,https://muell-museum.de,"""currently only open for workshops""",,,52.5589075,13.3867843
9420865793,nadan,7,meraner straße,0701,11007007,10825,http://nadan.org/,,,,52.4872222,13.3393885
9502948045,galerie smk,28,wittelsbacher straße,0402,11004004,10707,http://www.galeriesmk.de/,sa 15:00-18:00,no,False,52.4945388,13.31319
9509426970,transform galerie,10,pestalozzi straße,0401,11004004,10625,,"mo,we,fr,su,ph off; tu,th,sa 15:00-19:00",no,,52.5077757,13.316861
9517825120,kühlspot social club,74-79,lehder straße,0302,11003003,13086,,,,,52.5504007,13.436534
9553980268,bärenzwinger,,im köllnischen park,0101,11001001,10179,,tu-su 11:00-19:00,yes,False,52.5127915,13.4144578
9573679812,galerie kornfeld,26,fasanen straße,0401,11004004,10719,https://galeriekornfeld.com/,tu-sa 11:00-18:00,,False,52.5014,13.3270023
9631262552,galerie elfriede fechner,11,fechner straße,0402,11004004,10717,,,,False,52.4879528,13.3218877
9633732523,kenkō,47,tucholsky straße,0101,11001001,10117,,tu-sa 11:00-19:00,,,52.5275968,13.3926373
9686177280,galerie kuchling,123,karl marx allee,0201,11002002,10243,,we-fr 14:00-19:00; sa 13:00-18:00,limited,False,52.5169745,13.447752
9690316618,pigasus polish poster music film gallery,,danziger straße,0301,11003003,10435,https://polishpostershop.com/,,,False,52.5395577,13.4203136
9694634633,gr_und,49,see straße,0105,11001001,13347,https://gr-und.com/,we-fr 15:00-19:00; sa 14:00-18:00,yes,,52.5508666,13.3535915
9699851474,artists in progress,8,suarez straße,0401,11004004,14057,https://www.aip-info.com,"th,fr 15:00-19:00; sa 11:00-15:00",,False,52.509409,13.2962695
9782500661,prince11,11,prinzen allee,0106,11001001,13357,,,,,52.5536886,13.383015
9788376956,minimalistix.eu,11,bülow straße,0701,11007007,10783,,,,,52.498471,13.3577265
9794470958,haze gallery,11,bülow straße,0701,11007007,10783,,,,,52.4984477,13.3577777
9849031823,maigalerie,6,tor straße,0101,11001001,10119,https://www.maigalerie.de,we-fr 13:00-18:00; ph off,yes,False,52.5274247,13.4141624
9935547322,kunstbruecke am wildenbruch,,weigand ufer,0801,11008008,12045,https://kunstbruecke-am-wildenbruch.de,we-su 12:00-18:00,no,False,52.4847448,13.44454
10035794568,pharodercks,58,schönhauser allee,0301,11003003,10437,,,limited,,52.5441151,13.4128502
10035829818,kinderkunstgalerie,58A,schönhauser allee,0301,11003003,10437,,tu-fr 14:00-18:00; sa 11:00-17:00,no,False,52.5446552,13.4129967
10107178444,galerie vinogradov,25,chodowiecki straße,0301,11003003,10405,https://eurusart.com,"""nach vereinbarung""",,False,52.5377527,13.4254363
10111146177,galerie im alten zollhaus,529,heer straße,0504,11005005,13593,,"su[1] 14:00 - 17:00 || ""veranstaltungen""",,,52.5229839,13.1478965
10128582978,"erstererster - popup space für kunst, design und neues arbeiten",69,pappel allee,0301,11003003,10437,,,,,52.5448276,13.4161267
10141379702,zozoville,31,simon dach straße,0201,11002002,10245,,mo-su 12:00-19:00,,False,52.5089544,13.4559572
10156230805,caos conzept,105,marchlewski straße,0201,11002002,10243,https://caos-conzept.de/,"""nach vereinbarung, laut website""",no,False,52.5086915,13.4490038
10188746519,galerie robinson,,niebuhr straße,0401,11004004,10629,,,,,52.5043688,13.3167999
10224372984,galerie jf+,,zeltinger platz,1205,11012012,13465,,th 16:00-18:00; fr 14:00-18:00; sa 11:00-15:00,yes,,52.6339917,13.2896266
10248374221,art.salon,,fasanen straße,0402,11004004,10719,,we-sa 12:00-18:00,,False,52.4975665,13.3266441
10300413675,notagallery,124,potsdamer straße,0701,11007007,10783,https://notagallery.de,,,,52.4994431,13.3623392
10307742432,lighthouse berlin,99,revealer straße,0201,11002002,10245,https://lighthouse.berlin,"mo,we-fr 14:00-21:00; sa 12:00-22:00; su 12:00-21:00",,True,52.5069835,13.4533313
10581612331,galerie michael janssen,1,bleibtreu straße,0401,11004004,10623,https://michaeljanssen.gallery,,,,52.5072273,13.3199647
10591311872,gesamtkunstwerk des sozialen,,,0801,11008008,,,,,,52.4829343,13.4287615
10603642459,nüüd.berlin gallery,18,kronen straße,0101,11001001,10117,https://www.xn--nd-xkaa.berlin/,,,,52.5111239,13.3910257
10648363515,kontor,16,leonhardt straße,0401,11004004,14057,https://www.kontor16-berlin.com/,,,,52.5054482,13.2958883
10648363517,frau kette goldschmiede,14,leonhardt straße,0401,11004004,14057,https://www.fraukette.de/,tu-th 11:00-18:00; fr 11:00-19:00; sa 11:00-15:00,,False,52.5058253,13.2959708
10688993805,zemin,3,urban straße,0202,11002002,10961,https://zeminberlin.de,tu-su 16:00-02:00,,False,52.4941264,13.4008282
10708090105,scherben e.v.,61,leipziger straße,0101,11001001,10117,https://www.scherben.in/,fr-su 14:00-18:00,,,52.5111443,13.3951815
10727636442,q gallery,7,großgörschen straße,0701,11007007,10827,https://qgalleryberlin.de,,,False,52.4912929,13.3638872
10731220850,klosterruine berlin,73a,kloster straße,0101,11001001,10179,https://www.klosterruine.berlin/,"may-sep mo-su,ph 10:00-18:00; oct-apr ""special events, exhibition launches / auftaktveranstaltung""",,False,52.5184236,13.4124733
10780033148,ars et musica,,weimarer straße,0401,11004004,10625,https://www.ars-et-musica.de,,no,,52.508298,13.3115125
