id,brand,shop,amenity,operator_original,brand_original,addr:street,addr:housenumber,addr:postcode,level,wheelchair_access,service_copy,service_print,service_app_operated,service_barcode_scanner,service_bluetooth,service_display_operated,service_label_printer,locker_type,service_parcel_mail_in,service_parcel_pickup,note,note_de,description,geometry,latitude,longitude,opening_hours,website,source,last_checked,data_source,operator,district,neighborhood_id,neighborhood
64888570,Deutsche Post,,post_office,Deutsche Post,Deutsche Post,Prerower Platz,1,13051,0,yes,,,,,,,,,,,,,,POINT (13.5071817 52.5646771),52.5646771,13.5071817,Mo-Fr 09:00-18:30; Sa 09:00-12:00,,,,OpenStreetMap,Deutsche Post,Lichtenberg,1109,Neu-Hohenschönhausen
89274887,Deutsche Post,,post_office,Deutsche Post,Deutsche Post,,,,0,no,,,,,,,,,,,,,,POINT (13.4115537 52.5196982),52.5196982,13.4115537,Mo-Fr 09:00-19:00; Sa 09:00-15:00,,,,OpenStreetMap,Deutsche Post,Mitte,0101,Mitte
97877441,Postbank,,post_office,,,Wiltbergstraße,21,13125,,yes,,,,,,,,,,,,,,POINT (13.4938163 52.6357854),52.6357854,13.4938163,"PH,Mo-Su 00:00-24:00",,,,OpenStreetMap,Unknown,Pankow,0309,Buch
251290430,Independent Retailer,,post_office,,,,,,,,,,,,,,,,,,,,,POINT (13.6889878 52.441346),52.441346,13.6889878,,,,,OpenStreetMap,Unknown,Treptow-Köpenick,0912,Rahnsdorf
257705263,Postbank,,post_office,Postbank;Deutsche Post;DHL,,,,,1,yes,,,,,,,,,,,,,,POINT (13.1980106 52.5338083),52.5338083,13.1980106,"Mo-Fr 09:30-18:00; Sa 09:30-17:30; Su,PH off",,,,OpenStreetMap,Deutsche Post,Spandau,0501,Spandau
258888571,Deutsche Post,,post_office,Deutsche Post,Deutsche Post,Wittenberger Straße,76-80,12689,,yes,,,,,,,,,,,,,,POINT (13.5713372 52.5651108),52.5651108,13.5713372,Sa 08:00-12:30; Mo-Fr 08:00-18:00,,,,OpenStreetMap,Deutsche Post,Marzahn-Hellersdorf,1001,Marzahn
259609019,Independent Retailer,,post_office,Deutsche Post,,,,,,yes,,,,,,,,,,,,,,POINT (13.2010183 52.548998),52.548998,13.2010183,"Mo-Fr 10:00-18:30; Sa 10:00-13:00; Su,PH off",,,,OpenStreetMap,Deutsche Post,Spandau,0501,Spandau
268072806,Deutsche Post,,post_office,Deutsche Post,Deutsche Post,,,,,limited,,,,,,,,,,,,,,POINT (13.287191 52.5889268),52.5889268,13.287191,"Mo-Fr 09:00-18:30, Sa 09:00-14:00",,,,OpenStreetMap,Deutsche Post,Reinickendorf,1202,Tegel
269477697,Deutsche Post,,post_office,Deutsche Post,Deutsche Post,Brückenstraße,,10179,,no,,,,,,,,,,,,,,POINT (13.4169551 52.5114603),52.5114603,13.4169551,Mo-Fr 09:00-18:00;Sa 09:00-12:00,,,2015-02-25,OpenStreetMap,Deutsche Post,Mitte,0101,Mitte
270320951,Postbank,,post_office,Deutsche Post,,Kaiser-Wilhelm-Straße,60-62,12247,,yes,,,,,,,,,,,,,,POINT (13.3426964 52.4347533),52.4347533,13.3426964,Mo-Fr 09:00-18:00; Sa 09:00-13:00,,,,OpenStreetMap,Deutsche Post,Steglitz-Zehlendorf,0603,Lankwitz
270766888,Independent Retailer,,post_office,,,,,,,no,,,,,,,,,,,,,,POINT (13.7199883 52.4383621),52.4383621,13.7199883,Mo-Fr 09:00-18:00; Sa 09:00-13:00,,,,OpenStreetMap,Unknown,Treptow-Köpenick,0912,Rahnsdorf
278361796,Postbank,,post_office,Deutsche Post,,,,,,yes,,,,,,,,,,,,,,POINT (13.5226685 52.5133719),52.5133719,13.5226685,Mo-Fr 09:00-18:00; Sa 09:00-12:00,,,,OpenStreetMap,Deutsche Post,Lichtenberg,1101,Friedrichsfelde
292396766,Independent Retailer,,post_office,,,,,,,yes,,,,,,,,,,,,,,POINT (13.4886389 52.6172587),52.6172587,13.4886389,Mo-Sa 10:00-18:30,,,,OpenStreetMap,Unknown,Pankow,0305,Karow
297885281,Independent Retailer,,post_office,,,Hönower Straße,102,12623,,no,,,,,,,,,,,,,,POINT (13.6123814 52.5139735),52.5139735,13.6123814,"Mo-Fr 10:00-18:00, Sa 10:00-12:00; PH off",,,,OpenStreetMap,Unknown,Marzahn-Hellersdorf,1004,Mahlsdorf
304897129,Deutsche Post,,post_office,Deutsche Post,Deutsche Post,Bruno-Taut-Straße,1,12524,,yes,,,,,,,,,,,,,,POINT (13.5721788 52.4126136),52.4126136,13.5721788,Mo-Fr 10:00-18:00; Sa 10:00-14:00,,,,OpenStreetMap,Deutsche Post,Treptow-Köpenick,0908,Bohnsdorf
308811060,Independent Retailer,,post_office,Deutsche Post,,,,,0,yes,,,,,,,,,,,,,,POINT (13.4161206 52.5495837),52.5495837,13.4161206,Mo-Fr 09:00-20:00; Sa 10:00-20:00,,,,OpenStreetMap,Deutsche Post,Pankow,0301,Prenzlauer Berg
322541059,Deutsche Post,,post_office,Deutsche Post,Deutsche Post,Königshorster Straße,150,13439,,yes,,,,,,,,,,,,,,POINT (13.3506157 52.5965584),52.5965584,13.3506157,Mo-Fr 09:00-18:00; Sa 09:00-14:00,,,,OpenStreetMap,Deutsche Post,Reinickendorf,1210,Märkisches Viertel
345546409,Deutsche Post,,post_office,Deutsche Post,Deutsche Post,Bahnhofstraße,33-38,12555,0,yes,,,,,,,,,,,,,,POINT (13.5766157 52.4586959),52.4586959,13.5766157,Mo-Fr 09:00-19:00; Sa 09:30-14:00; PH off,,,,OpenStreetMap,Deutsche Post,Treptow-Köpenick,0910,Köpenick
370131144,Deutsche Post,,post_office,Deutsche Post,Deutsche Post,Steglitzer Damm,24,12169,,yes,,,,,,,,,,,,,,POINT (13.3398208 52.4506878),52.4506878,13.3398208,"Mo-Fr 09:00-19:00, Sa 09:00-16:00",https://standorte.deutschepost.de/Standortsuche?postleitzahl=14163&standorttyp=filialen_verkaufspunkte&lang=de&period=0,,,OpenStreetMap,Deutsche Post,Steglitz-Zehlendorf,0601,Steglitz
481148749,Independent Retailer,,post_office,Deutsche Post,,,,,,yes,,,,,,,,,,,,,,POINT (13.1573476 52.4187952),52.4187952,13.1573476,,,,,OpenStreetMap,Deutsche Post,Steglitz-Zehlendorf,0607,Wannsee
552357265,Deutsche Post,,post_office,"DHL, Postbank, Deutsche Post",,Bernauer Straße,69,13507,,yes,,,,,,,,,,,,,,POINT (13.2839542 52.5754596),52.5754596,13.2839542,"Mo-Fr 09:00-19:00, Sa 08:00-16:00",,,,OpenStreetMap,Deutsche Post,Reinickendorf,1202,Tegel
597557763,PIN Mail,,post_office,PIN AG,,Lindenstraße,32B,12555,,yes,,,,,,,,,,,,,,POINT (13.56951 52.4522325),52.4522325,13.56951,"Mo 08:00-12:00,13:00-16:00; Tu-Fr 08:00-12:00,13:00-18:00; Sa 08:00-13:00",,,,OpenStreetMap,PIN Mail,Treptow-Köpenick,0910,Köpenick
618020076,Kiosk,newsagent,post_office,,k kiosk,Grenzallee,4d,12057,,yes,,,,,,,,,,,,,,POINT (13.4630769 52.469814),52.469814,13.4630769,Mo-Sa 07:00-19:00,,https://standorte.deutschepost.de/LocationDetail?template=locationdetail&standorttyp=filialen_verkaufspunkte&objecttype=branch&objectid=4121151,,OpenStreetMap,Unknown,Neukölln,0801,Neukölln
644659553,Independent Retailer,kiosk,post_office,GLS,,Pankstraße,42,13357,0,no,,,,,,,,,,,Paket Shop ID: 2760190924,,,POINT (13.3788501 52.5504533),52.5504533,13.3788501,Mo-Fr 05:00-20:00; Sa 06:00-20:00; Su 07:00-20:00,,,,OpenStreetMap,GLS,Mitte,0106,Gesundbrunnen
674019820,Kiosk,kiosk,post_office,Deutsche Post,,,,,,limited,,,,,,,,,,,,,,POINT (13.3926865 52.5430615),52.5430615,13.3926865,Mo-Fr 05:00-20:00; Sa 06:00-20:00,,,,OpenStreetMap,Deutsche Post,Mitte,0106,Gesundbrunnen
784381064,Independent Retailer,,post_office,Hermes,Hermes,,,,,limited,,,,,,,,,,,,,,POINT (13.3548466 52.5745377),52.5745377,13.3548466,"Mo-Fr 08:15-13:30,14:00-18:30; Sa 09:30-14:00",,,,OpenStreetMap,Hermes,Reinickendorf,1201,Reinickendorf
945142182,Independent Retailer,kiosk,post_office,Deutsche Post,,,,,,yes,,,,,,,,,,,,,,POINT (13.5389405 52.4210328),52.4210328,13.5389405,,,,,OpenStreetMap,Deutsche Post,Treptow-Köpenick,0906,Altglienicke
1028152134,Independent Retailer,,post_office,,,,,,,yes,,,,,,,,,,,,,,POINT (13.347647 52.4149913),52.4149913,13.347647,,,,,OpenStreetMap,Unknown,Tempelhof-Schöneberg,0705,Marienfelde
1056915626,Deutsche Post,,post_office,Deutsche Post,,Potsdamer Straße,52,14163,,yes,,,,,,,,,,,,,,POINT (13.2589726 52.4350788),52.4350788,13.2589726,"Sa 09:00-14:00; Mo-Th 09:30-18:00; Fr 09:30-14:00; Su,PH off",,,,OpenStreetMap,Deutsche Post,Steglitz-Zehlendorf,0604,Zehlendorf
1066055936,Independent Retailer,,post_office,,,,,,,yes,,,,,,,,,,,,,,POINT (13.4754318 52.5359348),52.5359348,13.4754318,Mo-Fr 08:00-18:00; Sa 08:00-13:00,,,,OpenStreetMap,Unknown,Lichtenberg,1110,Alt-Hohenschönhausen
1068842530,Independent Retailer,,post_office,,,,,,,yes,,,,,,,,,,,,,,POINT (13.2866287 52.4174527),52.4174527,13.2866287,,,,,OpenStreetMap,Unknown,Steglitz-Zehlendorf,0602,Lichterfelde
1119746019,Hermes,,post_office,Hermes,,,,,,yes,,,,,,,,,,,,,,POINT (13.3142288 52.4133804),52.4133804,13.3142288,,,,,OpenStreetMap,Hermes,Steglitz-Zehlendorf,0602,Lichterfelde
1157595126,Postbank,,post_office,Deutsche Post,,,,,,no,,,,,,,,,,,,,,POINT (13.3610124 52.5695204),52.5695204,13.3610124,"Mo 13:00-18:00, Tu-Fr 09:00-18:00; Sa 09:00-14:00",,,,OpenStreetMap,Deutsche Post,Reinickendorf,1201,Reinickendorf
1251071263,Independent Retailer,newsagent,post_office,,,,,,,yes,,,,,,,,,,,,,,POINT (13.4160886 52.5066446),52.5066446,13.4160886,PH off; Mo-Fr 07:00-19:00; Sa 07:00-17:00,,,,OpenStreetMap,Unknown,Mitte,0101,Mitte
1334894394,DHL,,post_office,Mario Heine,DHL,Romain-Rolland-Straße,66,13089,,,,,,,,,,,,,,,,POINT (13.4399318 52.5681909),52.5681909,13.4399318,Mo-Fr 09:00-18:00; Sa 09:00-13:00,,,,OpenStreetMap,Independent Partner,Pankow,0304,Heinersdorf
1336764318,Deutsche Post,,post_office,Deutsche Post,Deutsche Post,,,,,yes,,,,,,,,,,,,,,POINT (13.5879786 52.4416735),52.4416735,13.5879786,Mo-Fr 09:00-19:00; Sa 09:00-14:00; PH off,,,,OpenStreetMap,Deutsche Post,Treptow-Köpenick,0910,Köpenick
1338232283,Postbank,,post_office,Postbank AG,,,,,0,yes,,,,,,,,,,,,,,POINT (13.5222608 52.4974325),52.4974325,13.5222608,Mo-Fr 09:00-18:00; Sa 09:00-12:30; PH off,,,,OpenStreetMap,Deutsche Post,Lichtenberg,1101,Friedrichsfelde
1370144820,Deutsche Post,,post_office,Deutsche Post,Deutsche Post,Frankfurter Allee,73-77,10247,0,yes,,,,,,,,,,,,,,POINT (13.468602 52.515231),52.515231,13.468602,"Mo-Fr 09:00-18:30, Sa 09:30-13:00",,,,OpenStreetMap,Deutsche Post,Friedrichshain-Kreuzberg,0201,Friedrichshain
1385782504,Independent Retailer,,post_office,,,,,,,yes,,,,,,,,,,,,,,POINT (13.3236362 52.5090868),52.5090868,13.3236362,Mo-Fr 13:00-18:30,,,,OpenStreetMap,Unknown,Charlottenburg-Wilmersdorf,0401,Charlottenburg
1490227873,Deutsche Post,,post_office,Deutsche Post,Deutsche Post,Obstallee,28-30,13593,,yes,,,,,,,,,,,,,,POINT (13.1648243 52.5218706),52.5218706,13.1648243,Mo-Fr 09:00-18:00; Sa 09:00-13:00; PH off,,,,OpenStreetMap,Deutsche Post,Spandau,0504,Staaken
1519869624,Deutsche Post,,post_office,Deutsche Post,,,,,,yes,,,,,,,,,,,,,,POINT (13.4469948 52.4367636),52.4367636,13.4469948,Mo-Fr 09:00-18:30; Sa 09:00-13:00,,,,OpenStreetMap,Deutsche Post,Neukölln,0802,Britz
1552575486,Independent Retailer,,post_office,,,Brückenstraße,5-6a,10179,,,,,,,,,,,,,,,,POINT (13.4176257 52.5128124),52.5128124,13.4176257,Mo-Sa 10:00-18:00; PH off,,,,OpenStreetMap,Unknown,Mitte,0101,Mitte
1617243582,Independent Retailer,,post_office,,,,,,,yes,,,,,,,,,,,,,,POINT (13.466216 52.5250711),52.5250711,13.466216,Mo-Fr 09:00-18:00; Sa 09:00-13:00,,,,OpenStreetMap,Unknown,Lichtenberg,1111,Fennpfuhl
1641970531,Postbank,,post_office,Deutsche Post,,Tempelhofer Damm,171-173,12099,,yes,,,,,,,,,,,,,,POINT (13.3853338 52.4617546),52.4617546,13.3853338,Sa 09:00-13:00; Mo-Fr 09:00-18:30,,,,OpenStreetMap,Deutsche Post,Tempelhof-Schöneberg,0703,Tempelhof
1660300165,Postbank,,post_office,Deutsche Post,,,,,,yes,,,,,,,,,,,,,,POINT (13.602865 52.5387081),52.5387081,13.602865,"Mo-Fr 09:00-18:30, Sa 09:00-12:00; PH off",,,,OpenStreetMap,Deutsche Post,Marzahn-Hellersdorf,1005,Hellersdorf
1672551315,Deutsche Post,,post_office,Deutsche Post,,Bölschestraße,117,12587,,no,,,,,,,,,,,,,Postfiliale in Schäfers Post- und Lottoshop,POINT (13.6243324 52.4498642),52.4498642,13.6243324,Mo-Fr 10:00-18:00; Sa 09:00-12:00,https://standorte.deutschepost.de/Standortsuche,,,OpenStreetMap,Deutsche Post,Treptow-Köpenick,0911,Friedrichshagen
1734450896,Independent Retailer,,post_office,,,,,,,no,,,,,,,,,,,,,,POINT (13.397812 52.5902736),52.5902736,13.397812,,,,,OpenStreetMap,Unknown,Pankow,0311,Niederschönhausen
1802756295,Independent Retailer,,post_office,,,Dörpfeldstraße,11,12489,,yes,,,,,,,,,,,,,,POINT (13.5443574 52.4364269),52.4364269,13.5443574,Mo-Fr 09:30-17:30; Sa 10:00-13:00,,,,OpenStreetMap,Unknown,Treptow-Köpenick,0907,Adlershof
1881516186,Deutsche Post,,post_office,Deutsche Post,Deutsche Post,Joachimsthaler Straße,41,10623,,yes,,,,,,,,,,,,,,POINT (13.3319097 52.5048715),52.5048715,13.3319097,Mo 09:30-19:00; Tu-Fr 09:30-18:30; Sa 09:30-14:00,,,,OpenStreetMap,Deutsche Post,Charlottenburg-Wilmersdorf,0401,Charlottenburg
1963129660,Deutsche Post,,post_office,Deutsche Post,Deutsche Post,Hermannstraße,111,12051,,no,,,,,,,,,,,,,,POINT (13.4307313 52.4679454),52.4679454,13.4307313,Mo-Fr 09:00-18:00; Sa 09:30-13:00; Su off,,,,OpenStreetMap,Deutsche Post,Neukölln,0801,Neukölln
2014284804,Independent Retailer,hardware,post_office,Hermes,,,,,,,,,,,,,,,,,,,,POINT (13.5205736 52.4298452),52.4298452,13.5205736,Mo-Fr 10:00-18:00;Sa 10:00-14:00,http://www.regattahandel.de/,,,OpenStreetMap,Hermes,Treptow-Köpenick,0907,Adlershof
2021286592,Kiosk,kiosk,post_office,,DHL,,,,,limited,,,,,,,,,,,,,,POINT (13.3135951 52.4989616),52.4989616,13.3135951,Mo-Fr 08:00-20:00; Sa 08:00-18:00,,,,OpenStreetMap,Unknown,Charlottenburg-Wilmersdorf,0402,Wilmersdorf
2032547417,Kiosk,,post_office,,,Leberstraße,24,10829,,no,,,,,,,,,,,,,,POINT (13.3612903 52.4839559),52.4839559,13.3612903,Mo-Fr 06:00-19:00; Sa 08:00-13:00,,,,OpenStreetMap,Unknown,Tempelhof-Schöneberg,0701,Schöneberg
2046262883,PIN Mail,,post_office,,,Karl-Heinrich-Ulrichs-Straße,11,10785,,yes,,,,,,,,,,,,,,POINT (13.3529111 52.5021696),52.5021696,13.3529111,"Mo 08:00-12:00,13:00-16:00; Tu-Fr 08:00-12:00,13:00-18:00; Sa 08:00-13:00",,,,OpenStreetMap,Unknown,Tempelhof-Schöneberg,0701,Schöneberg
2053207124,Independent Retailer,,post_office,Hermes,Hermes Paketshop,,,,,yes,,,,,,,,,,,,,,POINT (13.3858172 52.4888853),52.4888853,13.3858172,Mo-Fr 09:00-18:00; Sa 10:00-14:00,,,,OpenStreetMap,Hermes,Friedrichshain-Kreuzberg,0202,Kreuzberg
2075875010,Kiosk,,post_office,,,Hermann-Blankenstein-Straße,38,10249,,yes,,,,,,,,,,,,,,POINT (13.4621489 52.5239673),52.5239673,13.4621489,"Mo-Th 09:00-20:00; Fr,Sa 08:00-20:00",,,,OpenStreetMap,Unknown,Pankow,0301,Prenzlauer Berg
2260558395,Independent Retailer,,post_office,Hermes,,,,,,,,,,,,,,,,,,,,POINT (13.2425952 52.4330593),52.4330593,13.2425952,,,,,OpenStreetMap,Hermes,Steglitz-Zehlendorf,0604,Zehlendorf
2322990543,Hermes,,post_office,Hermes Europe,,,,,,,,,,,,,,,,,,,,POINT (13.616877 52.5199928),52.5199928,13.616877,,,,,OpenStreetMap,Hermes,Marzahn-Hellersdorf,1004,Mahlsdorf
2398075984,Independent Retailer,,post_office,,,,,,,no,,,,,,,,,,,,,,POINT (13.4562593 52.4420837),52.4420837,13.4562593,,,,,OpenStreetMap,Unknown,Neukölln,0803,Buckow
2429502439,Independent Retailer,,post_office,,,Gabriel-Max-Straße,4,10245,,yes,,,,,,,,,,,,,Spätverkauf und Postagentur,POINT (13.4583614 52.5101116),52.5101116,13.4583614,Mo-Sa 10:00-17:00; Su off,,Dakota 20,,OpenStreetMap,Unknown,Friedrichshain-Kreuzberg,0201,Friedrichshain
2485492744,DHL,kiosk,post_office,,DHL,Kottbusser Damm,,10967,,limited,,,,,,,,,,,,,,POINT (13.4219892 52.492694),52.492694,13.4219892,,,,,OpenStreetMap,Unknown,Friedrichshain-Kreuzberg,0202,Kreuzberg
2724240147,Independent Retailer,stationery,post_office,,,,,,,yes,,,,,,,,,,,,,,POINT (13.3428175 52.5187292),52.5187292,13.3428175,"Sa 10:00-13:00; Mo,Tu,Th 10:00-18:00; We,Fr 13:00-18:00",,,,OpenStreetMap,Unknown,Mitte,0103,Hansaviertel
2778210536,DHL,,post_office,United Parcel Service,,Alt-Tempelhof,31-33,,,yes,,,,,,,,,,,,,,POINT (13.3833792 52.4654765),52.4654765,13.3833792,Mo-Sa 08:00-20:00,,,,OpenStreetMap,UPS,Tempelhof-Schöneberg,0703,Tempelhof
2834832470,Kiosk,kiosk,post_office,,,Bötzowstraße,36,10407,,no,,,,,,,,,,,,,,POINT (13.4352557 52.5322847),52.5322847,13.4352557,Mo-Fr 09:00-18:00; Sa 09:00-13:00,,Survey,,OpenStreetMap,Unknown,Pankow,0301,Prenzlauer Berg
2868082584,Independent Retailer,,post_office,Deutsche Post,,Ladenstraße,35-36,14169,,,,,,,,,,,,,,,Inside TeleMediaPoint,POINT (13.2531967 52.4500753),52.4500753,13.2531967,Mo-Fr 10:00-18:00; Sa 10:00-15:00,,,,OpenStreetMap,Deutsche Post,Steglitz-Zehlendorf,0604,Zehlendorf
2960514674,Deutsche Post,,post_office,,,,,,,yes,,,,,,,,,,,,,,POINT (13.4203494 52.6075417),52.6075417,13.4203494,Mo-Fr 08:00-20:00; Sa 09:00-20:00,,,,OpenStreetMap,Unknown,Pankow,0310,Französisch Buchholz
3046472102,Postbank,,post_office,Deutsche Post,,,,,1,yes,,,,,,,,,,,,,,POINT (13.4320943 52.4823778),52.4823778,13.4320943,Mo-Fr 10:00-19:00; Sa 10:00-16:00; PH off,https://standorte.deutschepost.de/Standortsuche,,,OpenStreetMap,Deutsche Post,Neukölln,0801,Neukölln
3188602341,Independent Retailer,,post_office,postcon,,Kaiserdamm,29,14057,,,,,,,,,,,,,,,,POINT (13.2799282 52.5101275),52.5101275,13.2799282,,,,,OpenStreetMap,Independent Partner,Charlottenburg-Wilmersdorf,0405,Westend
3333071085,Kiosk,convenience,post_office,,,,,,,,,,,,,,,,,,,,,POINT (13.2349572 52.6078582),52.6078582,13.2349572,Mo-Fr 07:00-18:00; Sa 07:30-13:00,,,,OpenStreetMap,Unknown,Reinickendorf,1204,Heiligensee
3619536287,Independent Retailer,,post_office,Hermes,,,,,,yes,,,,,,,,,,,,,,POINT (13.2372447 52.6200794),52.6200794,13.2372447,Mo-Fr 09:00-20:00; Sa 08:00-18:00,,,,OpenStreetMap,Hermes,Reinickendorf,1204,Heiligensee
3673269309,Independent Retailer,,post_office,,,Sakrower Landstraße,1A,14089,,yes,,,,,,,,,,,,,,POINT (13.1430531 52.4529434),52.4529434,13.1430531,Mo-Fr 09:30-18:30; Sa 09:30-13:00,,,,OpenStreetMap,Unknown,Spandau,0506,Kladow
3842659812,Deutsche Post,,post_office,,,,,,,,,,,,,,,,,,,,,POINT (13.5501366 52.5449746),52.5449746,13.5501366,,,,,OpenStreetMap,Unknown,Marzahn-Hellersdorf,1001,Marzahn
4119774790,DHL,,post_office,,,Provinzstraße,,,,no,,,,,,,,,,,,,,POINT (13.3786637 52.5676599),52.5676599,13.3786637,Mo-Fr 07:00-18:00; Sa 07:00-14:00,,,,OpenStreetMap,Unknown,Reinickendorf,1201,Reinickendorf
4296515828,Independent Retailer,,post_office,Deutsche Post,,,,,,,,,,,,,,,,,,,,POINT (13.5434356 52.40204),52.40204,13.5434356,,,,,OpenStreetMap,Deutsche Post,Treptow-Köpenick,0906,Altglienicke
4316817351,Deutsche Post,,post_office,Deutsche Post,,,,,,yes,,,,,,,,,,,,,,POINT (13.2365302 52.541846),52.541846,13.2365302,"Mo,We,Fr 09:45-13:00, Sa 10:00-12:00, Mo-Fr 14:00-18:00",,,,OpenStreetMap,Deutsche Post,Spandau,0502,Haselhorst
4323171151,Independent Retailer,,post_office,,,Straße Der Pariser Kommune,41,10243,,no,,,,,,,,,,,,,,POINT (13.4402307 52.5164585),52.5164585,13.4402307,,,,,OpenStreetMap,Unknown,Friedrichshain-Kreuzberg,0201,Friedrichshain
4423331984,Independent Retailer,,post_office,,,,,,,yes,,,,,,,,,,,,,,POINT (13.6588336 52.4150998),52.4150998,13.6588336,,,,,OpenStreetMap,Unknown,Treptow-Köpenick,0914,Müggelheim
4464537690,Independent Retailer,,post_office,,,Behrenstraße,29,10117,0,,,,,,,,,,,,,,,POINT (13.3903399 52.5155797),52.5155797,13.3903399,Mo-Fr 07:00-22:00; Sa 08:00-20:00,,,,OpenStreetMap,Unknown,Mitte,0101,Mitte
4513962127,Deutsche Post,,post_office,Deutsche Post,Deutsche Post,,,,1,yes,,,,,,,,,,,,,,POINT (13.3044232 52.5088106),52.5088106,13.3044232,,,,,OpenStreetMap,Deutsche Post,Charlottenburg-Wilmersdorf,0401,Charlottenburg
4520478593,Deutsche Post,,post_office,,Deutsche Post,Petersburger Straße,61,10249,0,no,,,,,,,,,,,,,,POINT (13.4519353 52.5208106),52.5208106,13.4519353,Mo-Fr 10:00-18:00; Sa 10:00-13:00,https://www.deutschepost.de,,,OpenStreetMap,Unknown,Friedrichshain-Kreuzberg,0201,Friedrichshain
4537589635,Deutsche Post,,post_office,,Deutsche Post,Randowstraße,3,13057,,,,,,,,,,,,,,,,POINT (13.5279664 52.566924),52.566924,13.5279664,Mo-Fr 08:00-19:00; Sa 08:00-13:00,,,,OpenStreetMap,Unknown,Lichtenberg,1109,Neu-Hohenschönhausen
4607553084,Independent Retailer,,post_office,Kiosk,,,,,,limited,,,,,,,,,,,,,,POINT (13.3276124 52.5276719),52.5276719,13.3276124,,,,,OpenStreetMap,Independent Partner,Mitte,0102,Moabit
4762523479,Independent Retailer,,post_office,Deutsche Post,Deutsche Post,Müggelschlößchenweg,44,12559,,,,,,,,,,,,,,,,POINT (13.601405 52.440392),52.440392,13.601405,"Mo-Fr 06:00-17:00, Sa 07:00-12:00",,,,OpenStreetMap,Deutsche Post,Treptow-Köpenick,0910,Köpenick
4862561442,Independent Retailer,newsagent,post_office,,,,,,,yes,,,,,,,,,,,,,,POINT (13.4568123 52.5334891),52.5334891,13.4568123,,,,,OpenStreetMap,Unknown,Pankow,0301,Prenzlauer Berg
5042418153,Independent Retailer,,post_office,,,,,,,limited,,,,,,,,,,,,,,POINT (13.2442914 52.6146271),52.6146271,13.2442914,,,,,OpenStreetMap,Unknown,Reinickendorf,1204,Heiligensee
5047369165,Deutsche Post,,post_office,,,Falkenplatz,9A,13505,,yes,,,,,,,,,,,,,,POINT (13.2267748 52.5856164),52.5856164,13.2267748,"Mo-Fr 10:00-13:00, 15:00-18:00; Sa 10:00-13:00; Su,PH off",,,,OpenStreetMap,Unknown,Reinickendorf,1203,Konradshöhe
5153424275,Independent Retailer,kiosk,post_office,,,Wartburgstraße,25,10825,,yes,,,,,,,,,,,,,,POINT (13.3389674 52.4860299),52.4860299,13.3389674,,,,,OpenStreetMap,Unknown,Tempelhof-Schöneberg,0701,Schöneberg
5191726020,Independent Retailer,,post_office,Deutsche Post,,,,,,,,,,,,,,,,,,,,POINT (13.1976208 52.5212709),52.5212709,13.1976208,,,,,OpenStreetMap,Deutsche Post,Spandau,0509,Wilhelmstadt
5502910918,DPD,,post_office,,DPD,Frankfurter Allee,31,10247,,,,,,,,,,,,,,,,POINT (13.4608202 52.5153223),52.5153223,13.4608202,,,,,OpenStreetMap,Unknown,Friedrichshain-Kreuzberg,0201,Friedrichshain
5647743619,Independent Retailer,,post_office,Deutsche Post,,,,,,yes,,,,,,,,,,,,,,POINT (13.3158901 52.4393676),52.4393676,13.3158901,Mo-Fr 09:00-18:00; Sa 09:30-13:00; PH closed,,,,OpenStreetMap,Deutsche Post,Steglitz-Zehlendorf,0602,Lichterfelde
5785192448,Postbank,,post_office,Deutsche Post,,Breite Straße,20,13187,-1,yes,,,,,,,,,,,,,,POINT (13.4035839 52.5698892),52.5698892,13.4035839,Mo-Fr 09:30-18:30; Sa 09:30-14:00,,,,OpenStreetMap,Deutsche Post,Pankow,0307,Pankow
5856191985,DHL,,post_office,K & K Büroservice GmbH,DHL,Jonasstraße,4,10551,,,,,,,,,,,,,,,,POINT (13.3393735 52.5272796),52.5272796,13.3393735,Sa 09:00-18:00; Mo-Fr 09:00-22:00,,,,OpenStreetMap,Independent Partner,Mitte,0102,Moabit
5864239948,Deutsche Post,,post_office,Deutsche Post,,Torweg,148,13591,,,,,,,,,,,,,,,,POINT (13.1319997 52.540692),52.540692,13.1319997,,,,,OpenStreetMap,Deutsche Post,Spandau,0504,Staaken
5922090419,Kiosk,kiosk,post_office,,,,,,,,,,,,,,,,,,,,,POINT (13.4239369 52.5001164),52.5001164,13.4239369,"Mo-Fr 09:00-19:00, Sa 09:00-17:00",,,,OpenStreetMap,Unknown,Friedrichshain-Kreuzberg,0202,Kreuzberg
5945635505,Deutsche Post,,post_office,Deutsche Post,,Hauptstraße,27-29,10827,,yes,,,,,,,,,,,,,,POINT (13.3544066 52.4854838),52.4854838,13.3544066,Mo-Fr 09:00-18:30; Sa 09:00-13:00,,,,OpenStreetMap,Deutsche Post,Tempelhof-Schöneberg,0701,Schöneberg
6071379212,DHL,,post_office,Hermes,Hermes Paketshop,Lückstraße,44,10317,,no,,,,,,,,,,,,,,POINT (13.4943154 52.5007715),52.5007715,13.4943154,"Mo-Fr 09:30-17:30; Sa,Su off",,,,OpenStreetMap,Hermes,Lichtenberg,1112,Rummelsburg
