id,brand,shop,amenity,operator_original,brand_original,addr:street,addr:housenumber,addr:postcode,level,wheelchair_access,service_copy,service_print,service_app_operated,service_barcode_scanner,service_bluetooth,service_display_operated,service_label_printer,locker_type,service_parcel_mail_in,service_parcel_pickup,note,note_de,description,geometry,latitude,longitude,opening_hours,website,source,last_checked,data_source,operator,district,neighborhood_id,neighborhood
1589378090,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,yes,,yes,,cabinet,yes,yes,,,,POINT (13.4156491 52.5074838),52.5074838,13.4156491,24/7,,,,OpenStreetMap,DHL,Mitte,0101,Mitte
1599557312,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.3526958 52.4825542),52.4825542,13.3526958,24/7,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0701,Schöneberg
1617744543,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.3088065 52.4923886),52.4923886,13.3088065,24/7,,,,OpenStreetMap,DHL,Charlottenburg-Wilmersdorf,0402,Wilmersdorf
1617759582,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.2881465 52.5000288),52.5000288,13.2881465,,,,,OpenStreetMap,DHL,Charlottenburg-Wilmersdorf,0407,Halensee
1779496545,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,0,,,,,,,,,cabinet,yes,yes,,,,POINT (13.3640931 52.5237853),52.5237853,13.3640931,24/7,,survey,,OpenStreetMap,DHL,Mitte,0102,Moabit
1833509160,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.2648289 52.4877834),52.4877834,13.2648289,,,,,OpenStreetMap,DHL,Charlottenburg-Wilmersdorf,0404,Grunewald
1856737507,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4435135 52.5468589),52.5468589,13.4435135,,,,,OpenStreetMap,DHL,Pankow,0301,Prenzlauer Berg
2068319945,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,,,,,,cabinet,yes,yes,,,,POINT (13.4971004 52.5393871),52.5393871,13.4971004,,,,,OpenStreetMap,DHL,Lichtenberg,1110,Alt-Hohenschönhausen
2132924128,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.3753097 52.5002641),52.5002641,13.3753097,,,,,OpenStreetMap,DHL,Friedrichshain-Kreuzberg,0202,Kreuzberg
2168228346,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,yes,,,no,,cabinet,yes,yes,,,,POINT (13.5476046 52.4324604),52.4324604,13.5476046,24/7,,,,OpenStreetMap,DHL,Treptow-Köpenick,0907,Adlershof
2189531617,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.1965147 52.529682),52.529682,13.1965147,,,,,OpenStreetMap,DHL,Spandau,0501,Spandau
2189533182,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.1959574 52.5341384),52.5341384,13.1959574,,,,,OpenStreetMap,DHL,Spandau,0501,Spandau
2298226289,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4439245 52.5254708),52.5254708,13.4439245,,,,,OpenStreetMap,DHL,Friedrichshain-Kreuzberg,0201,Friedrichshain
2370787830,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.5861517 52.4422888),52.4422888,13.5861517,,,,,OpenStreetMap,DHL,Treptow-Köpenick,0910,Köpenick
2471307763,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.1786936 52.5178306),52.5178306,13.1786936,,,,,OpenStreetMap,DHL,Spandau,0509,Wilhelmstadt
2478938995,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4291857 52.6076131),52.6076131,13.4291857,24/7,,,,OpenStreetMap,DHL,Pankow,0310,Französisch Buchholz
2607521796,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,yes,,yes,,cabinet,yes,yes,,,,POINT (13.4223706 52.4855725),52.4855725,13.4223706,24/7,,,,OpenStreetMap,DHL,Neukölln,0801,Neukölln
2665399432,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,yes,,yes,,cabinet,yes,yes,,,,POINT (13.4231382 52.4988489),52.4988489,13.4231382,24/7,,,,OpenStreetMap,DHL,Friedrichshain-Kreuzberg,0202,Kreuzberg
2771371899,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4338036 52.5111386),52.5111386,13.4338036,,,,,OpenStreetMap,DHL,Friedrichshain-Kreuzberg,0201,Friedrichshain
2824995221,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4965891 52.5359759),52.5359759,13.4965891,24/7,,,,OpenStreetMap,DHL,Lichtenberg,1110,Alt-Hohenschönhausen
2951460533,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4328618 52.5508128),52.5508128,13.4328618,,,,,OpenStreetMap,DHL,Pankow,0301,Prenzlauer Berg
2965847382,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4223287 52.5620305),52.5620305,13.4223287,,,,,OpenStreetMap,DHL,Pankow,0307,Pankow
2965852755,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.3947179 52.5663093),52.5663093,13.3947179,,,,,OpenStreetMap,DHL,Pankow,0307,Pankow
2978979158,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.5574397 52.5576161),52.5576161,13.5574397,,,,,OpenStreetMap,DHL,Marzahn-Hellersdorf,1001,Marzahn
2982830608,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,yes,,yes,,cabinet,yes,yes,,,,POINT (13.4586291 52.4686592),52.4686592,13.4586291,24/7,,,,OpenStreetMap,DHL,Neukölln,0801,Neukölln
2992147663,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,yes,,,no,,cabinet,yes,yes,,,,POINT (13.5488915 52.4383296),52.4383296,13.5488915,24/7,,,,OpenStreetMap,DHL,Treptow-Köpenick,0907,Adlershof
3040840758,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4505118 52.5199153),52.5199153,13.4505118,24/7,,,,OpenStreetMap,DHL,Friedrichshain-Kreuzberg,0201,Friedrichshain
3074276919,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.5395447 52.4056419),52.4056419,13.5395447,,,,,OpenStreetMap,DHL,Treptow-Köpenick,0906,Altglienicke
3124057517,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,yes,no,yes,,,,yes,yes,App notwendig; ohne QR-Code Scanner,,,POINT (13.1976044 52.5395074),52.5395074,13.1976044,,,,,OpenStreetMap,DHL,Spandau,0501,Spandau
3200357642,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,yes,,cabinet,yes,yes,,,,POINT (13.4854492 52.517998),52.517998,13.4854492,,,,,OpenStreetMap,DHL,Lichtenberg,1103,Lichtenberg
3244748545,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.3355623 52.5648308),52.5648308,13.3355623,,,,,OpenStreetMap,DHL,Reinickendorf,1201,Reinickendorf
3253350907,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.6222257 52.4458397),52.4458397,13.6222257,24/7,,,,OpenStreetMap,DHL,Treptow-Köpenick,0911,Friedrichshagen
3253360410,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.5729716 52.4709537),52.4709537,13.5729716,,,,,OpenStreetMap,DHL,Treptow-Köpenick,0910,Köpenick
3265111486,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.5268555 52.4239527),52.4239527,13.5268555,24/7,,,,OpenStreetMap,DHL,Treptow-Köpenick,0906,Altglienicke
3292802861,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,,,,,,cabinet,yes,yes,,,,POINT (13.4119049 52.566886),52.566886,13.4119049,,,,,OpenStreetMap,DHL,Pankow,0307,Pankow
3338486994,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.3027123 52.5292428),52.5292428,13.3027123,,,,,OpenStreetMap,DHL,Charlottenburg-Wilmersdorf,0401,Charlottenburg
3350909358,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.391454 52.4409231),52.4409231,13.391454,24/7,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0704,Mariendorf
3352212031,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.3110262 52.4684664),52.4684664,13.3110262,,,,,OpenStreetMap,DHL,Charlottenburg-Wilmersdorf,0402,Wilmersdorf
3523159250,DHL,,parcel_locker,DHL,DHL Packstation,,,,0,,,,,,,,,cabinet,yes,yes,,,,POINT (13.5184499 52.4874739),52.4874739,13.5184499,24/7,,,,OpenStreetMap,DHL,Lichtenberg,1102,Karlshorst
3577090974,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4789427 52.5274548),52.5274548,13.4789427,,,,,OpenStreetMap,DHL,Lichtenberg,1111,Fennpfuhl
3672491295,Independent Retailer,,parcel_locker,,,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4340599 52.5111242),52.5111242,13.4340599,,,estimation; extrapolation; survey,,OpenStreetMap,Unknown,Friedrichshain-Kreuzberg,0201,Friedrichshain
3726530973,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4098548 52.5500805),52.5500805,13.4098548,,,,,OpenStreetMap,DHL,Pankow,0301,Prenzlauer Berg
3732187864,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,,,,,,,yes,yes,Im Durchgang,,,POINT (13.1561161 52.5325534),52.5325534,13.1561161,,,,,OpenStreetMap,DHL,Spandau,0504,Staaken
3751697051,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.3942229 52.5098445),52.5098445,13.3942229,,,,,OpenStreetMap,DHL,Mitte,0101,Mitte
3858907058,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.5155025 52.5045363),52.5045363,13.5155025,,,,,OpenStreetMap,DHL,Lichtenberg,1101,Friedrichsfelde
3939590356,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.2996184 52.5392443),52.5392443,13.2996184,,,,,OpenStreetMap,DHL,Charlottenburg-Wilmersdorf,0406,Charlottenburg-Nord
4000502045,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4626423 52.5160876),52.5160876,13.4626423,,,,,OpenStreetMap,DHL,Friedrichshain-Kreuzberg,0201,Friedrichshain
4024375361,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.4600621 52.5059019),52.5059019,13.4600621,,,,,OpenStreetMap,DHL,Friedrichshain-Kreuzberg,0201,Friedrichshain
4118968260,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,limited,,,,,,,,cabinet,yes,yes,,,,POINT (13.3459321 52.5463569),52.5463569,13.3459321,,,,,OpenStreetMap,DHL,Mitte,0105,Wedding
4217034503,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,limited,,,,,,,,,yes,yes,,,,POINT (13.4950214 52.4990993),52.4990993,13.4950214,24/7,,,,OpenStreetMap,DHL,Lichtenberg,1101,Friedrichsfelde
4217051798,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,-1,,,,,,,,,,yes,yes,,,im Bahnhof Lichtenberg UG - Seiteneingang Irenenstr.,POINT (13.4975005 52.5097584),52.5097584,13.4975005,,,,,OpenStreetMap,DHL,Lichtenberg,1112,Rummelsburg
4224183789,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.2169089 52.427219),52.427219,13.2169089,,,,,OpenStreetMap,DHL,Steglitz-Zehlendorf,0606,Nikolassee
4266244280,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,,,,,,cabinet,yes,yes,,,,POINT (13.3566961 52.5362419),52.5362419,13.3566961,,,,,OpenStreetMap,DHL,Mitte,0102,Moabit
4378788837,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,yes,,yes,,cabinet,yes,yes,,,,POINT (13.3786815 52.4666417),52.4666417,13.3786815,24/7,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0703,Tempelhof
4379197777,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.2976821 52.457308),52.457308,13.2976821,24/7,,,,OpenStreetMap,DHL,Steglitz-Zehlendorf,0605,Dahlem
4381394739,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.3575567 52.5396944),52.5396944,13.3575567,,,,,OpenStreetMap,DHL,Mitte,0105,Wedding
4393391810,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.445286 52.5108806),52.5108806,13.445286,24/7,,,,OpenStreetMap,DHL,Friedrichshain-Kreuzberg,0201,Friedrichshain
4423331125,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,parcel_box,yes,,,,,POINT (13.6582582 52.4148445),52.4148445,13.6582582,,,,,OpenStreetMap,DHL,Treptow-Köpenick,0914,Müggelheim
4429398293,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.3152595 52.4525422),52.4525422,13.3152595,24/7,,,,OpenStreetMap,DHL,Steglitz-Zehlendorf,0602,Lichterfelde
4490867108,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.1956767 52.5195831),52.5195831,13.1956767,24/7,,,,OpenStreetMap,DHL,Spandau,0509,Wilhelmstadt
4530380975,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,,,,,,cabinet,yes,yes,,,,POINT (13.4963217 52.5057547),52.5057547,13.4963217,24/7,,,,OpenStreetMap,DHL,Lichtenberg,1112,Rummelsburg
4595460726,Independent Retailer,,parcel_locker,Amazon,Amazon Hub,,,,,,,,,,,,,cabinet,no,yes,,,,POINT (13.3097431 52.5675927),52.5675927,13.3097431,24/7,,,,OpenStreetMap,Amazon,Reinickendorf,1201,Reinickendorf
4598259844,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.347128 52.5811246),52.5811246,13.347128,,,,,OpenStreetMap,DHL,Reinickendorf,1201,Reinickendorf
4600333108,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4935734 52.470244),52.470244,13.4935734,,,,,OpenStreetMap,DHL,Treptow-Köpenick,0903,Baumschulenweg
4622071843,DHL,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.5156203 52.4955609),52.4955609,13.5156203,24/7,,,,OpenStreetMap,DHL,Lichtenberg,1101,Friedrichsfelde
4622072900,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.519485 52.4969942),52.4969942,13.519485,,,,,OpenStreetMap,DHL,Lichtenberg,1101,Friedrichsfelde
4623118742,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.3419138 52.4669225),52.4669225,13.3419138,,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0701,Schöneberg
4649834091,Amazon,,parcel_locker,Amazon,Amazon Hub,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4078831 52.5040125),52.5040125,13.4078831,,,,,OpenStreetMap,Amazon,Friedrichshain-Kreuzberg,0202,Kreuzberg
4668250350,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,,yes,,yes,,cabinet,yes,yes,,,,POINT (13.4630782 52.4246778),52.4246778,13.4630782,24/7,,,,OpenStreetMap,DHL,Neukölln,0805,Gropiusstadt
4739403272,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,yes,,yes,,cabinet,yes,yes,,,,POINT (13.3846795 52.4487279),52.4487279,13.3846795,24/7,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0704,Mariendorf
4749641218,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4286552 52.5685688),52.5685688,13.4286552,,,,,OpenStreetMap,DHL,Pankow,0304,Heinersdorf
4750741788,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.3457202 52.5314114),52.5314114,13.3457202,,,,,OpenStreetMap,DHL,Mitte,0102,Moabit
4788224129,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,yes,,yes,,cabinet,yes,yes,,,,POINT (13.4836952 52.5230588),52.5230588,13.4836952,,,,,OpenStreetMap,DHL,Lichtenberg,1103,Lichtenberg
4798872616,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,yes,,yes,yes,cabinet,yes,yes,,,,POINT (13.4298535 52.5570076),52.5570076,13.4298535,,,,,OpenStreetMap,DHL,Pankow,0304,Heinersdorf
4827741342,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.2994055 52.5777743),52.5777743,13.2994055,24/7,,,,OpenStreetMap,DHL,Reinickendorf,1202,Tegel
4856420625,Amazon,,parcel_locker,Amazon,Amazon Hub,,,,,,,,,,,,,cabinet,no,yes,,,,POINT (13.4173638 52.5845509),52.5845509,13.4173638,24/7,,,,OpenStreetMap,Amazon,Pankow,0311,Niederschönhausen
4862236921,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,0,no,,,,,,,,,yes,yes,,,,POINT (13.4407344 52.5414022),52.5414022,13.4407344,24/7,,,,OpenStreetMap,DHL,Pankow,0301,Prenzlauer Berg
4862482169,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.3567438 52.5494958),52.5494958,13.3567438,24/7,,,,OpenStreetMap,DHL,Mitte,0105,Wedding
4864174509,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.4429956 52.5428621),52.5428621,13.4429956,,,,,OpenStreetMap,DHL,Pankow,0301,Prenzlauer Berg
4888293421,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,no,,,,yes,,yes,,cabinet,yes,yes,,,,POINT (13.4055634 52.4974134),52.4974134,13.4055634,24/7,,,,OpenStreetMap,DHL,Friedrichshain-Kreuzberg,0202,Kreuzberg
4890146637,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,,,,,POINT (13.5096316 52.5746027),52.5746027,13.5096316,,,,,OpenStreetMap,DHL,Lichtenberg,1109,Neu-Hohenschönhausen
4913132355,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.5531387 52.5488903),52.5488903,13.5531387,,,,,OpenStreetMap,DHL,Marzahn-Hellersdorf,1001,Marzahn
4917369851,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.4716489 52.5137483),52.5137483,13.4716489,,,,,OpenStreetMap,DHL,Friedrichshain-Kreuzberg,0201,Friedrichshain
4919495124,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.3752044 52.4901097),52.4901097,13.3752044,,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0701,Schöneberg
4986931425,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4563015 52.5615356),52.5615356,13.4563015,,,,,OpenStreetMap,DHL,Pankow,0302,Weißensee
5006664064,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,yes,,yes,,cabinet,yes,yes,,,,POINT (13.3512392 52.4490657),52.4490657,13.3512392,24/7,,,,OpenStreetMap,DHL,Steglitz-Zehlendorf,0601,Steglitz
5020326856,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,yes,,yes,,cabinet,yes,yes,,,,POINT (13.3448396 52.4918764),52.4918764,13.3448396,24/7,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0701,Schöneberg
5020609022,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4264627 52.526451),52.526451,13.4264627,,,,,OpenStreetMap,DHL,Friedrichshain-Kreuzberg,0201,Friedrichshain
5180702101,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,yes,,yes,,cabinet,yes,yes,,,,POINT (13.4311182 52.4521033),52.4521033,13.4311182,24/7,,,,OpenStreetMap,DHL,Neukölln,0802,Britz
5189604690,Independent Retailer,,parcel_locker,Amazon,Amazon Hub,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.3346006 52.5899749),52.5899749,13.3346006,24/7,,,,OpenStreetMap,Amazon,Reinickendorf,1209,Wittenau
5190752006,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,yes,,yes,,cabinet,yes,yes,,,im Durchgang,POINT (13.5718733 52.4357396),52.4357396,13.5718733,24/7,,,,OpenStreetMap,DHL,Treptow-Köpenick,0910,Köpenick
5212192524,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,yes,,yes,,cabinet,yes,yes,,,,POINT (13.349292 52.4561938),52.4561938,13.349292,24/7,,,,OpenStreetMap,DHL,Steglitz-Zehlendorf,0601,Steglitz
5245880226,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.3758881 52.5587596),52.5587596,13.3758881,24/7,,,,OpenStreetMap,DHL,Mitte,0106,Gesundbrunnen
5258259246,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,yes,,cabinet,yes,yes,,,,POINT (13.5564724 52.4381174),52.4381174,13.5564724,24/7,,,,OpenStreetMap,DHL,Treptow-Köpenick,0907,Adlershof
5308738389,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4292383 52.5464011),52.5464011,13.4292383,,,,,OpenStreetMap,DHL,Pankow,0301,Prenzlauer Berg
5326297395,Independent Retailer,,parcel_locker,Amazon,Amazon Hub,,,,,,,,,,,,,cabinet,,yes,,,,POINT (13.3552693 52.5197689),52.5197689,13.3552693,24/7,,,,OpenStreetMap,Amazon,Mitte,0102,Moabit
5404039182,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,0,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4007504 52.5540748),52.5540748,13.4007504,,,survey,,OpenStreetMap,DHL,Pankow,0301,Prenzlauer Berg
5494239437,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.3712725 52.4938198),52.4938198,13.3712725,,,,,OpenStreetMap,DHL,Friedrichshain-Kreuzberg,0202,Kreuzberg
5506021854,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4059683 52.427708),52.427708,13.4059683,,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0704,Mariendorf
5518043170,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4706865 52.5288495),52.5288495,13.4706865,,,,,OpenStreetMap,DHL,Lichtenberg,1111,Fennpfuhl
5534329919,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.3354322 52.5794918),52.5794918,13.3354322,,,,,OpenStreetMap,DHL,Reinickendorf,1209,Wittenau
5534346354,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.364329 52.561879),52.561879,13.364329,,,,,OpenStreetMap,DHL,Reinickendorf,1201,Reinickendorf
5584399249,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,,,,,,,yes,yes,,,,POINT (13.4743196 52.5056429),52.5056429,13.4743196,24/7,,survey,,OpenStreetMap,DHL,Lichtenberg,1112,Rummelsburg
5600334280,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.3128756 52.4298567),52.4298567,13.3128756,,,,,OpenStreetMap,DHL,Steglitz-Zehlendorf,0602,Lichterfelde
5600343638,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.3587306 52.4126949),52.4126949,13.3587306,,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0705,Marienfelde
5620406497,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.5375335 52.4178077),52.4178077,13.5375335,,,,,OpenStreetMap,DHL,Treptow-Köpenick,0906,Altglienicke
5625972234,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.5270074 52.4455454),52.4455454,13.5270074,,,,,OpenStreetMap,DHL,Treptow-Köpenick,0905,Niederschöneweide
5670287363,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,yes,,yes,,cabinet,yes,yes,,,,POINT (13.3128205 52.466925),52.466925,13.3128205,24/7,,,,OpenStreetMap,DHL,Steglitz-Zehlendorf,0601,Steglitz
5670485271,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.3672756 52.417621),52.417621,13.3672756,,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0705,Marienfelde
